Isolate location	Isolate location category	Mapped Ontology Term IRI	Mapped Ontology Term Label
China: Nanjing	China	http://purl.obolibrary.org/obo/GAZ_00002845	China
Iran: Khuzestan province	Iran	http://purl.obolibrary.org/obo/GAZ_00004474	Iran
Italy:Lombardia	Italy	http://purl.obolibrary.org/obo/GAZ_00002650	Italy
USA-IA	United States	http://purl.obolibrary.org/obo/GAZ_00002459	United States of America
United States:Iowa and Minnesota	United States	http://purl.obolibrary.org/obo/GAZ_00002459	United States of America
United States:Iowa	United States	http://purl.obolibrary.org/obo/GAZ_00002459	United States of America
Hungary: Lake Balaton	Hungary	http://purl.obolibrary.org/obo/GAZ_00002952	Hungary
Japan: Aichi	Japan	http://purl.obolibrary.org/obo/GAZ_00002747	Japan
Brazil: Campinas	Brazil	http://purl.obolibrary.org/obo/GAZ_00002828	Brazil
Iran:Teharn, Tehran	Iran	http://purl.obolibrary.org/obo/GAZ_00004474	Iran
USA: Manhattan, KS	United States	http://purl.obolibrary.org/obo/GAZ_00002459	United States of America
USA:Oregon, South Beach	United States	http://purl.obolibrary.org/obo/GAZ_00002459	United States of America
France (Brest)	France	http://purl.obolibrary.org/obo/GAZ_00002940	French Republic
United States:South Carolina coast	United States	http://purl.obolibrary.org/obo/GAZ_00002459	United States of America
Brazil:Rio Grande do	Brazil	http://purl.obolibrary.org/obo/GAZ_00002828	Brazil
United States:Massachusetts	United States	http://purl.obolibrary.org/obo/GAZ_00002459	United States of America
United States	United States	http://purl.obolibrary.org/obo/GAZ_00002459	United States of America
United Kingdom: Brittain, North Atlantic	United Kingdom	http://purl.obolibrary.org/obo/GAZ_00002637	United Kingdom
Hungary: Danube River	Hungary	http://purl.obolibrary.org/obo/GAZ_00002952	Hungary
China: Panyu	China	http://purl.obolibrary.org/obo/GAZ_00002845	China
Australia: Taronga Western Plains Zoo, New South Wales	Australia	http://purl.obolibrary.org/obo/GAZ_00000463	Australia
Iran: Kordestan	Iran	http://purl.obolibrary.org/obo/GAZ_00004474	Iran
Brazil: Minas Gerasi, Lavras	Brazil	http://purl.obolibrary.org/obo/GAZ_00002828	Brazil
USA: MS	United States	http://purl.obolibrary.org/obo/GAZ_00002459	United States of America
China:Shanghai province	China	http://purl.obolibrary.org/obo/GAZ_00002845	China
USA-CA	United States	http://purl.obolibrary.org/obo/GAZ_00002459	United States of America
United States:Illinois	United States	http://purl.obolibrary.org/obo/GAZ_00002459	United States of America
Brazil:Alagoas	Brazil	http://purl.obolibrary.org/obo/GAZ_00002828	Brazil
Brazil:Sergipe	Brazil	http://purl.obolibrary.org/obo/GAZ_00002828	Brazil
Brazil:Maranhao	Brazil	http://purl.obolibrary.org/obo/GAZ_00002828	Brazil
Colombia:Bogota	Colombia	http://purl.obolibrary.org/obo/GAZ_00002929	Colombia
Brazil:Pernambuco	Brazil	http://purl.obolibrary.org/obo/GAZ_00002828	Brazil
Brazil:Parana	Brazil	http://purl.obolibrary.org/obo/GAZ_00002828	Brazil
Japan:Kagoshima, Izumi	Japan	http://purl.obolibrary.org/obo/GAZ_00002747	Japan
Tanzania: Gombe National Park	Tanzania	http://purl.obolibrary.org/obo/GAZ_00001103	Tanzania
Japan: Kanazawa	Japan	http://purl.obolibrary.org/obo/GAZ_00002747	Japan
Japan:Hokkaido	Japan	http://purl.obolibrary.org/obo/GAZ_00002747	Japan
Australia: University of Sydney	Australia	http://purl.obolibrary.org/obo/GAZ_00000463	Australia
China:Qinghai province	China	http://purl.obolibrary.org/obo/GAZ_00002845	China
China:Hunan province	China	http://purl.obolibrary.org/obo/GAZ_00002845	China
France (Nice)	France	http://purl.obolibrary.org/obo/GAZ_00002940	French Republic
United States:Maryland, Virginia and West Virginia	United States	http://purl.obolibrary.org/obo/GAZ_00002459	United States of America
Colombia:Armenia	Colombia	http://purl.obolibrary.org/obo/GAZ_00002929	Colombia
Brazil:Sao Paulo city	Brazil	http://purl.obolibrary.org/obo/GAZ_00002828	Brazil
Brazil:Sao Paulo	Brazil	http://purl.obolibrary.org/obo/GAZ_00002828	Brazil
Africa	africa	http://purl.obolibrary.org/obo/GAZ_00000457	Africa
Reunion Island	France	http://purl.obolibrary.org/obo/GAZ_00002940	French Republic
Hungary: Lake Kis-Balaton	Hungary	http://purl.obolibrary.org/obo/GAZ_00002952	Hungary
China: Henan Province, Kaifeng	China	http://purl.obolibrary.org/obo/GAZ_00002845	China
Japan:Hokkaido, Akan, Tsurui	Japan	http://purl.obolibrary.org/obo/GAZ_00002747	Japan
Kenya: Mt. Kenya	Kenya	http://purl.obolibrary.org/obo/GAZ_00001101	Kenya
Argentina: La Plata	Argentina	http://purl.obolibrary.org/obo/GAZ_00002928	Argentina
USA: VA	United States	http://purl.obolibrary.org/obo/GAZ_00002459	United States of America
China:Guangdong province	China	http://purl.obolibrary.org/obo/GAZ_00002845	China
USA:Washington, Washaway Beach	United States	http://purl.obolibrary.org/obo/GAZ_00002459	United States of America
USA:Oregon, Florence	United States	http://purl.obolibrary.org/obo/GAZ_00002459	United States of America
United States:California & Washington	United States	http://purl.obolibrary.org/obo/GAZ_00002459	United States of America
United States:Maryland	United States	http://purl.obolibrary.org/obo/GAZ_00002459	United States of America
St. Kitts	Saint Kitts and Nevis	http://purl.obolibrary.org/obo/GAZ_00006906	Saint Kitts-Nevis
United States:Wisconsin	United States	http://purl.obolibrary.org/obo/GAZ_00002459	United States of America
Brazil:Sao Paulo state	Brazil	http://purl.obolibrary.org/obo/GAZ_00002828	Brazil
United States:Pennsylvania 	United States	http://purl.obolibrary.org/obo/GAZ_00002459	United States of America
UK	United Kingdom	http://purl.obolibrary.org/obo/GAZ_00002637	United Kingdom
Japan:Hokkaido, Shibecha	Japan	http://purl.obolibrary.org/obo/GAZ_00002747	Japan
China: Jiangsu, Nanjing	China	http://purl.obolibrary.org/obo/GAZ_00002845	China
China: Huzhu	China	http://purl.obolibrary.org/obo/GAZ_00002845	China
Spain: Balearics Islands, Cabrera	Spain	http://purl.obolibrary.org/obo/GAZ_00000591	Kingdom of Spain
China:Guangzhou	China	http://purl.obolibrary.org/obo/GAZ_00002845	China
USA-NH	United States	http://purl.obolibrary.org/obo/GAZ_00002459	United States of America
France (Strasbourg)	France	http://purl.obolibrary.org/obo/GAZ_00002940	French Republic
Brazil:Rio de Janeiro	Brazil	http://purl.obolibrary.org/obo/GAZ_00002828	Brazil
Brazil:Bahia	Brazil	http://purl.obolibrary.org/obo/GAZ_00002828	Brazil
Brazil:Ceara	Brazil	http://purl.obolibrary.org/obo/GAZ_00002828	Brazil
Brazil:Para	Brazil	http://purl.obolibrary.org/obo/GAZ_00002828	Brazil
India:Lucknow	India	http://purl.obolibrary.org/obo/GAZ_00002839	India
Brazil: Sao Paulo, SP	Brazil	http://purl.obolibrary.org/obo/GAZ_00002828	Brazil
Brazil: Joinville, SC	Brazil	http://purl.obolibrary.org/obo/GAZ_00002828	Brazil
Brazil: Monte Negro, RO	Brazil	http://purl.obolibrary.org/obo/GAZ_00002828	Brazil
Brazil: Jurumirim, SP	Brazil	http://purl.obolibrary.org/obo/GAZ_00002828	Brazil
Brazil: Campo Grande, MS	Brazil	http://purl.obolibrary.org/obo/GAZ_00002828	Brazil
Iran: immunodeficiency wards of hospital	Iran	http://purl.obolibrary.org/obo/GAZ_00004474	Iran
Iran: Azarbaijan	Iran	http://purl.obolibrary.org/obo/GAZ_00004474	Iran
Iran:Tehran	Iran	http://purl.obolibrary.org/obo/GAZ_00004474	Iran
Iran: Tehran	Iran	http://purl.obolibrary.org/obo/GAZ_00004474	Iran
Iran: Bandar Abbas Port	Iran	http://purl.obolibrary.org/obo/GAZ_00004474	Iran
Thailand:Bangkok	Thailand	http://purl.obolibrary.org/obo/GAZ_00003744	Thailand
Philippines: Kalibo, Aklan	Philippines	http://purl.obolibrary.org/obo/GAZ_00004525	The Philippines
Philippines: Union Kalinga, Isabela	Philippines	http://purl.obolibrary.org/obo/GAZ_00004525	The Philippines
Philippines: Tagdana, Ilocos Sur	Philippines	http://purl.obolibrary.org/obo/GAZ_00004525	The Philippines
Philippines: Dagupan, Pangasinan	Philippines	http://purl.obolibrary.org/obo/GAZ_00004525	The Philippines
Philippines: Nagdanaoan, Burgos, Ilocos Sur	Philippines	http://purl.obolibrary.org/obo/GAZ_00004525	The Philippines
Philippines: University of the Phillippines, Cebu Campus	Philippines	http://purl.obolibrary.org/obo/GAZ_00004525	The Philippines
Philippines: Sto. Domingo, Mercedes, Isabela	Philippines	http://purl.obolibrary.org/obo/GAZ_00004525	The Philippines
Philippines: Capul Island, Northern Samar	Philippines	http://purl.obolibrary.org/obo/GAZ_00004525	The Philippines
Philippines: Manila	Philippines	http://purl.obolibrary.org/obo/GAZ_00004525	The Philippines
Philippines: Usul Jones, Isabela	Philippines	http://purl.obolibrary.org/obo/GAZ_00004525	The Philippines
Philippines: Antipolo	Philippines	http://purl.obolibrary.org/obo/GAZ_00004525	The Philippines
Philippines: Cainta, Rizal	Philippines	http://purl.obolibrary.org/obo/GAZ_00004525	The Philippines
Philippines: Lumaba, Villaviciosa, Abra	Philippines	http://purl.obolibrary.org/obo/GAZ_00004525	The Philippines
Italy: Vercelli	Italy	http://purl.obolibrary.org/obo/GAZ_00002650	Italy
Italy: Apulia Region, Policlinico Hospital, University of Bari	Italy	http://purl.obolibrary.org/obo/GAZ_00002650	Italy
Spain: Canary Islands, Tenerife	Spain	http://purl.obolibrary.org/obo/GAZ_00000591	Kingdom of Spain
Spain: Madrid	Spain	http://purl.obolibrary.org/obo/GAZ_00000591	Kingdom of Spain
Spain: Andujar	Spain	http://purl.obolibrary.org/obo/GAZ_00000591	Kingdom of Spain
Germany: Koblenz, Ernst-Rodenwaldt Institute	Germany	http://purl.obolibrary.org/obo/GAZ_00002646	Germany
France: Seine River, 30 km south of Paris, upstream from a drinking water production plant	France	http://purl.obolibrary.org/obo/GAZ_00002940	French Republic
France:Lascaux Cave	France	http://purl.obolibrary.org/obo/GAZ_00002940	French Republic
Japan:Aichi, Toyoake city	Japan	http://purl.obolibrary.org/obo/GAZ_00002747	Japan
Japan:Nagasaki	Japan	http://purl.obolibrary.org/obo/GAZ_00002747	Japan
Japan: Tokyo	Japan	http://purl.obolibrary.org/obo/GAZ_00002747	Japan
Japan:Aichi, Toyoake	Japan	http://purl.obolibrary.org/obo/GAZ_00002747	Japan
China:GuangXi Province	China	http://purl.obolibrary.org/obo/GAZ_00002845	China
China: GuangXi	China	http://purl.obolibrary.org/obo/GAZ_00002845	China
China: Qingdao	China	http://purl.obolibrary.org/obo/GAZ_00002845	China
China:GuiZhou Province	China	http://purl.obolibrary.org/obo/GAZ_00002845	China
Nepal: Kathmandu	Nepal	http://purl.obolibrary.org/obo/GAZ_00004399	Nepal
West Bank: Nablus	asia	http://purl.obolibrary.org/obo/GAZ_00000465	Asia
West Bank: Palestine, Nablus	asia	http://purl.obolibrary.org/obo/GAZ_00000465	Asia
Indonesia: Siberut	Indonesia	http://purl.obolibrary.org/obo/GAZ_00003727	Indonesia
USA: Cape Cod, Massachusetts	United States	http://purl.obolibrary.org/obo/GAZ_00002459	United States of America
Japan:Yamanashi, Kofu	Japan	http://purl.obolibrary.org/obo/GAZ_00002747	Japan
Japan:Aichi	Japan	http://purl.obolibrary.org/obo/GAZ_00002747	Japan
USA: Chatham, MA	United States	http://purl.obolibrary.org/obo/GAZ_00002459	United States of America
USA: San Francisco County, CA	United States	http://purl.obolibrary.org/obo/GAZ_00002459	United States of America
Norway: Fiskfjord	Norway	http://purl.obolibrary.org/obo/GAZ_00002699	Kingdom of Norway
China:Anhui province	China	http://purl.obolibrary.org/obo/GAZ_00002845	China
Indonesia: Sumba, Waitabula	Indonesia	http://purl.obolibrary.org/obo/GAZ_00003727	Indonesia
South Korea:seoul	South Korea	http://purl.obolibrary.org/obo/GAZ_00002802	South Korea
Australia: Wyndham	Australia	http://purl.obolibrary.org/obo/GAZ_00000463	Australia
Canada: New Brunswick, Kent Island	Canada	http://purl.obolibrary.org/obo/GAZ_00002560	Canada
USA: Muskeget, MA	United States	http://purl.obolibrary.org/obo/GAZ_00002459	United States of America
Italy: Oreto River, Sicily	Italy	http://purl.obolibrary.org/obo/GAZ_00002650	Italy
USA: Alaska	United States	http://purl.obolibrary.org/obo/GAZ_00002459	United States of America
Indonesia: Sumba, Baliloku	Indonesia	http://purl.obolibrary.org/obo/GAZ_00003727	Indonesia
Spain: Barcelona	Spain	http://purl.obolibrary.org/obo/GAZ_00000591	Kingdom of Spain
Italy: central	Italy	http://purl.obolibrary.org/obo/GAZ_00002650	Italy
USA: Monomoy, MA	United States	http://purl.obolibrary.org/obo/GAZ_00002459	United States of America
USA: Appledore Island, ME	United States	http://purl.obolibrary.org/obo/GAZ_00002459	United States of America
Norway: Sordal	Norway	http://purl.obolibrary.org/obo/GAZ_00002699	Kingdom of Norway
Japan: Aomori, Shimokita peninsula	Japan	http://purl.obolibrary.org/obo/GAZ_00002747	Japan
Iran: Razavi Khorasan Province, Mashhad	Iran	http://purl.obolibrary.org/obo/GAZ_00004474	Iran
Iran: Razavi Khorasan Province, Torbat-e Heydarieh	Iran	http://purl.obolibrary.org/obo/GAZ_00004474	Iran
USA: Cape Cod, MA	United States	http://purl.obolibrary.org/obo/GAZ_00002459	United States of America
Uganda: Kampala	Uganda	http://purl.obolibrary.org/obo/GAZ_00001102	Uganda
USA: Dennis, MA	United States	http://purl.obolibrary.org/obo/GAZ_00002459	United States of America
Norway: Glomma	Norway	http://purl.obolibrary.org/obo/GAZ_00002699	Kingdom of Norway
United Kingdom:London	United Kingdom	http://purl.obolibrary.org/obo/GAZ_00002637	United Kingdom
Iran: Golestan Province, Gonbad-e Qabus	Iran	http://purl.obolibrary.org/obo/GAZ_00004474	Iran
Australia: Rockingham	Australia	http://purl.obolibrary.org/obo/GAZ_00000463	Australia
Japan:Kanagawa	Japan	http://purl.obolibrary.org/obo/GAZ_00002747	Japan
USA: Wellfleet, MA	United States	http://purl.obolibrary.org/obo/GAZ_00002459	United States of America
Spain:Comunidad Valenciana	Spain	http://purl.obolibrary.org/obo/GAZ_00000591	Kingdom of Spain
Tunisia: Grombalia	Tunisia	http://purl.obolibrary.org/obo/GAZ_00000562	Tunisia
Norway: Tana	Norway	http://purl.obolibrary.org/obo/GAZ_00002699	Kingdom of Norway
Indonesia: Sumba	Indonesia	http://purl.obolibrary.org/obo/GAZ_00003727	Indonesia
Norway: Alta	Norway	http://purl.obolibrary.org/obo/GAZ_00002699	Kingdom of Norway
Norway: Lakselv	Norway	http://purl.obolibrary.org/obo/GAZ_00002699	Kingdom of Norway
China:Anhui Province	China	http://purl.obolibrary.org/obo/GAZ_00002845	China
Indonesia: Makassar	Indonesia	http://purl.obolibrary.org/obo/GAZ_00003727	Indonesia
Japan:Aichi, Inuyama	Japan	http://purl.obolibrary.org/obo/GAZ_00002747	Japan
Iran: West Azerbaijan Province, Maku	Iran	http://purl.obolibrary.org/obo/GAZ_00004474	Iran
USA: Nantucket Island, MA	United States	http://purl.obolibrary.org/obo/GAZ_00002459	United States of America
Japan:Yamanashi, Fujikawa	Japan	http://purl.obolibrary.org/obo/GAZ_00002747	Japan
USA: Martha's Vineyard Island, MA	United States	http://purl.obolibrary.org/obo/GAZ_00002459	United States of America
Australia: Woodanilling	Australia	http://purl.obolibrary.org/obo/GAZ_00000463	Australia
Uganda: western Uganda, Kibale National Park	Uganda	http://purl.obolibrary.org/obo/GAZ_00001102	Uganda
USA: Nantucket Island, Massachusetts	United States	http://purl.obolibrary.org/obo/GAZ_00002459	United States of America
Canada: Kent Island, New Brunswick	Canada	http://purl.obolibrary.org/obo/GAZ_00002560	Canada
Western Sahara	africa	http://purl.obolibrary.org/obo/GAZ_00000457	Africa
USA: West Virginia	United States	http://purl.obolibrary.org/obo/GAZ_00002459	United States of America
Tunisia: Chotranda	Tunisia	http://purl.obolibrary.org/obo/GAZ_00000562	Tunisia
Japan:Yamanashi, Fujikawa, Fujikawa River	Japan	http://purl.obolibrary.org/obo/GAZ_00002747	Japan
South Korea:Seoul	South Korea	http://purl.obolibrary.org/obo/GAZ_00002802	South Korea
Norway: Koifjorden	Norway	http://purl.obolibrary.org/obo/GAZ_00002699	Kingdom of Norway
Russia:Lake Baikal	Russia	http://purl.obolibrary.org/obo/GAZ_00002721	Russia
USA: Martha's Vineyard, Massachusetts	United States	http://purl.obolibrary.org/obo/GAZ_00002459	United States of America
Australia: Perth	Australia	http://purl.obolibrary.org/obo/GAZ_00000463	Australia
USA: Oregon	United States	http://purl.obolibrary.org/obo/GAZ_00002459	United States of America
USA: Marin County, CA	United States	http://purl.obolibrary.org/obo/GAZ_00002459	United States of America
USA: Chatham, USA	United States	http://purl.obolibrary.org/obo/GAZ_00002459	United States of America
Mexico: San Luis Potosi	Mexico	http://purl.obolibrary.org/obo/GAZ_00002852	Mexico
Egypt: Red Sea	Egypt	http://purl.obolibrary.org/obo/GAZ_00003934	Egypt
Czech Republic: New Town of Prague	Czech Republic	http://purl.obolibrary.org/obo/GAZ_00002954	Czech Republic
Russia: Lake Baikal	Russia	http://purl.obolibrary.org/obo/GAZ_00002721	Russia
China: Liwan, Guangzhou, Guangdong	China	http://purl.obolibrary.org/obo/GAZ_00002845	China
India: Bhandara, Maharashtra	India	http://purl.obolibrary.org/obo/GAZ_00002839	India
Ireland:Country Waterford	Ireland	http://purl.obolibrary.org/obo/GAZ_00004018	Ireland
Venezuela: Miranda	Venezuela	http://purl.obolibrary.org/obo/GAZ_00002931	Venezuela
Guatemala: Jutiapa	Guatemala	http://purl.obolibrary.org/obo/GAZ_00002936	Guatemala
Chile: Flor de Valle	Chile	http://purl.obolibrary.org/obo/GAZ_00002825	Chile
Peru: Majes	Peru	http://purl.obolibrary.org/obo/GAZ_00002932	Peru
Cote d'Ivoire: Kouassi-Perita	Ivory Coast	http://purl.obolibrary.org/obo/GAZ_00000906	Cote d'Ivoire
Egypt: Alexandria	Egypt	http://purl.obolibrary.org/obo/GAZ_00003934	Egypt
Russia: Cape Kartesh, Tshupa Bay, White Sea, North Russia	Russia	http://purl.obolibrary.org/obo/GAZ_00002721	Russia
Brazil:Espiruto Santo	Brazil	http://purl.obolibrary.org/obo/GAZ_00002828	Brazil
China: Gansu Province	China	http://purl.obolibrary.org/obo/GAZ_00002845	China
Brazil: Mossoro, RN	Brazil	http://purl.obolibrary.org/obo/GAZ_00002828	Brazil
Brazil: Dourados, MS	Brazil	http://purl.obolibrary.org/obo/GAZ_00002828	Brazil
Brazil: Castanhal, PA	Brazil	http://purl.obolibrary.org/obo/GAZ_00002828	Brazil
Brazil: Londrina, PR	Brazil	http://purl.obolibrary.org/obo/GAZ_00002828	Brazil
Croatia: Pula	Croatia	http://purl.obolibrary.org/obo/GAZ_00002719	Croatia
Venezuela: El Baul, San Carlos	Venezuela	http://purl.obolibrary.org/obo/GAZ_00002931	Venezuela
Brazil: Patos, PB	Brazil	http://purl.obolibrary.org/obo/GAZ_00002828	Brazil
Brazil: RS	Brazil	http://purl.obolibrary.org/obo/GAZ_00002828	Brazil
United Kingdom:St Kilda	United Kingdom	http://purl.obolibrary.org/obo/GAZ_00002637	United Kingdom
Tanzania: Maswa Game Reserve	Tanzania	http://purl.obolibrary.org/obo/GAZ_00001103	Tanzania
Mozambique:Centre - Sofala	Mozambique	http://purl.obolibrary.org/obo/GAZ_00001100	Mozambique
Brazil: Mato Grosso do Sul	Brazil	http://purl.obolibrary.org/obo/GAZ_00002828	Brazil
Brazil: Ceara	Brazil	http://purl.obolibrary.org/obo/GAZ_00002828	Brazil
Colombia: Galeras, Sucre	Colombia	http://purl.obolibrary.org/obo/GAZ_00002929	Colombia
Brazil: Amazon, Apui	Brazil	http://purl.obolibrary.org/obo/GAZ_00002828	Brazil
Brazil: Macapa, AP	Brazil	http://purl.obolibrary.org/obo/GAZ_00002828	Brazil
Colombia: Caqueta	Colombia	http://purl.obolibrary.org/obo/GAZ_00002929	Colombia
Brazil: Aquidauana, MS	Brazil	http://purl.obolibrary.org/obo/GAZ_00002828	Brazil
Brazil: Amazon, Manaus	Brazil	http://purl.obolibrary.org/obo/GAZ_00002828	Brazil
Brazil: Morada Nova, RN	Brazil	http://purl.obolibrary.org/obo/GAZ_00002828	Brazil
Brazil: Amazon, Barcelos	Brazil	http://purl.obolibrary.org/obo/GAZ_00002828	Brazil
Brazil: Bolivia	Brazil	http://purl.obolibrary.org/obo/GAZ_00002828	Brazil
Brazil: MIranda, MS	Brazil	http://purl.obolibrary.org/obo/GAZ_00002828	Brazil
Colombia: Arauca	Colombia	http://purl.obolibrary.org/obo/GAZ_00002929	Colombia
Brazil: Sao Luiz, MA	Brazil	http://purl.obolibrary.org/obo/GAZ_00002828	Brazil
China: Zhejiang	China	http://purl.obolibrary.org/obo/GAZ_00002845	China
Democratic Republic of the Congo:Bandundu	Democratic Republic of the Congo	http://purl.obolibrary.org/obo/GAZ_00001086	Democratic Republic of the Congo
Russia:North-West	Russia	http://purl.obolibrary.org/obo/GAZ_00002721	Russia
Brazil: Rolandia, SP	Brazil	http://purl.obolibrary.org/obo/GAZ_00002828	Brazil
Brazil: Alfenas, MG	Brazil	http://purl.obolibrary.org/obo/GAZ_00002828	Brazil
Brazil: Arapongas, PR	Brazil	http://purl.obolibrary.org/obo/GAZ_00002828	Brazil
China: Sichuan	China	http://purl.obolibrary.org/obo/GAZ_00002845	China
China: Gansu province	China	http://purl.obolibrary.org/obo/GAZ_00002845	China
Uzbekistan:Pap district	Uzbekistan	http://purl.obolibrary.org/obo/GAZ_00004979	Uzbekistan
Iran: Torkman Sahra,Golestan province	Iran	http://purl.obolibrary.org/obo/GAZ_00004474	Iran
Nepal: Bardiya	Nepal	http://purl.obolibrary.org/obo/GAZ_00004399	Nepal
Mexico: Yucatan	Mexico	http://purl.obolibrary.org/obo/GAZ_00002852	Mexico
Israel:Occupied Palestinian Territories	Israel	http://purl.obolibrary.org/obo/GAZ_00002476	Israel
Turkey: Hatay region	Turkey	http://purl.obolibrary.org/obo/GAZ_00000558	Turkey
United Kingdom:Bath	United Kingdom	http://purl.obolibrary.org/obo/GAZ_00002637	United Kingdom
Panama: Panama Canal Zone, Gigante	Panama	http://purl.obolibrary.org/obo/GAZ_00002892	Panama
Argentina: Chaco	Argentina	http://purl.obolibrary.org/obo/GAZ_00002928	Argentina
Mexico: Campeche	Mexico	http://purl.obolibrary.org/obo/GAZ_00002852	Mexico
Venezuela: Barinas	Venezuela	http://purl.obolibrary.org/obo/GAZ_00002931	Venezuela
Venezuela: Sucre	Venezuela	http://purl.obolibrary.org/obo/GAZ_00002931	Venezuela
Venezuela: Anzoategui	Venezuela	http://purl.obolibrary.org/obo/GAZ_00002931	Venezuela
Guatemala: Baja Verapaz	Guatemala	http://purl.obolibrary.org/obo/GAZ_00002936	Guatemala
Russia: White Sea, North Russia, Chupa inlet, cape Kartesh	Russia	http://purl.obolibrary.org/obo/GAZ_00002721	Russia
China: Peiking	China	http://purl.obolibrary.org/obo/GAZ_00002845	China
India:Uttar Pradesh	India	http://purl.obolibrary.org/obo/GAZ_00002839	India
Zambia: North Luangwa National Park	Zambia	http://purl.obolibrary.org/obo/GAZ_00001107	Zambia
Cote d'Ivoire: Koudougou	Ivory Coast	http://purl.obolibrary.org/obo/GAZ_00000906	Cote d'Ivoire
Peru: Department of La Libertad, Pedregual	Peru	http://purl.obolibrary.org/obo/GAZ_00002932	Peru
Brazil: Santarem, PA	Brazil	http://purl.obolibrary.org/obo/GAZ_00002828	Brazil
Brazil: Jacupiranga, SP	Brazil	http://purl.obolibrary.org/obo/GAZ_00002828	Brazil
Brazil: Catole da Rocha, PB	Brazil	http://purl.obolibrary.org/obo/GAZ_00002828	Brazil
Brazil: ElDorado, SP	Brazil	http://purl.obolibrary.org/obo/GAZ_00002828	Brazil
Brazil:Centre - Miranda	Brazil	http://purl.obolibrary.org/obo/GAZ_00002828	Brazil
Senegal:Dakar	Senegal	http://purl.obolibrary.org/obo/GAZ_00000913	Senegal
Pakistan:Sono Khan	Pakistan	http://purl.obolibrary.org/obo/GAZ_00005246	Pakistan
Brazil: Pantanal region, MS	Brazil	http://purl.obolibrary.org/obo/GAZ_00002828	Brazil
Brazil: Guarulhos, SP	Brazil	http://purl.obolibrary.org/obo/GAZ_00002828	Brazil
Brazil: Bonito, MS	Brazil	http://purl.obolibrary.org/obo/GAZ_00002828	Brazil
Brazil: Amazon, Maraa	Brazil	http://purl.obolibrary.org/obo/GAZ_00002828	Brazil
Colombia: Norte de Santander	Colombia	http://purl.obolibrary.org/obo/GAZ_00002929	Colombia
Colombia: Magdalena	Colombia	http://purl.obolibrary.org/obo/GAZ_00002929	Colombia
Brazil: Araraquara, SP	Brazil	http://purl.obolibrary.org/obo/GAZ_00002828	Brazil
Brazil: Ilha Bela, SP	Brazil	http://purl.obolibrary.org/obo/GAZ_00002828	Brazil
Brazil: Placido de Castro, AC	Brazil	http://purl.obolibrary.org/obo/GAZ_00002828	Brazil
Brazil: Chile	Brazil	http://purl.obolibrary.org/obo/GAZ_00002828	Brazil
Brazil: Minas Gerais	Brazil	http://purl.obolibrary.org/obo/GAZ_00002828	Brazil
Brazil: Bodoquena, MS	Brazil	http://purl.obolibrary.org/obo/GAZ_00002828	Brazil
Ethiopia:Illubabor	Ethiopia	http://purl.obolibrary.org/obo/GAZ_00000567	Ethiopia
Kenya:Lambwe Valley	Kenya	http://purl.obolibrary.org/obo/GAZ_00001101	Kenya
Brazil: Goiania, GO	Brazil	http://purl.obolibrary.org/obo/GAZ_00002828	Brazil
Brazil: Rolandia, PR	Brazil	http://purl.obolibrary.org/obo/GAZ_00002828	Brazil
Brazil: Cotia, SP	Brazil	http://purl.obolibrary.org/obo/GAZ_00002828	Brazil
Russia: North, White Sea region	Russia	http://purl.obolibrary.org/obo/GAZ_00002721	Russia
Sudan:Gedarif	Sudan	http://purl.obolibrary.org/obo/GAZ_00000560	Sudan
Ethiopia: Konso	Ethiopia	http://purl.obolibrary.org/obo/GAZ_00000567	Ethiopia
India: Bihar	India	http://purl.obolibrary.org/obo/GAZ_00002839	India
Iran: Khuzestan, Shush	Iran	http://purl.obolibrary.org/obo/GAZ_00004474	Iran
Iran: Esfahan	Iran	http://purl.obolibrary.org/obo/GAZ_00004474	Iran
China: Shandong province	China	http://purl.obolibrary.org/obo/GAZ_00002845	China
Panama: Panama Canal Zone, Guava	Panama	http://purl.obolibrary.org/obo/GAZ_00002892	Panama
Guatemala: Chiquimula	Guatemala	http://purl.obolibrary.org/obo/GAZ_00002936	Guatemala
Bolivia: Tupiza	Bolivia	http://purl.obolibrary.org/obo/GAZ_00002511	Bolivia
Brazil: Miranda, MS	Brazil	http://purl.obolibrary.org/obo/GAZ_00002828	Brazil
Sudan: Yambio	Sudan	http://purl.obolibrary.org/obo/GAZ_00000560	Sudan
USA: Pensylvania	United States	http://purl.obolibrary.org/obo/GAZ_00002459	United States of America
United Kingdom:Pitroddie, Scotland	United Kingdom	http://purl.obolibrary.org/obo/GAZ_00002637	United Kingdom
Nigeria: Zaria	Nigeria	http://purl.obolibrary.org/obo/GAZ_00000912	Nigeria
Tanzania:Sangaiwe	Tanzania	http://purl.obolibrary.org/obo/GAZ_00001103	Tanzania
Brazil: Corumba, MS	Brazil	http://purl.obolibrary.org/obo/GAZ_00002828	Brazil
Brazil: Mogi Mirim, SP	Brazil	http://purl.obolibrary.org/obo/GAZ_00002828	Brazil
Brazil: Belem, PA	Brazil	http://purl.obolibrary.org/obo/GAZ_00002828	Brazil
Brazil: Porto Velho, RO	Brazil	http://purl.obolibrary.org/obo/GAZ_00002828	Brazil
Brazil: Monte Negro, Rondonia	Brazil	http://purl.obolibrary.org/obo/GAZ_00002828	Brazil
