Isolate location	Isolate location category	Mapped Ontology Term IRI	Mapped Ontology Term Label
China: Hebei	China	http://purl.obolibrary.org/obo/GAZ_00002845	China
China: Hunan	China	http://purl.obolibrary.org/obo/GAZ_00002845	China
China: Inner Mengolia	China	http://purl.obolibrary.org/obo/GAZ_00002845	China
China: Jinchang	China	http://purl.obolibrary.org/obo/GAZ_00002845	China
China: Kashi	China	http://purl.obolibrary.org/obo/GAZ_00002845	China
China: Kunming	China	http://purl.obolibrary.org/obo/GAZ_00002845	China
China: Liaoyanng	China	http://purl.obolibrary.org/obo/GAZ_00002845	China
China: Longde	China	http://purl.obolibrary.org/obo/GAZ_00002845	China
China: Longjing	China	http://purl.obolibrary.org/obo/GAZ_00002845	China
China: Lushi	China	http://purl.obolibrary.org/obo/GAZ_00002845	China
China: Nanjing, Jiangsu	China	http://purl.obolibrary.org/obo/GAZ_00002845	China
China: Ninxian	China	http://purl.obolibrary.org/obo/GAZ_00002845	China
China: Nongan	China	http://purl.obolibrary.org/obo/GAZ_00002845	China
China: Sanmenxia	China	http://purl.obolibrary.org/obo/GAZ_00002845	China
China: Shanxian	China	http://purl.obolibrary.org/obo/GAZ_00002845	China
China: Tianzhu	China	http://purl.obolibrary.org/obo/GAZ_00002845	China
China: TouDao	China	http://purl.obolibrary.org/obo/GAZ_00002845	China
China: Toudao	China	http://purl.obolibrary.org/obo/GAZ_00002845	China
China: Weiyuan	China	http://purl.obolibrary.org/obo/GAZ_00002845	China
China: Yanji	China	http://purl.obolibrary.org/obo/GAZ_00002845	China
China: Yili	China	http://purl.obolibrary.org/obo/GAZ_00002845	China
China: Yunnan Province	China	http://purl.obolibrary.org/obo/GAZ_00002845	China
China:Nanjing	China	http://purl.obolibrary.org/obo/GAZ_00002845	China
Denmark: Copenhagen	Denmark	http://purl.obolibrary.org/obo/GAZ_00002635	Kingdom of Denmark
France: Corsica	France	http://purl.obolibrary.org/obo/GAZ_00002940	French Republic
France: Drome	France	http://purl.obolibrary.org/obo/GAZ_00002940	French Republic
France: Haute-Garonne	France	http://purl.obolibrary.org/obo/GAZ_00002940	French Republic
France: Herault	France	http://purl.obolibrary.org/obo/GAZ_00002940	French Republic
Ghana:Accra	Ghana	http://purl.obolibrary.org/obo/GAZ_00000908	Ghana
Hungary: 20th district, Budapest	Hungary	http://purl.obolibrary.org/obo/GAZ_00002952	Hungary
Hungary: 21st district, Budapest J11	Hungary	http://purl.obolibrary.org/obo/GAZ_00002952	Hungary
Hungary: 21st district, Budapest J7	Hungary	http://purl.obolibrary.org/obo/GAZ_00002952	Hungary
Hungary: Balatonfenyves	Hungary	http://purl.obolibrary.org/obo/GAZ_00002952	Hungary
Hungary: Budapest K5	Hungary	http://purl.obolibrary.org/obo/GAZ_00002952	Hungary
Hungary: Csorna	Hungary	http://purl.obolibrary.org/obo/GAZ_00002952	Hungary
Hungary: Csorna, K10	Hungary	http://purl.obolibrary.org/obo/GAZ_00002952	Hungary
Hungary: Csorna, K11	Hungary	http://purl.obolibrary.org/obo/GAZ_00002952	Hungary
Hungary: Csorna, K9	Hungary	http://purl.obolibrary.org/obo/GAZ_00002952	Hungary
Hungary: Erd	Hungary	http://purl.obolibrary.org/obo/GAZ_00002952	Hungary
Hungary: Nyiregyhaza	Hungary	http://purl.obolibrary.org/obo/GAZ_00002952	Hungary
India: Andhra Pradesh, Deer Park, Karimnagar	India	http://purl.obolibrary.org/obo/GAZ_00002839	India
India: Andhra Pradesh, Mahavir Harina Vanasthali National Park, Vanasthalipuram, Hyderabad	India	http://purl.obolibrary.org/obo/GAZ_00002839	India
India: Andhra Pradesh, Nehru Zoological Park, Hyderabad	India	http://purl.obolibrary.org/obo/GAZ_00002839	India
India: Andhra Pradesh, Reserve forest	India	http://purl.obolibrary.org/obo/GAZ_00002839	India
India: Andhra Pradesh, Sri.Venkateswara Zoological park, Tirupati	India	http://purl.obolibrary.org/obo/GAZ_00002839	India
India: Bareilly	India	http://purl.obolibrary.org/obo/GAZ_00002839	India
India: Bihar, Patna Zoological Park, Patna	India	http://purl.obolibrary.org/obo/GAZ_00002839	India
India: Hisar	India	http://purl.obolibrary.org/obo/GAZ_00002839	India
India: Karnal	India	http://purl.obolibrary.org/obo/GAZ_00002839	India
India: Ludhiana	India	http://purl.obolibrary.org/obo/GAZ_00002839	India
India: West Bengal	India	http://purl.obolibrary.org/obo/GAZ_00002839	India
Iran: Alborz	Iran	http://purl.obolibrary.org/obo/GAZ_00004474	Iran
Japan: Chitose	Japan	http://purl.obolibrary.org/obo/GAZ_00002747	Japan
Japan: Ikeda	Japan	http://purl.obolibrary.org/obo/GAZ_00002747	Japan
Japan:Kagawa	Japan	http://purl.obolibrary.org/obo/GAZ_00002747	Japan
Portugal: Aljustrel	Portugal	http://purl.obolibrary.org/obo/GAZ_00002944	Portuguese Republic
Portugal: Avis	Portugal	http://purl.obolibrary.org/obo/GAZ_00002944	Portuguese Republic
Portugal: Barrancos	Portugal	http://purl.obolibrary.org/obo/GAZ_00002944	Portuguese Republic
Portugal: Cartaxo	Portugal	http://purl.obolibrary.org/obo/GAZ_00002944	Portuguese Republic
Portugal: Coruche	Portugal	http://purl.obolibrary.org/obo/GAZ_00002944	Portuguese Republic
Portugal: Idanha-a-Nova	Portugal	http://purl.obolibrary.org/obo/GAZ_00002944	Portuguese Republic
Portugal: Monforte	Portugal	http://purl.obolibrary.org/obo/GAZ_00002944	Portuguese Republic
Portugal: Montemor-o-Novo	Portugal	http://purl.obolibrary.org/obo/GAZ_00002944	Portuguese Republic
Portugal: Mora	Portugal	http://purl.obolibrary.org/obo/GAZ_00002944	Portuguese Republic
Portugal: Santiago do Cacem	Portugal	http://purl.obolibrary.org/obo/GAZ_00002944	Portuguese Republic
Portugal: Tavira	Portugal	http://purl.obolibrary.org/obo/GAZ_00002944	Portuguese Republic
South Africa: Great Limpopo Transfrontier Park	South Africa	http://purl.obolibrary.org/obo/GAZ_00000553	South Africa
South Africa: Hluhluwe-Imfolozi Park	South Africa	http://purl.obolibrary.org/obo/GAZ_00000553	South Africa
South Africa: Hoedspruit	South Africa	http://purl.obolibrary.org/obo/GAZ_00000553	South Africa
South Africa: KwaZulu-Natal province	South Africa	http://purl.obolibrary.org/obo/GAZ_00000553	South Africa
Thailand:Central	Thailand	http://purl.obolibrary.org/obo/GAZ_00003744	Thailand
Thailand:Chiang Rai	Thailand	http://purl.obolibrary.org/obo/GAZ_00003744	Thailand
Thailand:North	Thailand	http://purl.obolibrary.org/obo/GAZ_00003744	Thailand
Thailand:Northeast	Thailand	http://purl.obolibrary.org/obo/GAZ_00003744	Thailand
USA: Eagle Pass, Texas	United States	http://purl.obolibrary.org/obo/GAZ_00002459	United States of America
USA: Gulf Port MS	United States	http://purl.obolibrary.org/obo/GAZ_00002459	United States of America
USA: Kansas	United States	http://purl.obolibrary.org/obo/GAZ_00002459	United States of America
USA: Mafalda, TX	United States	http://purl.obolibrary.org/obo/GAZ_00002459	United States of America
USA: Monica, TX	United States	http://purl.obolibrary.org/obo/GAZ_00002459	United States of America
USA: New Hampshire	United States	http://purl.obolibrary.org/obo/GAZ_00002459	United States of America
USA: Oklahoma	United States	http://purl.obolibrary.org/obo/GAZ_00002459	United States of America
USA: Ruby, TX	United States	http://purl.obolibrary.org/obo/GAZ_00002459	United States of America
USA: Southfield MI	United States	http://purl.obolibrary.org/obo/GAZ_00002459	United States of America
USA: Tennessee	United States	http://purl.obolibrary.org/obo/GAZ_00002459	United States of America
Viet Nam:Ha Noi	Vietnam	http://purl.obolibrary.org/obo/GAZ_00003756	Viet Nam
Canada: Merritt, BC	Canada	http://purl.obolibrary.org/obo/GAZ_00002560	Canada
China: Guangxi	China	http://purl.obolibrary.org/obo/GAZ_00002845	China
India:Jammu and Kashmir	India	http://purl.obolibrary.org/obo/GAZ_00002839	India
Peru: Cuzco	Peru	http://purl.obolibrary.org/obo/GAZ_00002932	Peru
Peru: Huancavelica	Peru	http://purl.obolibrary.org/obo/GAZ_00002932	Peru
Peru: Puno	Peru	http://purl.obolibrary.org/obo/GAZ_00002932	Peru
Poland: South-Eastern Poland	Poland	http://purl.obolibrary.org/obo/GAZ_00002939	Poland
Russia: West Siberia (Altay)	Russia	http://purl.obolibrary.org/obo/GAZ_00002721	Russia
Russia: West Siberia (Belovo)	Russia	http://purl.obolibrary.org/obo/GAZ_00002721	Russia
Russia: West Siberia (Gornaya Shoria)	Russia	http://purl.obolibrary.org/obo/GAZ_00002721	Russia
Russia: West Siberia (Guryevsk)	Russia	http://purl.obolibrary.org/obo/GAZ_00002721	Russia
Russia: West Siberia (Kouznetskiy Alatau)	Russia	http://purl.obolibrary.org/obo/GAZ_00002721	Russia
Russia:West Siberia (Altay)	Russia	http://purl.obolibrary.org/obo/GAZ_00002721	Russia
Russia:West Siberia (Belovo)	Russia	http://purl.obolibrary.org/obo/GAZ_00002721	Russia
Russia:West Siberia (Gornaya Shoria)	Russia	http://purl.obolibrary.org/obo/GAZ_00002721	Russia
Russia:West Siberia (Guryevsk)	Russia	http://purl.obolibrary.org/obo/GAZ_00002721	Russia
Russia:West Siberia (Kouznetskiy Alatau)	Russia	http://purl.obolibrary.org/obo/GAZ_00002721	Russia
USA: Ann Arbor, MI	United States	http://purl.obolibrary.org/obo/GAZ_00002459	United States of America
USA: Raco, MI	United States	http://purl.obolibrary.org/obo/GAZ_00002459	United States of America
United Kingdom: Scotland	United Kingdom	http://purl.obolibrary.org/obo/GAZ_00002637	United Kingdom
United Kingdom: Wales	United Kingdom	http://purl.obolibrary.org/obo/GAZ_00002637	United Kingdom
Argentina: 30 de Agosto, Buenos Aires	Argentina	http://purl.obolibrary.org/obo/GAZ_00002928	Argentina
Argentina: Arias, Cordoba	Argentina	http://purl.obolibrary.org/obo/GAZ_00002928	Argentina
Argentina: Balcarce, Buenos Aires	Argentina	http://purl.obolibrary.org/obo/GAZ_00002928	Argentina
Argentina: Carmen de Areco, Buenos Aires	Argentina	http://purl.obolibrary.org/obo/GAZ_00002928	Argentina
Argentina: Castellanos, Santa FE	Argentina	http://purl.obolibrary.org/obo/GAZ_00002928	Argentina
Argentina: Castellanos, Santa Fe	Argentina	http://purl.obolibrary.org/obo/GAZ_00002928	Argentina
Argentina: General Lopez, Santa Fe	Argentina	http://purl.obolibrary.org/obo/GAZ_00002928	Argentina
Argentina: General Rivadavia, Buenos Aires	Argentina	http://purl.obolibrary.org/obo/GAZ_00002928	Argentina
Argentina: Lincoln, Buenos Aires	Argentina	http://purl.obolibrary.org/obo/GAZ_00002928	Argentina
Argentina: Olavarria, Buenos Aires	Argentina	http://purl.obolibrary.org/obo/GAZ_00002928	Argentina
Argentina: Pila, Buenos Aires	Argentina	http://purl.obolibrary.org/obo/GAZ_00002928	Argentina
Argentina: Rafaela Santa Fe	Argentina	http://purl.obolibrary.org/obo/GAZ_00002928	Argentina
Argentina: Rafaela, Santa Fe	Argentina	http://purl.obolibrary.org/obo/GAZ_00002928	Argentina
Argentina: Saliquello, Buenos Aires	Argentina	http://purl.obolibrary.org/obo/GAZ_00002928	Argentina
Argentina: San Justo, Cordoba	Argentina	http://purl.obolibrary.org/obo/GAZ_00002928	Argentina
Argentina: Tres Lomas, Buenos Aires	Argentina	http://purl.obolibrary.org/obo/GAZ_00002928	Argentina
Brazil: Lage Preta-Muriqui	Brazil	http://purl.obolibrary.org/obo/GAZ_00002828	Brazil
Brazil: Praia do Saco-Muriqui	Brazil	http://purl.obolibrary.org/obo/GAZ_00002828	Brazil
China: Lingshan	China	http://purl.obolibrary.org/obo/GAZ_00002845	China
China: Yunnan, Lincang	China	http://purl.obolibrary.org/obo/GAZ_00002845	China
China: Yunnan, Menglian	China	http://purl.obolibrary.org/obo/GAZ_00002845	China
China: Yunnan, Zhenyuan	China	http://purl.obolibrary.org/obo/GAZ_00002845	China
Iran: Amol	Iran	http://purl.obolibrary.org/obo/GAZ_00004474	Iran
Japan: Hokkaido, Ishikari district	Japan	http://purl.obolibrary.org/obo/GAZ_00002747	Japan
Norway: Vestfold county	Norway	http://purl.obolibrary.org/obo/GAZ_00002699	Kingdom of Norway
Philippines: Calauan, Laguna, Luzon	Philippines	http://purl.obolibrary.org/obo/GAZ_00004525	The Philippines
Philippines: Los Banos, Laguna, Luzon	Philippines	http://purl.obolibrary.org/obo/GAZ_00004525	The Philippines
United Kingdom: Liverpool	United Kingdom	http://purl.obolibrary.org/obo/GAZ_00002637	United Kingdom
United Kingdom: St. Kilda	United Kingdom	http://purl.obolibrary.org/obo/GAZ_00002637	United Kingdom
Australia: Central Australia, Northern Territory	Australia	http://purl.obolibrary.org/obo/GAZ_00000463	Australia
Australia: Gascoyne, Western Australia	Australia	http://purl.obolibrary.org/obo/GAZ_00000463	Australia
Australia: Goldfields, Western Australia	Australia	http://purl.obolibrary.org/obo/GAZ_00000463	Australia
Australia: Kimberley, Western Australia	Australia	http://purl.obolibrary.org/obo/GAZ_00000463	Australia
Australia: Mid West, Western Australia	Australia	http://purl.obolibrary.org/obo/GAZ_00000463	Australia
Australia: Peel, Western Australia	Australia	http://purl.obolibrary.org/obo/GAZ_00000463	Australia
Australia: Perth, Western Australia	Australia	http://purl.obolibrary.org/obo/GAZ_00000463	Australia
Australia: Pilbara, Western Australia	Australia	http://purl.obolibrary.org/obo/GAZ_00000463	Australia
Canada: British Columbia	Canada	http://purl.obolibrary.org/obo/GAZ_00002560	Canada
Egypt: Kafr El Sheikh Province	Egypt	http://purl.obolibrary.org/obo/GAZ_00003934	Egypt
Norway: Bikkajavrret	Norway	http://purl.obolibrary.org/obo/GAZ_00002699	Kingdom of Norway
Norway: Carajavrret	Norway	http://purl.obolibrary.org/obo/GAZ_00002699	Kingdom of Norway
Norway: Fjellfrosk	Norway	http://purl.obolibrary.org/obo/GAZ_00002699	Kingdom of Norway
Norway: Koifjordvatnet	Norway	http://purl.obolibrary.org/obo/GAZ_00002699	Kingdom of Norway
Spain: Canary Island, El Hierro	Spain	http://purl.obolibrary.org/obo/GAZ_00000591	Kingdom of Spain
Spain: Canary Island, Fuerteventura	Spain	http://purl.obolibrary.org/obo/GAZ_00000591	Kingdom of Spain
Spain: Canary Island, Gran Canaria	Spain	http://purl.obolibrary.org/obo/GAZ_00000591	Kingdom of Spain
Spain: Canary Island, La Gomera	Spain	http://purl.obolibrary.org/obo/GAZ_00000591	Kingdom of Spain
Spain: Canary Island, La Palma	Spain	http://purl.obolibrary.org/obo/GAZ_00000591	Kingdom of Spain
Spain: Canary Island, Lanzarote	Spain	http://purl.obolibrary.org/obo/GAZ_00000591	Kingdom of Spain
Turkey:Trakya	Turkey	http://purl.obolibrary.org/obo/GAZ_00000558	Turkey
Brazil: Uberaba	Brazil	http://purl.obolibrary.org/obo/GAZ_00002828	Brazil
China: Tibet, Mila East Slope	China	http://purl.obolibrary.org/obo/GAZ_00002845	China
China: Tibet, Mila Mountaintop	China	http://purl.obolibrary.org/obo/GAZ_00002845	China
China: Tibet, Mila West Slope	China	http://purl.obolibrary.org/obo/GAZ_00002845	China
Italy: Sardinia	Italy	http://purl.obolibrary.org/obo/GAZ_00002650	Italy
Japan: Hyogo, Kobe	Japan	http://purl.obolibrary.org/obo/GAZ_00002747	Japan
Japan: Kanazawa, Kanazawa Medical University	Japan	http://purl.obolibrary.org/obo/GAZ_00002747	Japan
Japan: Kanazawa, Kanazawa National Institutes of Infectious Diseases (NIID)	Japan	http://purl.obolibrary.org/obo/GAZ_00002747	Japan
Japan: Kanazawa, Kanazawa University Hospital	Japan	http://purl.obolibrary.org/obo/GAZ_00002747	Japan
Netherlands: Veluwe	Netherlands	http://purl.obolibrary.org/obo/GAZ_00001549	Kingdom of the Netherlands
African Country	africa	http://purl.obolibrary.org/obo/GAZ_00000457	Africa
Argentina: Mendoza province	Argentina	http://purl.obolibrary.org/obo/GAZ_00002928	Argentina
Australia: Bald Isoland, Western Australia	Australia	http://purl.obolibrary.org/obo/GAZ_00000463	Australia
Australia: Rottnest Island, Western Australia	Australia	http://purl.obolibrary.org/obo/GAZ_00000463	Australia
Australia: Tow People Bay, Western Australia	Australia	http://purl.obolibrary.org/obo/GAZ_00000463	Australia
Brazil:Marica	Brazil	http://purl.obolibrary.org/obo/GAZ_00002828	Brazil
Brazil:Rio Bonito	Brazil	http://purl.obolibrary.org/obo/GAZ_00002828	Brazil
Brazil:Rio Bonito,Brazil:Marica	Brazil	http://purl.obolibrary.org/obo/GAZ_00002828	Brazil
Costa Rica 	Costa Rica	http://purl.obolibrary.org/obo/GAZ_00002901	Costa Rica
Guadeloupe Island	asia	http://purl.obolibrary.org/obo/GAZ_00000465	Asia
Svalbard	Norway	http://purl.obolibrary.org/obo/GAZ_00002699	Kingdom of Norway
China: Changchun, Jilin	China	http://purl.obolibrary.org/obo/GAZ_00002845	China
China: Harbin, Heilongjiang	China	http://purl.obolibrary.org/obo/GAZ_00002845	China
China: Shenyang, Liaoning	China	http://purl.obolibrary.org/obo/GAZ_00002845	China
Democratic Republic of the Congo: Kinshasa	Democratic Republic of the Congo	http://purl.obolibrary.org/obo/GAZ_00001086	Democratic Republic of the Congo
Indonesia: Sumba Island	Indonesia	http://purl.obolibrary.org/obo/GAZ_00003727	Indonesia
Mexico: Centro Nacional de Clinica de Displasias del Hospital General de Mexico	Mexico	http://purl.obolibrary.org/obo/GAZ_00002852	Mexico
Poland:Warsaw	Poland	http://purl.obolibrary.org/obo/GAZ_00002939	Poland
United Kingdom: South Yorkshire	United Kingdom	http://purl.obolibrary.org/obo/GAZ_00002637	United Kingdom
Brazil: Cuiaba	Brazil	http://purl.obolibrary.org/obo/GAZ_00002828	Brazil
Brazil: Macapa	Brazil	http://purl.obolibrary.org/obo/GAZ_00002828	Brazil
Brazil: Puerto Velho	Brazil	http://purl.obolibrary.org/obo/GAZ_00002828	Brazil
Cameroon: Bertoua, East Region	Cameroon	http://purl.obolibrary.org/obo/GAZ_00001093	Cameroon
Cameroon: Douala, Littoral Region	Cameroon	http://purl.obolibrary.org/obo/GAZ_00001093	Cameroon
Cameroon: Ebolowa	Cameroon	http://purl.obolibrary.org/obo/GAZ_00001093	Cameroon
Cameroon: Ebolowa, South Region	Cameroon	http://purl.obolibrary.org/obo/GAZ_00001093	Cameroon
Cameroon: Yaounde, Centre Region	Cameroon	http://purl.obolibrary.org/obo/GAZ_00001093	Cameroon
Cameroon:Centre Region, Yaounde	Cameroon	http://purl.obolibrary.org/obo/GAZ_00001093	Cameroon
Cameroon:East Region, Bertoua	Cameroon	http://purl.obolibrary.org/obo/GAZ_00001093	Cameroon
Cameroon:Littoral Region, Douala	Cameroon	http://purl.obolibrary.org/obo/GAZ_00001093	Cameroon
Cameroon:South Region, Ebolowa	Cameroon	http://purl.obolibrary.org/obo/GAZ_00001093	Cameroon
China: Yunnan province	China	http://purl.obolibrary.org/obo/GAZ_00002845	China
China: Yunnan province near China-Myanmar border	China	http://purl.obolibrary.org/obo/GAZ_00002845	China
China: Zhejiang province	China	http://purl.obolibrary.org/obo/GAZ_00002845	China
Colombia: Buenaventura	Colombia	http://purl.obolibrary.org/obo/GAZ_00002929	Colombia
India: Arunachal Pradesh	India	http://purl.obolibrary.org/obo/GAZ_00002839	India
India: Asom	India	http://purl.obolibrary.org/obo/GAZ_00002839	India
India: Assam, Udalguri	India	http://purl.obolibrary.org/obo/GAZ_00002839	India
India: Gujarat	India	http://purl.obolibrary.org/obo/GAZ_00002839	India
India: Odisha	India	http://purl.obolibrary.org/obo/GAZ_00002839	India
Indonesia: Lombok	Indonesia	http://purl.obolibrary.org/obo/GAZ_00003727	Indonesia
Indonesia: South Kalimantan	Indonesia	http://purl.obolibrary.org/obo/GAZ_00003727	Indonesia
Madagascar: West	Madagascar	http://purl.obolibrary.org/obo/GAZ_00001108	Madagascar
Madagascar: highland	Madagascar	http://purl.obolibrary.org/obo/GAZ_00001108	Madagascar
Malaysia: Johor	Malaysia	http://purl.obolibrary.org/obo/GAZ_00003902	Malaysia
Malaysia: Kelantan	Malaysia	http://purl.obolibrary.org/obo/GAZ_00003902	Malaysia
