variable	variable2	values	mappedTerm
hh_12m::device	hh_12m::device	10	"Smartphone, tablet, laptop computer, and desktop computer"
hh_12m::device	hh_12m::device	2	Tablet
hh_18m::device	hh_18m::device	2	Tablet
hh_00m::dhfcty	hh_00m::dhfcty	-7	:::UNDEF:::
hh_06m::dhfcty	hh_06m::dhfcty	-7	:::UNDEF:::
hh_12m::dhfcty	hh_12m::dhfcty	-7	:::UNDEF:::
hh_18m::dhfcty	hh_18m::dhfcty	-7	:::UNDEF:::
hh_00m::dhfctycat	hh_00m::dhfctycat	0	0km to less than 1km
hh_06m::dhfctycat	hh_06m::dhfctycat	0	0km to less than 1km
hh_12m::dhfctycat	hh_12m::dhfctycat	0	0km to less than 1km
hh_18m::dhfctycat	hh_18m::dhfctycat	0	0km to less than 1km
hh_00m::dhfctycat	hh_00m::dhfctycat	1	1km to less than 2km
hh_06m::dhfctycat	hh_06m::dhfctycat	1	1km to less than 2km
hh_12m::dhfctycat	hh_12m::dhfctycat	1	1km to less than 2km
hh_18m::dhfctycat	hh_18m::dhfctycat	1	1km to less than 2km
hh_00m::dhfctycat	hh_00m::dhfctycat	2	2km to less than 3km
hh_06m::dhfctycat	hh_06m::dhfctycat	2	2km to less than 3km
hh_12m::dhfctycat	hh_12m::dhfctycat	2	2km to less than 3km
hh_18m::dhfctycat	hh_18m::dhfctycat	2	2km to less than 3km
hh_00m::dhfctycat	hh_00m::dhfctycat	3	3km or more
hh_06m::dhfctycat	hh_06m::dhfctycat	3	3km or more
hh_12m::dhfctycat	hh_12m::dhfctycat	3	3km or more
hh_18m::dhfctycat	hh_18m::dhfctycat	3	3km or more
hh_00m::dhfctycat	hh_00m::dhfctycat	4	Don't know
hh_12m::dhfctycat	hh_12m::dhfctycat	4	Don't know
hh_18m::dhfctycat	hh_18m::dhfctycat	4	Don't know
hh_00m::dmarkt	hh_00m::dmarkt	-7	:::UNDEF:::
hh_06m::dmarkt	hh_06m::dmarkt	-7	:::UNDEF:::
hh_12m::dmarkt	hh_12m::dmarkt	-7	:::UNDEF:::
hh_18m::dmarkt	hh_18m::dmarkt	-7	:::UNDEF:::
hh_00m::eaves	hh_00m::eaves	2	Closed
hh_06m::eaves	hh_06m::eaves	2	Closed
hh_12m::eaves	hh_12m::eaves	2	Closed
hh_18m::eaves	hh_18m::eaves	2	Closed
hh_00m::eaves	hh_00m::eaves	1	Open
hh_06m::eaves	hh_06m::eaves	1	Open
hh_12m::eaves	hh_12m::eaves	1	Open
hh_18m::eaves	hh_18m::eaves	1	Open
hh_00m::electricity	hh_00m::electricity	0	No
hh_06m::electricity	hh_06m::electricity	0	No
hh_12m::electricity	hh_12m::electricity	0	No
hh_18m::electricity	hh_18m::electricity	0	No
hh_00m::electricity	hh_00m::electricity	1	Yes
hh_06m::electricity	hh_06m::electricity	1	Yes
hh_12m::electricity	hh_12m::electricity	1	Yes
hh_18m::electricity	hh_18m::electricity	1	Yes
hh_00m::entodate	hh_00m::entodate	NA	:::UNDEF:::
hh_06m::entodate	hh_06m::entodate	NA	:::UNDEF:::
hh_12m::entodate	hh_12m::entodate	NA	:::UNDEF:::
hh_18m::entodate	hh_18m::entodate	NA	:::UNDEF:::
hh_00m::entoinclude	hh_00m::entoinclude	NA	No
hh_06m::entoinclude	hh_06m::entoinclude	NA	No
hh_12m::entoinclude	hh_12m::entoinclude	NA	No
hh_18m::entoinclude	hh_18m::entoinclude	NA	No
hh_00m::entoinclude	hh_00m::entoinclude	1	Yes
hh_06m::entoinclude	hh_06m::entoinclude	1	Yes
hh_12m::entoinclude	hh_12m::entoinclude	1	Yes
hh_18m::entoinclude	hh_18m::entoinclude	1	Yes
hh_member_00m::febrile	hh_member_00m::febrile	NA	:::UNDEF:::
hh_member_06m::febrile	hh_member_06m::febrile	NA	:::UNDEF:::
hh_member_12m::febrile	hh_member_12m::febrile	NA	:::UNDEF:::
hh_member_18m::febrile	hh_member_18m::febrile	NA	:::UNDEF:::
hh_member_00m::febrile	hh_member_00m::febrile	0	No
hh_member_06m::febrile	hh_member_06m::febrile	0	No
hh_member_12m::febrile	hh_member_12m::febrile	0	No
hh_member_18m::febrile	hh_member_18m::febrile	0	No
hh_member_00m::febrile	hh_member_00m::febrile	1	Yes
hh_member_06m::febrile	hh_member_06m::febrile	1	Yes
hh_member_12m::febrile	hh_member_12m::febrile	1	Yes
hh_member_18m::febrile	hh_member_18m::febrile	1	Yes
hh_00m::fridge	hh_00m::fridge	0	No
hh_06m::fridge	hh_06m::fridge	0	No
hh_12m::fridge	hh_12m::fridge	0	No
hh_18m::fridge	hh_18m::fridge	0	No
hh_00m::fridge	hh_00m::fridge	-8	Refused to answer
hh_00m::fridge	hh_00m::fridge	1	Yes
hh_06m::fridge	hh_06m::fridge	1	Yes
hh_12m::fridge	hh_12m::fridge	1	Yes
hh_18m::fridge	hh_18m::fridge	1	Yes
hh_06m::fueltype	hh_06m::fueltype	8	Animal dung
hh_12m::fueltype	hh_12m::fueltype	8	Animal dung
hh_18m::fueltype	hh_18m::fueltype	8	Animal dung
hh_00m::fueltype	hh_00m::fueltype	3	Biogas
hh_06m::fueltype	hh_06m::fueltype	3	Biogas
hh_12m::fueltype	hh_12m::fueltype	3	Biogas
hh_18m::fueltype	hh_18m::fueltype	3	Biogas
hh_00m::fueltype	hh_00m::fueltype	5	Charcoal
hh_06m::fueltype	hh_06m::fueltype	5	Charcoal
hh_12m::fueltype	hh_12m::fueltype	5	Charcoal
hh_18m::fueltype	hh_18m::fueltype	5	Charcoal
hh_00m::fueltype	hh_00m::fueltype	1	Electricity
hh_06m::fueltype	hh_06m::fueltype	1	Electricity
hh_12m::fueltype	hh_12m::fueltype	1	Electricity
hh_18m::fueltype	hh_18m::fueltype	1	Electricity
hh_00m::fueltype	hh_00m::fueltype	6	Firewood
hh_06m::fueltype	hh_06m::fueltype	6	Firewood
hh_12m::fueltype	hh_12m::fueltype	6	Firewood
hh_18m::fueltype	hh_18m::fueltype	6	Firewood
hh_00m::fueltype	hh_00m::fueltype	2	Natural gas or liquefied petroleum gas
hh_12m::fueltype	hh_12m::fueltype	2	Natural gas or liquefied petroleum gas
hh_18m::fueltype	hh_18m::fueltype	2	Natural gas or liquefied petroleum gas
hh_12m::fueltype	hh_12m::fueltype	95	No food cooked in household
hh_18m::fueltype	hh_18m::fueltype	95	No food cooked in household
hh_00m::fueltype	hh_00m::fueltype	4	Paraffin or kerosene
hh_06m::fueltype	hh_06m::fueltype	4	Paraffin or kerosene
hh_12m::fueltype	hh_12m::fueltype	4	Paraffin or kerosene
hh_18m::fueltype	hh_18m::fueltype	4	Paraffin or kerosene
hh_00m::fueltype	hh_00m::fueltype	7	"Straw, shrubs or grass"
hh_06m::fueltype	hh_06m::fueltype	7	"Straw, shrubs or grass"
hh_12m::fueltype	hh_12m::fueltype	7	"Straw, shrubs or grass"
hh_18m::fueltype	hh_18m::fueltype	7	"Straw, shrubs or grass"
hh_06m::fueltype	hh_06m::fueltype	-8	Refused to answer
hh_00m::funestusf	hh_00m::funestusf	NA	:::UNDEF:::
hh_06m::funestusf	hh_06m::funestusf	NA	:::UNDEF:::
hh_12m::funestusf	hh_12m::funestusf	NA	:::UNDEF:::
hh_18m::funestusf	hh_18m::funestusf	NA	:::UNDEF:::
hh_00m::funestusm	hh_00m::funestusm	NA	:::UNDEF:::
hh_06m::funestusm	hh_06m::funestusm	NA	:::UNDEF:::
hh_12m::funestusm	hh_12m::funestusm	NA	:::UNDEF:::
hh_18m::funestusm	hh_18m::funestusm	NA	:::UNDEF:::
hh_00m::gambiaef	hh_00m::gambiaef	NA	:::UNDEF:::
hh_06m::gambiaef	hh_06m::gambiaef	NA	:::UNDEF:::
hh_12m::gambiaef	hh_12m::gambiaef	NA	:::UNDEF:::
hh_18m::gambiaef	hh_18m::gambiaef	NA	:::UNDEF:::
hh_00m::gambiaem	hh_00m::gambiaem	NA	:::UNDEF:::
hh_06m::gambiaem	hh_06m::gambiaem	NA	:::UNDEF:::
hh_12m::gambiaem	hh_12m::gambiaem	NA	:::UNDEF:::
hh_18m::gambiaem	hh_18m::gambiaem	NA	:::UNDEF:::
hh_member_00m::gametocytes	hh_member_00m::gametocytes	NA	Did not consent / did not meet inclusion criteria / missing
hh_member_06m::gametocytes	hh_member_06m::gametocytes	NA	Did not consent / did not meet inclusion criteria / missing
hh_member_12m::gametocytes	hh_member_12m::gametocytes	NA	Did not consent / did not meet inclusion criteria / missing
hh_member_18m::gametocytes	hh_member_18m::gametocytes	NA	Did not consent / did not meet inclusion criteria / missing
hh_member_00m::gametocytes	hh_member_00m::gametocytes	0	No
hh_member_06m::gametocytes	hh_member_06m::gametocytes	0	No
hh_member_12m::gametocytes	hh_member_12m::gametocytes	0	No
hh_member_18m::gametocytes	hh_member_18m::gametocytes	0	No
hh_member_00m::gametocytes	hh_member_00m::gametocytes	1	Yes
hh_member_06m::gametocytes	hh_member_06m::gametocytes	1	Yes
hh_member_12m::gametocytes	hh_member_12m::gametocytes	1	Yes
hh_member_18m::gametocytes	hh_member_18m::gametocytes	1	Yes
hh_member_00m::gender	hh_member_00m::gender	2	Female
hh_member_06m::gender	hh_member_06m::gender	2	Female
hh_member_12m::gender	hh_member_12m::gender	2	Female
hh_member_18m::gender	hh_member_18m::gender	2	Female
hh_member_00m::gender	hh_member_00m::gender	1	Male
hh_member_06m::gender	hh_member_06m::gender	1	Male
hh_member_12m::gender	hh_member_12m::gender	1	Male
hh_member_18m::gender	hh_member_18m::gender	1	Male
hh_00m::gpspray	hh_00m::gpspray	-9	:::UNDEF:::
hh_06m::gpspray	hh_06m::gpspray	-9	:::UNDEF:::
hh_12m::gpspray	hh_12m::gpspray	-9	:::UNDEF:::
hh_18m::gpspray	hh_18m::gpspray	-9	:::UNDEF:::
hh_00m::gpspray	hh_00m::gpspray	0	No
hh_06m::gpspray	hh_06m::gpspray	0	No
hh_12m::gpspray	hh_12m::gpspray	0	No
hh_00m::gpspray	hh_00m::gpspray	1	Yes
hh_06m::gpspray	hh_06m::gpspray	1	Yes
hh_12m::gpspray	hh_12m::gpspray	1	Yes
hh_00m::gravidfunestus	hh_00m::gravidfunestus	NA	:::UNDEF:::
hh_06m::gravidfunestus	hh_06m::gravidfunestus	NA	:::UNDEF:::
hh_12m::gravidfunestus	hh_12m::gravidfunestus	NA	:::UNDEF:::
hh_18m::gravidfunestus	hh_18m::gravidfunestus	NA	:::UNDEF:::
hh_00m::gravidgambiae	hh_00m::gravidgambiae	NA	:::UNDEF:::
hh_06m::gravidgambiae	hh_06m::gravidgambiae	NA	:::UNDEF:::
hh_12m::gravidgambiae	hh_12m::gravidgambiae	NA	:::UNDEF:::
hh_18m::gravidgambiae	hh_18m::gravidgambiae	NA	:::UNDEF:::
hh_00m::halfgravidfunestus	hh_00m::halfgravidfunestus	NA	:::UNDEF:::
hh_06m::halfgravidfunestus	hh_06m::halfgravidfunestus	NA	:::UNDEF:::
hh_12m::halfgravidfunestus	hh_12m::halfgravidfunestus	NA	:::UNDEF:::
hh_18m::halfgravidfunestus	hh_18m::halfgravidfunestus	NA	:::UNDEF:::
hh_00m::halfgravidgambiae	hh_00m::halfgravidgambiae	NA	:::UNDEF:::
hh_06m::halfgravidgambiae	hh_06m::halfgravidgambiae	NA	:::UNDEF:::
hh_12m::halfgravidgambiae	hh_12m::halfgravidgambiae	NA	:::UNDEF:::
hh_18m::halfgravidgambiae	hh_18m::halfgravidgambiae	NA	:::UNDEF:::
hh_00m::havenets	hh_00m::havenets	0	No
hh_06m::havenets	hh_06m::havenets	0	No
hh_12m::havenets	hh_12m::havenets	0	No
hh_18m::havenets	hh_18m::havenets	0	No
hh_00m::havenets	hh_00m::havenets	1	Yes
hh_06m::havenets	hh_06m::havenets	1	Yes
hh_12m::havenets	hh_12m::havenets	1	Yes
hh_18m::havenets	hh_18m::havenets	1	Yes
hh_member_00m::hbdone	hh_member_00m::hbdone	NA	Did not consent / did not meet inclusion criteria
hh_member_06m::hbdone	hh_member_06m::hbdone	NA	Did not consent / did not meet inclusion criteria
hh_member_12m::hbdone	hh_member_12m::hbdone	NA	Did not consent / did not meet inclusion criteria
hh_member_18m::hbdone	hh_member_18m::hbdone	NA	Did not consent / did not meet inclusion criteria
hh_member_00m::hbdone	hh_member_00m::hbdone	0	No
hh_member_06m::hbdone	hh_member_06m::hbdone	0	No
hh_member_12m::hbdone	hh_member_12m::hbdone	0	No
hh_member_18m::hbdone	hh_member_18m::hbdone	0	No
hh_member_00m::hbdone	hh_member_00m::hbdone	1	Yes
hh_member_06m::hbdone	hh_member_06m::hbdone	1	Yes
hh_member_12m::hbdone	hh_member_12m::hbdone	1	Yes
hh_member_18m::hbdone	hh_member_18m::hbdone	1	Yes
hh_00m::headhhagecat	hh_00m::headhhagecat	1	29 years or less
hh_00m::headhhagecat	hh_00m::headhhagecat	2	30-39 years
hh_00m::headhhagecat	hh_00m::headhhagecat	3	40-49 years
hh_00m::headhhagecat	hh_00m::headhhagecat	4	50 or more years
hh_member_00m::hemoglobin	hh_member_00m::hemoglobin	-9	:::UNDEF:::
hh_member_00m::hemoglobin	hh_member_00m::hemoglobin	NA	:::UNDEF:::
hh_member_06m::hemoglobin	hh_member_06m::hemoglobin	-9	:::UNDEF:::
hh_member_06m::hemoglobin	hh_member_06m::hemoglobin	NA	:::UNDEF:::
hh_member_12m::hemoglobin	hh_member_12m::hemoglobin	-9	:::UNDEF:::
hh_member_12m::hemoglobin	hh_member_12m::hemoglobin	NA	:::UNDEF:::
hh_member_18m::hemoglobin	hh_member_18m::hemoglobin	-9	:::UNDEF:::
hh_member_18m::hemoglobin	hh_member_18m::hemoglobin	NA	:::UNDEF:::
hh_00m::hhgender	hh_00m::hhgender	0	Female
hh_00m::hhgender	hh_00m::hhgender	1	Male
hh_00m::hhmeals	hh_00m::hhmeals	-8	:::UNDEF:::
hh_00m::hhmealscat	hh_00m::hhmealscat	0	0
hh_06m::hhmealscat	hh_06m::hhmealscat	0	0
hh_12m::hhmealscat	hh_12m::hhmealscat	0	0
hh_18m::hhmealscat	hh_18m::hhmealscat	0	0
hh_00m::hhmealscat	hh_00m::hhmealscat	1	1
hh_06m::hhmealscat	hh_06m::hhmealscat	1	1
hh_12m::hhmealscat	hh_12m::hhmealscat	1	1
hh_18m::hhmealscat	hh_18m::hhmealscat	1	1
hh_00m::hhmealscat	hh_00m::hhmealscat	2	2
hh_06m::hhmealscat	hh_06m::hhmealscat	2	2
hh_12m::hhmealscat	hh_12m::hhmealscat	2	2
hh_18m::hhmealscat	hh_18m::hhmealscat	2	2
hh_00m::hhmealscat	hh_00m::hhmealscat	3	3 or more
hh_06m::hhmealscat	hh_06m::hhmealscat	3	3 or more
hh_12m::hhmealscat	hh_12m::hhmealscat	3	3 or more
hh_18m::hhmealscat	hh_18m::hhmealscat	3	3 or more
hh_00m::hhmealscat	hh_00m::hhmealscat	4	Refused to answer
hh_00m::hhnumt	hh_00m::hhnumt	-8	:::UNDEF:::
hh_06m::hhnumt	hh_06m::hhnumt	-8	:::UNDEF:::
hh_12m::hhnumt	hh_12m::hhnumt	-8	:::UNDEF:::
hh_00m::hhnumtcat	hh_00m::hhnumtcat	0	0
hh_06m::hhnumtcat	hh_06m::hhnumtcat	0	0
hh_12m::hhnumtcat	hh_12m::hhnumtcat	0	0
hh_18m::hhnumtcat	hh_18m::hhnumtcat	0	0
hh_00m::hhnumtcat	hh_00m::hhnumtcat	1	1
hh_06m::hhnumtcat	hh_06m::hhnumtcat	1	1
hh_12m::hhnumtcat	hh_12m::hhnumtcat	1	1
hh_18m::hhnumtcat	hh_18m::hhnumtcat	1	1
hh_00m::hhnumtcat	hh_00m::hhnumtcat	2	2
hh_06m::hhnumtcat	hh_06m::hhnumtcat	2	2
hh_12m::hhnumtcat	hh_12m::hhnumtcat	2	2
hh_18m::hhnumtcat	hh_18m::hhnumtcat	2	2
hh_00m::hhnumtcat	hh_00m::hhnumtcat	3	3
hh_06m::hhnumtcat	hh_06m::hhnumtcat	3	3
hh_12m::hhnumtcat	hh_12m::hhnumtcat	3	3
hh_18m::hhnumtcat	hh_18m::hhnumtcat	3	3
hh_00m::hhnumtcat	hh_00m::hhnumtcat	4	4 or more
hh_06m::hhnumtcat	hh_06m::hhnumtcat	4	4 or more
hh_12m::hhnumtcat	hh_12m::hhnumtcat	4	4 or more
hh_18m::hhnumtcat	hh_18m::hhnumtcat	4	4 or more
hh_00m::hhnumtcat	hh_00m::hhnumtcat	NA	Refused to answer
hh_06m::hhnumtcat	hh_06m::hhnumtcat	NA	Refused to answer
hh_12m::hhnumtcat	hh_12m::hhnumtcat	NA	Refused to answer
hh_00m::hhpsf	hh_00m::hhpsf	1	1. Never
hh_06m::hhpsf	hh_06m::hhpsf	1	1. Never
hh_12m::hhpsf	hh_12m::hhpsf	1	1. Never
hh_18m::hhpsf	hh_18m::hhpsf	1	1. Never
hh_00m::hhpsf	hh_00m::hhpsf	2	2. Seldom
hh_06m::hhpsf	hh_06m::hhpsf	2	2. Seldom
hh_12m::hhpsf	hh_12m::hhpsf	2	2. Seldom
hh_18m::hhpsf	hh_18m::hhpsf	2	2. Seldom
hh_00m::hhpsf	hh_00m::hhpsf	3	3. Sometimes
hh_06m::hhpsf	hh_06m::hhpsf	3	3. Sometimes
hh_12m::hhpsf	hh_12m::hhpsf	3	3. Sometimes
hh_18m::hhpsf	hh_18m::hhpsf	3	3. Sometimes
hh_00m::hhpsf	hh_00m::hhpsf	4	4. Often
hh_06m::hhpsf	hh_06m::hhpsf	4	4. Often
hh_12m::hhpsf	hh_12m::hhpsf	4	4. Often
hh_18m::hhpsf	hh_18m::hhpsf	4	4. Often
hh_00m::hhpsf	hh_00m::hhpsf	5	5. Always
hh_06m::hhpsf	hh_06m::hhpsf	5	5. Always
hh_12m::hhpsf	hh_12m::hhpsf	5	5. Always
hh_18m::hhpsf	hh_18m::hhpsf	5	5. Always
hh_00m::hhpsf	hh_00m::hhpsf	-7	Don't know
hh_00m::hhpsf	hh_00m::hhpsf	-8	Refused to answer
hh_00m::hhrooms	hh_00m::hhrooms	-8	:::UNDEF:::
hh_18m::hhrooms	hh_18m::hhrooms	-8	:::UNDEF:::
hh_00m::hhspaces	hh_00m::hhspaces	-8	:::UNDEF:::
hh_00m::housetype	hh_00m::housetype	1	Modern
hh_00m::housetype	hh_00m::housetype	0	Traditional
hh_member_00m::inclusion_criteria	hh_member_00m::inclusion_criteria	0	No
hh_member_06m::inclusion_criteria	hh_member_06m::inclusion_criteria	0	No
hh_member_12m::inclusion_criteria	hh_member_12m::inclusion_criteria	0	No
hh_member_18m::inclusion_criteria	hh_member_18m::inclusion_criteria	0	No
hh_member_00m::inclusion_criteria	hh_member_00m::inclusion_criteria	1	Yes
hh_member_06m::inclusion_criteria	hh_member_06m::inclusion_criteria	1	Yes
hh_member_12m::inclusion_criteria	hh_member_12m::inclusion_criteria	1	Yes
hh_member_18m::inclusion_criteria	hh_member_18m::inclusion_criteria	1	Yes
hh_00m::internet	hh_00m::internet	-7	Don't know
hh_00m::internet	hh_00m::internet	0	No
hh_06m::internet	hh_06m::internet	0	No
hh_12m::internet	hh_12m::internet	0	No
hh_18m::internet	hh_18m::internet	0	No
hh_00m::internet	hh_00m::internet	-8	Refused to answer
hh_00m::internet	hh_00m::internet	1	Yes
hh_06m::internet	hh_06m::internet	1	Yes
hh_12m::internet	hh_12m::internet	1	Yes
hh_18m::internet	hh_18m::internet	1	Yes
hh_member_00m::itn	hh_member_00m::itn	0	No
hh_member_06m::itn	hh_member_06m::itn	0	No
hh_member_12m::itn	hh_member_12m::itn	0	No
hh_member_18m::itn	hh_member_18m::itn	0	No
hh_member_00m::itn	hh_member_00m::itn	1	Yes
hh_member_06m::itn	hh_member_06m::itn	1	Yes
hh_member_12m::itn	hh_member_12m::itn	1	Yes
hh_member_18m::itn	hh_member_18m::itn	1	Yes
hh_00m::itncat	hh_00m::itncat	0	0
hh_06m::itncat	hh_06m::itncat	0	0
hh_12m::itncat	hh_12m::itncat	0	0
hh_18m::itncat	hh_18m::itncat	0	0
hh_00m::itncat	hh_00m::itncat	1	1
hh_06m::itncat	hh_06m::itncat	1	1
hh_12m::itncat	hh_12m::itncat	1	1
hh_18m::itncat	hh_18m::itncat	1	1
hh_00m::itncat	hh_00m::itncat	2	2
hh_06m::itncat	hh_06m::itncat	2	2
hh_12m::itncat	hh_12m::itncat	2	2
hh_18m::itncat	hh_18m::itncat	2	2
hh_00m::itncat	hh_00m::itncat	3	3 or more
hh_06m::itncat	hh_06m::itncat	3	3 or more
hh_12m::itncat	hh_12m::itncat	3	3 or more
hh_18m::itncat	hh_18m::itncat	3	3 or more
hh_00m::laptop	hh_00m::laptop	0	No
hh_06m::laptop	hh_06m::laptop	0	No
hh_12m::laptop	hh_12m::laptop	0	No
hh_18m::laptop	hh_18m::laptop	0	No
hh_00m::laptop	hh_00m::laptop	-9	Not applicable
hh_06m::laptop	hh_06m::laptop	-9	Not applicable
hh_12m::laptop	hh_12m::laptop	-9	Not applicable
hh_18m::laptop	hh_18m::laptop	-9	Not applicable
hh_00m::laptop	hh_00m::laptop	1	Yes
hh_06m::laptop	hh_06m::laptop	1	Yes
hh_12m::laptop	hh_12m::laptop	1	Yes
hh_18m::laptop	hh_18m::laptop	1	Yes
hh_member_00m::lessthantwo	hh_member_00m::lessthantwo	-9	No
hh_member_00m::lessthantwo	hh_member_00m::lessthantwo	0	No
hh_member_06m::lessthantwo	hh_member_06m::lessthantwo	-9	No
hh_member_06m::lessthantwo	hh_member_06m::lessthantwo	0	No
hh_member_12m::lessthantwo	hh_member_12m::lessthantwo	-9	No
hh_member_12m::lessthantwo	hh_member_12m::lessthantwo	0	No
hh_member_18m::lessthantwo	hh_member_18m::lessthantwo	-9	No
hh_member_18m::lessthantwo	hh_member_18m::lessthantwo	0	No
hh_member_00m::lessthantwo	hh_member_00m::lessthantwo	1	Yes
hh_member_06m::lessthantwo	hh_member_06m::lessthantwo	1	Yes
hh_member_12m::lessthantwo	hh_member_12m::lessthantwo	1	Yes
hh_member_18m::lessthantwo	hh_member_18m::lessthantwo	1	Yes
hh_00m::llincat	hh_00m::llincat	1	Olyset
hh_06m::llincat	hh_06m::llincat	1	Olyset
hh_12m::llincat	hh_12m::llincat	1	Olyset
hh_18m::llincat	hh_18m::llincat	1	Olyset
hh_member_00m::llincat	hh_member_00m::llincat	1	Olyset
hh_member_06m::llincat	hh_member_06m::llincat	1	Olyset
hh_member_12m::llincat	hh_member_12m::llincat	1	Olyset
hh_member_18m::llincat	hh_member_18m::llincat	1	Olyset
hh_00m::llincat	hh_00m::llincat	2	Olyset Plus
hh_06m::llincat	hh_06m::llincat	2	Olyset Plus
hh_12m::llincat	hh_12m::llincat	2	Olyset Plus
hh_18m::llincat	hh_18m::llincat	2	Olyset Plus
hh_member_00m::llincat	hh_member_00m::llincat	2	Olyset Plus
hh_member_06m::llincat	hh_member_06m::llincat	2	Olyset Plus
hh_member_12m::llincat	hh_member_12m::llincat	2	Olyset Plus
hh_member_18m::llincat	hh_member_18m::llincat	2	Olyset Plus
hh_00m::llincat	hh_00m::llincat	3	PermaNet 2.0
hh_06m::llincat	hh_06m::llincat	3	PermaNet 2.0
hh_12m::llincat	hh_12m::llincat	3	PermaNet 2.0
hh_18m::llincat	hh_18m::llincat	3	PermaNet 2.0
hh_member_00m::llincat	hh_member_00m::llincat	3	PermaNet 2.0
hh_member_06m::llincat	hh_member_06m::llincat	3	PermaNet 2.0
hh_member_12m::llincat	hh_member_12m::llincat	3	PermaNet 2.0
hh_member_18m::llincat	hh_member_18m::llincat	3	PermaNet 2.0
hh_00m::llincat	hh_00m::llincat	4	PermaNet 3.0
hh_06m::llincat	hh_06m::llincat	4	PermaNet 3.0
hh_12m::llincat	hh_12m::llincat	4	PermaNet 3.0
hh_18m::llincat	hh_18m::llincat	4	PermaNet 3.0
hh_member_00m::llincat	hh_member_00m::llincat	4	PermaNet 3.0
hh_member_06m::llincat	hh_member_06m::llincat	4	PermaNet 3.0
hh_member_12m::llincat	hh_member_12m::llincat	4	PermaNet 3.0
hh_member_18m::llincat	hh_member_18m::llincat	4	PermaNet 3.0
hh_06m::llincatpp	hh_06m::llincatpp	NA	No predominant LLIN type
hh_12m::llincatpp	hh_12m::llincatpp	NA	No predominant LLIN type
hh_18m::llincatpp	hh_18m::llincatpp	NA	No predominant LLIN type
hh_06m::llincatpp	hh_06m::llincatpp	1	Olyset
hh_12m::llincatpp	hh_12m::llincatpp	1	Olyset
hh_18m::llincatpp	hh_18m::llincatpp	1	Olyset
hh_06m::llincatpp	hh_06m::llincatpp	2	Olyset Plus
hh_12m::llincatpp	hh_12m::llincatpp	2	Olyset Plus
hh_18m::llincatpp	hh_18m::llincatpp	2	Olyset Plus
hh_06m::llincatpp	hh_06m::llincatpp	3	PermaNet 2.0
hh_12m::llincatpp	hh_12m::llincatpp	3	PermaNet 2.0
hh_18m::llincatpp	hh_18m::llincatpp	3	PermaNet 2.0
hh_06m::llincatpp	hh_06m::llincatpp	4	PermaNet 3.0
hh_12m::llincatpp	hh_12m::llincatpp	4	PermaNet 3.0
hh_18m::llincatpp	hh_18m::llincatpp	4	PermaNet 3.0
hh_00m::llindich	hh_00m::llindich	1	Non-PBO LLIN
hh_06m::llindich	hh_06m::llindich	1	Non-PBO LLIN
hh_12m::llindich	hh_12m::llindich	1	Non-PBO LLIN
hh_18m::llindich	hh_18m::llindich	1	Non-PBO LLIN
hh_member_00m::llindich	hh_member_00m::llindich	1	Non-PBO LLIN
hh_member_06m::llindich	hh_member_06m::llindich	1	Non-PBO LLIN
hh_member_12m::llindich	hh_member_12m::llindich	1	Non-PBO LLIN
hh_member_18m::llindich	hh_member_18m::llindich	1	Non-PBO LLIN
hh_00m::llindich	hh_00m::llindich	2	PBO LLIN
hh_06m::llindich	hh_06m::llindich	2	PBO LLIN
hh_12m::llindich	hh_12m::llindich	2	PBO LLIN
hh_18m::llindich	hh_18m::llindich	2	PBO LLIN
hh_member_00m::llindich	hh_member_00m::llindich	2	PBO LLIN
hh_member_06m::llindich	hh_member_06m::llindich	2	PBO LLIN
hh_member_12m::llindich	hh_member_12m::llindich	2	PBO LLIN
hh_member_18m::llindich	hh_member_18m::llindich	2	PBO LLIN
hh_06m::llindichpp	hh_06m::llindichpp	NA	No predominant LLIN type
hh_12m::llindichpp	hh_12m::llindichpp	NA	No predominant LLIN type
hh_18m::llindichpp	hh_18m::llindichpp	NA	No predominant LLIN type
hh_06m::llindichpp	hh_06m::llindichpp	1	Non-PBO LLIN
hh_12m::llindichpp	hh_12m::llindichpp	1	Non-PBO LLIN
hh_18m::llindichpp	hh_18m::llindichpp	1	Non-PBO LLIN
hh_06m::llindichpp	hh_06m::llindichpp	2	PBO LLIN
hh_12m::llindichpp	hh_12m::llindichpp	2	PBO LLIN
hh_18m::llindichpp	hh_18m::llindichpp	2	PBO LLIN
hh_06m::manynet	hh_06m::manynet	-9	:::UNDEF:::
hh_12m::manynet	hh_12m::manynet	-9	:::UNDEF:::
hh_18m::manynet	hh_18m::manynet	-9	:::UNDEF:::
hh_12m::manynow	hh_12m::manynow	-9	:::UNDEF:::
hh_18m::manynow	hh_18m::manynow	-9	:::UNDEF:::
hh_00m::mboat	hh_00m::mboat	0	No
hh_06m::mboat	hh_06m::mboat	0	No
hh_12m::mboat	hh_12m::mboat	0	No
hh_18m::mboat	hh_18m::mboat	0	No
hh_00m::mboat	hh_00m::mboat	-8	Refused to answer
hh_00m::mboat	hh_00m::mboat	1	Yes
hh_06m::mboat	hh_06m::mboat	1	Yes
hh_12m::mboat	hh_12m::mboat	1	Yes
hh_18m::mboat	hh_18m::mboat	1	Yes
