variable	variable2	values	mappedTerm	ordinalValue
district	district	102	Adjumani	NA
subcounty	subcounty	10201	Adjumani Town Council	NA
subcounty	subcounty	10202	Adropi	NA
subcounty	subcounty	10203	Arinyapi	NA
subcounty	subcounty	10204	Ciforo	NA
subcounty	subcounty	10205	Dzaipi	NA
subcounty	subcounty	10206	Itirikwa	NA
subcounty	subcounty	10207	Ofua	NA
subcounty	subcounty	10208	Pachara	NA
subcounty	subcounty	10209	Pakele	NA
subcounty	subcounty	10210	Pakele Town Council	NA
subcounty	subcounty	10211	Ukusijoni	NA
district	district	103	Agago	NA
subcounty	subcounty	10301	Adilang	NA
subcounty	subcounty	10302	Agago Town Council	NA
subcounty	subcounty	10303	Arum	NA
subcounty	subcounty	10304	Kalongo Town Council	NA
subcounty	subcounty	10305	Kotomor	NA
subcounty	subcounty	10306	Lamiyo	NA
subcounty	subcounty	10307	Lapono	NA
subcounty	subcounty	10308	Lira-Palwo	NA
subcounty	subcounty	10309	Lira-Palwo Town Council	NA
subcounty	subcounty	10310	Lokole	NA
subcounty	subcounty	10311	Omiya Pacwa	NA
subcounty	subcounty	10312	Omot	NA
subcounty	subcounty	10313	Paimol	NA
subcounty	subcounty	10314	Parabongo	NA
subcounty	subcounty	10315	Patongo	NA
subcounty	subcounty	10316	Patongo Town Council	NA
subcounty	subcounty	10317	Wol	NA
subcounty	subcounty	10318	Wol Town Council	NA
district	district	104	Alebtong	NA
subcounty	subcounty	10401	Abako	NA
subcounty	subcounty	10402	Abia	NA
subcounty	subcounty	10403	Akura	NA
subcounty	subcounty	10404	Alebtong Town Council	NA
subcounty	subcounty	10405	Aloi	NA
subcounty	subcounty	10406	Aloi Town Council	NA
subcounty	subcounty	10407	Amugu	NA
subcounty	subcounty	10408	Apala	NA
subcounty	subcounty	10409	Awei	NA
subcounty	subcounty	10410	Omoro	NA
district	district	105	Amolatar	NA
subcounty	subcounty	10501	Agikdak	NA
subcounty	subcounty	10502	Agwingiri	NA
subcounty	subcounty	10503	Akwon	NA
subcounty	subcounty	10504	Amolatar Town Council	NA
subcounty	subcounty	10505	Aputi	NA
subcounty	subcounty	10506	Arwotcek	NA
subcounty	subcounty	10507	Awello	NA
subcounty	subcounty	10508	Etam	NA
subcounty	subcounty	10509	Etam Town Council	NA
subcounty	subcounty	10510	Muntu	NA
subcounty	subcounty	10511	Namasale	NA
subcounty	subcounty	10512	Namasale Town Council	NA
district	district	106	Amudat	NA
subcounty	subcounty	10601	Amudat	NA
subcounty	subcounty	10602	Amudat Town Council	NA
subcounty	subcounty	10603	Karita	NA
subcounty	subcounty	10604	Loroo	NA
district	district	107	Amuria	NA
subcounty	subcounty	10701	Abarilela	NA
subcounty	subcounty	10702	Acowa	NA
subcounty	subcounty	10703	Akeriau	NA
subcounty	subcounty	10704	Akoromit	NA
subcounty	subcounty	10705	Amuria Town Council	NA
subcounty	subcounty	10706	Apeduru	NA
subcounty	subcounty	10707	Asamuk	NA
subcounty	subcounty	10708	Kapelebyong	NA
subcounty	subcounty	10709	Kuju	NA
subcounty	subcounty	10710	Morungatuny	NA
village	village	107100308	Ajinga	NA
subcounty	subcounty	10711	Obalanga	NA
subcounty	subcounty	10712	Ogolai	NA
subcounty	subcounty	10713	Okungur	NA
subcounty	subcounty	10714	Orungo	NA
subcounty	subcounty	10715	Wera	NA
subcounty	subcounty	10716	Willa	NA
district	district	108	Amuru	NA
subcounty	subcounty	10801	Amuru	NA
village	village	108010302	Amoyokoma	NA
village	village	108010402	Lujoro	NA
subcounty	subcounty	10802	Amuru Town Council	NA
subcounty	subcounty	10803	Atiak	NA
subcounty	subcounty	10804	Elegu Town Council	NA
subcounty	subcounty	10805	Lamogi	NA
village	village	108050103	Awer	NA
village	village	108050803	Lalem	NA
subcounty	subcounty	10806	Pabbo	NA
village	village	108060303	Okoco	NA
village	village	108060304	Apaa	NA
parish	parish	1080607	Pailyec	NA
village	village	108060701	Lakang	NA
village	village	108060702	Bana	NA
village	village	108060703	Layima	NA
subcounty	subcounty	10807	Pabbo Town Council	NA
district	district	109	Apac	NA
subcounty	subcounty	10901	Abongomola	NA
subcounty	subcounty	10902	Aduku	NA
subcounty	subcounty	10904	Agullu Division	NA
subcounty	subcounty	10905	Akere Division	NA
subcounty	subcounty	10906	Akokoro	NA
village	village	109060309	Lela	NA
village	village	109060713	Kwibale	NA
subcounty	subcounty	10907	Apac	NA
subcounty	subcounty	10908	Arocha Division	NA
subcounty	subcounty	10909	Atik Division	NA
subcounty	subcounty	10910	Ayabi Town Council	NA
subcounty	subcounty	10911	Cawente	NA
subcounty	subcounty	10912	Chegere	NA
village	village	109120409	Okutagwe B	NA
subcounty	subcounty	10913	Ibuje	NA
subcounty	subcounty	10914	Ibuje Town Council	NA
subcounty	subcounty	10915	Inomo	NA
subcounty	subcounty	10916	Inomo Town Council	NA
subcounty	subcounty	10917	Nambieso	NA
subcounty	subcounty	10918	Apac T/C	NA
district	district	110	Arua	NA
subcounty	subcounty	11001	Adumi	NA
village	village	110010406	Ego-AyikoB''	NA
subcounty	subcounty	11002	Aii-Vu/Ajivu	NA
subcounty	subcounty	11003	Ajia	NA
subcounty	subcounty	11004	Anyiribu	NA
subcounty	subcounty	11005	Arivu	NA
subcounty	subcounty	11006	Aroi	NA
subcounty	subcounty	11007	Arua Hill	NA
subcounty	subcounty	11008	Ayivuni	NA
subcounty	subcounty	11009	Beleafe	NA
subcounty	subcounty	11010	Dadamu	NA
subcounty	subcounty	11011	Ewanga	NA
subcounty	subcounty	11012	Katrini	NA
subcounty	subcounty	11013	Logiri	NA
subcounty	subcounty	11014	Manibe	NA
subcounty	subcounty	11015	Odupi	NA
subcounty	subcounty	11016	Offaka	NA
subcounty	subcounty	11017	Ogoko	NA
subcounty	subcounty	11018	Okollo	NA
subcounty	subcounty	11019	Oli River	NA
subcounty	subcounty	11020	Oluko	NA
subcounty	subcounty	11021	Omugo	NA
subcounty	subcounty	11022	Pajulu	NA
subcounty	subcounty	11023	Pawor	NA
subcounty	subcounty	11024	Rhino Camp	NA
subcounty	subcounty	11025	Rigbo	NA
subcounty	subcounty	11026	Uleppi	NA
subcounty	subcounty	11027	Uriama	NA
subcounty	subcounty	11028	Vurra	NA
district	district	111	Budaka	NA
subcounty	subcounty	11101	Budaka	NA
subcounty	subcounty	11102	Budaka Town Council	NA
subcounty	subcounty	11103	Iki-Iki	NA
subcounty	subcounty	11104	Iki-Iki Town Council	NA
subcounty	subcounty	11105	Kabuna	NA
subcounty	subcounty	11106	Kachomo	NA
subcounty	subcounty	11107	Kaderuna	NA
subcounty	subcounty	11108	Kadimukoli	NA
subcounty	subcounty	11109	Kakoli	NA
subcounty	subcounty	11110	Kakule	NA
subcounty	subcounty	11111	Kameruka	NA
subcounty	subcounty	11112	Kamonkoli	NA
subcounty	subcounty	11113	Kamonkoli Town Council	NA
subcounty	subcounty	11114	Katira	NA
subcounty	subcounty	11115	Lyama	NA
subcounty	subcounty	11116	Mugiti	NA
subcounty	subcounty	11117	Naboa	NA
subcounty	subcounty	11118	Nansanga	NA
subcounty	subcounty	11119	Tademeri	NA
district	district	112	Bududa	NA
subcounty	subcounty	11201	Bubiita	NA
subcounty	subcounty	11202	Bududa	NA
subcounty	subcounty	11203	Bududa Town Council	NA
subcounty	subcounty	11204	Bukalasi	NA
subcounty	subcounty	11205	Bukibokolo	NA
subcounty	subcounty	11206	Bukigai	NA
subcounty	subcounty	11207	Bukigai Town Council	NA
subcounty	subcounty	11208	Bulucheke	NA
subcounty	subcounty	11209	Bumasheti	NA
subcounty	subcounty	11210	Bumayoka	NA
subcounty	subcounty	11211	Bushika	NA
subcounty	subcounty	11212	Bushiribo	NA
subcounty	subcounty	11213	Bushiyi	NA
subcounty	subcounty	11214	Buwali	NA
subcounty	subcounty	11215	Nabweya	NA
subcounty	subcounty	11216	Nakatsi	NA
subcounty	subcounty	11217	Nalwanza	NA
subcounty	subcounty	11218	Nangako Town Council	NA
district	district	113	Bugiri	NA
subcounty	subcounty	11301	Budhaya	NA
subcounty	subcounty	11302	Bulesa	NA
subcounty	subcounty	11303	Bulidha	NA
subcounty	subcounty	11304	Buluguyi	NA
subcounty	subcounty	11305	Busowa Town Council	NA
subcounty	subcounty	11306	Buwunga	NA
subcounty	subcounty	11307	Eastern Division	NA
subcounty	subcounty	11308	Iwemba	NA
subcounty	subcounty	11309	Kapyanga	NA
subcounty	subcounty	11310	Muterere	NA
subcounty	subcounty	11311	Nabukalu	NA
subcounty	subcounty	11312	Namayemba Town Council	NA
subcounty	subcounty	11313	Nankoma	NA
subcounty	subcounty	11314	Nankoma Town Council	NA
subcounty	subcounty	11315	Western Division	NA
district	district	114	Buhweju	NA
subcounty	subcounty	11401	Bihanga	NA
subcounty	subcounty	11402	Bitsya	NA
subcounty	subcounty	11403	Burere	NA
subcounty	subcounty	11404	Engaju	NA
subcounty	subcounty	11405	Karungu	NA
subcounty	subcounty	11406	Kashenyi-Kajani Town Cou	NA
subcounty	subcounty	11407	Nsiika Town Council	NA
subcounty	subcounty	11408	Nyakaziba Town Council	NA
subcounty	subcounty	11409	Nyakishana	NA
subcounty	subcounty	11410	Rwengwe	NA
district	district	115	Buikwe	NA
subcounty	subcounty	11501	Buikwe	NA
subcounty	subcounty	11502	Buikwe Town Council	NA
subcounty	subcounty	11503	Central Division	NA
subcounty	subcounty	11504	Kawolo Division	NA
subcounty	subcounty	11505	Najja	NA
subcounty	subcounty	11506	Najjembe Division	NA
subcounty	subcounty	11507	Ngogwe	NA
subcounty	subcounty	11508	Njeru Division	NA
subcounty	subcounty	11509	Nkokonjeru Town Council	NA
subcounty	subcounty	11510	Nyenga Division	NA
subcounty	subcounty	11511	Ssi	NA
subcounty	subcounty	11512	Wakisi Division	NA
district	district	116	Bukedea	NA
subcounty	subcounty	11601	Aligoi	NA
subcounty	subcounty	11602	Aminit	NA
subcounty	subcounty	11603	Bukedea	NA
subcounty	subcounty	11604	Bukedea Town Council	NA
village	village	116040103	Bukedea B	NA
parish	parish	1160409	Kakere	NA
village	village	116040901	Kakere	NA
village	village	116040902	Kakere Central	NA
subcounty	subcounty	11605	Kabarwa	NA
subcounty	subcounty	11606	Kachumbala	NA
subcounty	subcounty	11607	Kamutur	NA
subcounty	subcounty	11608	Kangole	NA
subcounty	subcounty	11609	Kidongole	NA
subcounty	subcounty	11610	Kocheka	NA
subcounty	subcounty	11611	Koena	NA
subcounty	subcounty	11612	Kolir	NA
village	village	116120303	Amagoro	NA
village	village	116120903	Adamaca	NA
subcounty	subcounty	11613	Komuge	NA
subcounty	subcounty	11614	Kwarikwar	NA
subcounty	subcounty	11615	Malera	NA
district	district	117	Bukomansimbi	NA
subcounty	subcounty	11701	Bigasa	NA
subcounty	subcounty	11702	Bukomansimbi Town Coun	NA
subcounty	subcounty	11703	Butenga	NA
subcounty	subcounty	11704	Kibinge	NA
subcounty	subcounty	11705	Kitanda	NA
district	district	118	Bukwo	NA
subcounty	subcounty	11801	Bukwa	NA
subcounty	subcounty	11802	Bukwo Town Council	NA
subcounty	subcounty	11803	Chepkwasta	NA
subcounty	subcounty	11804	Chesower	NA
subcounty	subcounty	11805	Kabei	NA
subcounty	subcounty	11806	Kamet	NA
subcounty	subcounty	11807	Kaptererwo	NA
subcounty	subcounty	11808	Kortek	NA
subcounty	subcounty	11809	Riwo	NA
subcounty	subcounty	11810	Senendet	NA
subcounty	subcounty	11811	Suam	NA
subcounty	subcounty	11812	Tulel	NA
district	district	119	Bulambuli	NA
subcounty	subcounty	11901	Buginyanya	NA
subcounty	subcounty	11902	Bukhalu	NA
subcounty	subcounty	11903	Bulago	NA
subcounty	subcounty	11904	Bulambuli Town Council	NA
subcounty	subcounty	11905	Bulegeni	NA
subcounty	subcounty	11906	Bulegeni Town Council	NA
subcounty	subcounty	11907	Buluganya	NA
subcounty	subcounty	11908	Bumasobo	NA
subcounty	subcounty	11909	Bumugibole	NA
subcounty	subcounty	11910	Bunambutye	NA
subcounty	subcounty	11911	Buyaga Town Council	NA
subcounty	subcounty	11912	Bwikhonge	NA
subcounty	subcounty	11913	Kamu	NA
subcounty	subcounty	11914	Lusha	NA
subcounty	subcounty	11915	Masira	NA
subcounty	subcounty	11916	Muyembe	NA
subcounty	subcounty	11917	Nabbongo	NA
subcounty	subcounty	11918	Namisuni	NA
subcounty	subcounty	11919	Simu	NA
subcounty	subcounty	11920	Sisiyi	NA
district	district	120	Buliisa	NA
subcounty	subcounty	12001	Biiso	NA
subcounty	subcounty	12002	Biiso Town Council	NA
subcounty	subcounty	12003	Buliisa	NA
subcounty	subcounty	12004	Buliisa Town Council	NA
subcounty	subcounty	12005	Butiaba	NA
subcounty	subcounty	12006	Butiaba Town Council	NA
subcounty	subcounty	12007	Kigwera	NA
subcounty	subcounty	12008	Kihungya	NA
subcounty	subcounty	12009	Ngwedo	NA
district	district	121	Bundibugyo	NA
subcounty	subcounty	12101	Bubandi	NA
subcounty	subcounty	12102	Bubukwanga	NA
subcounty	subcounty	12103	Buganikere Town Council	NA
subcounty	subcounty	12104	Bukonzo	NA
subcounty	subcounty	12105	Bundibugyo Town Council	NA
subcounty	subcounty	12106	Bundingoma	NA
subcounty	subcounty	12107	Burondo	NA
subcounty	subcounty	12108	Busaru	NA
subcounty	subcounty	12109	Busunga Town Council	NA
subcounty	subcounty	12110	Butama-Mitunda Town Co	NA
subcounty	subcounty	12111	Harugali	NA
subcounty	subcounty	12112	Kagugu	NA
subcounty	subcounty	12113	Kasitu	NA
subcounty	subcounty	12114	Kirumya	NA
subcounty	subcounty	12115	Kisubba	NA
subcounty	subcounty	12116	Mabere	NA
subcounty	subcounty	12117	Mirambi	NA
subcounty	subcounty	12118	Ndugutu	NA
subcounty	subcounty	12119	Ngamba	NA
subcounty	subcounty	12120	Ntandi Town Council	NA
subcounty	subcounty	12121	Ntotoro	NA
subcounty	subcounty	12122	Nyahuka Town Council	NA
subcounty	subcounty	12123	Sindila	NA
subcounty	subcounty	12124	Tokwe	NA
district	district	122	Bunyangabu	NA
subcounty	subcounty	12201	Buheesi	NA
subcounty	subcounty	12202	Buheesi Town Council	NA
subcounty	subcounty	12203	Kabonero	NA
subcounty	subcounty	12204	Kateebwa	NA
subcounty	subcounty	12205	Kibiito	NA
subcounty	subcounty	12206	Kibiito Town Council	NA
subcounty	subcounty	12207	Kisomoro	NA
subcounty	subcounty	12208	Kiyombya	NA
subcounty	subcounty	12209	Kyamukube Town Council	NA
subcounty	subcounty	12210	Rubona Town Council	NA
subcounty	subcounty	12211	Rwimi	NA
subcounty	subcounty	12212	Rwimi Town Council	NA
district	district	123	Bushenyi	NA
subcounty	subcounty	12301	Bitooma	NA
subcounty	subcounty	12302	Bumbaire	NA
subcounty	subcounty	12303	Central Division	NA
subcounty	subcounty	12304	Ibaare	NA
subcounty	subcounty	12305	Ishaka Division	NA
subcounty	subcounty	12306	Kakanju	NA
subcounty	subcounty	12307	Kyabugimbi	NA
subcounty	subcounty	12308	Kyamuhunga	NA
subcounty	subcounty	12309	Kyamuhunga Town Counci	NA
subcounty	subcounty	12310	Kyeizooba	NA
subcounty	subcounty	12311	Nyabubare	NA
subcounty	subcounty	12312	Nyakabirizi Division	NA
subcounty	subcounty	12313	Ruhumuro	NA
subcounty	subcounty	12314	Rwentuha Town Council	NA
district	district	124	Busia	NA
subcounty	subcounty	12401	Buhehe	NA
subcounty	subcounty	12402	Bulumbi	NA
subcounty	subcounty	12403	Busime	NA
subcounty	subcounty	12404	Busitema	NA
subcounty	subcounty	12405	Buteba	NA
subcounty	subcounty	12406	Buyanga	NA
subcounty	subcounty	12407	Dabani	NA
subcounty	subcounty	12408	Eastern Division	NA
subcounty	subcounty	12409	Lumino	NA
subcounty	subcounty	12410	Lumino-Majanji Town Cou	NA
subcounty	subcounty	12411	Lunyo	NA
subcounty	subcounty	12412	Majanji	NA
subcounty	subcounty	12413	Masaba	NA
subcounty	subcounty	12414	Masafu	NA
subcounty	subcounty	12415	Masinya	NA
subcounty	subcounty	12416	Namugondi Town Council	NA
subcounty	subcounty	12417	Sikuda	NA
subcounty	subcounty	12418	Western Division	NA
district	district	125	Butaleja	NA
