variable	variable2	values	mappedTerm	ordinalValue
village	village	174030306	Nalongo	NA
village	village	174030307	Namatogonya	NA
village	village	174030308	Ndibulungi	NA
village	village	174030309	Vvumba	NA
village	village	174030310	Yandwe	NA
village	village	174030401	Kabanyi	NA
village	village	174030402	Kakinzi	NA
village	village	174030403	Kasozi	NA
village	village	174030404	Kayonza	NA
village	village	174030405	Kijjukira	NA
village	village	174030406	Kyambogo	NA
village	village	174030407	Nakakono	NA
village	village	174030501	Kaaya Farm/Kitabula	NA
village	village	174030502	Kagalama	NA
village	village	174030503	Lukiizi	NA
village	village	174030504	Nabigoza	NA
village	village	174030601	Buziranduulu	NA
village	village	174030602	Kateera	NA
village	village	174030603	Kyawangabi	NA
village	village	174030604	Lutuula	NA
village	village	174030605	Muwangi	NA
village	village	174030606	Nabutaka	NA
village	village	174030607	Nakakono	NA
village	village	174030608	Naluvule	NA
village	village	174030609	Nansaka	NA
village	village	174030701	Bukusu	NA
village	village	174030702	Butuntumula	NA
village	village	174030703	Kasaala	NA
village	village	174030704	Kiiya	NA
village	village	174030705	Ngogolo	NA
village	village	174030706	Nsenge	NA
village	village	174030707	Wanonda	NA
village	village	174040101	Bisiika	NA
village	village	174040102	Busiika Main	NA
village	village	174040103	Lubanyi	NA
village	village	174040104	Nakafumu	NA
village	village	174040105	Namuganja	NA
village	village	174040106	Wabikokoma	NA
village	village	174040201	Busoke	NA
village	village	174040202	Kiwangula	NA
village	village	174040203	Mpigi	NA
village	village	174040204	Nakaseeta	NA
village	village	174040205	Sagaala	NA
village	village	174040206	Seeta	NA
village	village	174040207	Vumba	NA
village	village	174040301	Bugabo	NA
village	village	174040302	Bulemeezi	NA
village	village	174040303	Ddegeya Central	NA
village	village	174040304	Kalagi	NA
village	village	174040305	Kibajjwe	NA
village	village	174040306	Kireka	NA
village	village	174040307	Namwatulira	NA
village	village	174040401	Gangama	NA
village	village	174040402	Kalagala Main	NA
village	village	174040403	Kalagala Town	NA
village	village	174040404	Kalanamu	NA
village	village	174040405	Kalungu	NA
village	village	174040406	Kyasampawo	NA
village	village	174040407	Nakibengo	NA
village	village	174040408	Namuswe	NA
village	village	174040501	Bunsule	NA
village	village	174040502	Lukyamu	NA
village	village	174040601	Bugoddo	NA
village	village	174040602	Busaakwa	NA
village	village	174040603	Kalagala	NA
village	village	174040604	Kayindu	NA
village	village	174040605	Kyampisi	NA
village	village	174040606	Kyoga	NA
village	village	174040607	Luteete	NA
village	village	174040608	Nabiteete	NA
village	village	174040609	Wampeewo	NA
village	village	174040701	Gaaza	NA
village	village	174040702	Katikandegeya	NA
village	village	174040703	Kisubi	NA
village	village	174040704	Kkoko Dwaliro	NA
village	village	174040705	Kkoko Kyambogo	NA
village	village	174040706	Lunyolya	NA
village	village	174040707	Nankaaba	NA
village	village	174040801	Kabembe	NA
village	village	174040802	Kakoni	NA
village	village	174040803	Kibanga	NA
village	village	174040804	Kyetume	NA
village	village	174040805	Mayindo/Kawanga	NA
village	village	174040806	Ndeeba	NA
village	village	174040807	Vvumba	NA
village	village	174050101	Kabunyata	NA
village	village	174050102	Kadula	NA
village	village	174050103	Kiiso	NA
village	village	174050104	Matembe	NA
village	village	174050201	Kamira	NA
village	village	174050202	Kikandwa	NA
village	village	174050203	Kitanswa	NA
village	village	174050204	Nakasejjere	NA
village	village	174050205	Namuningi	NA
village	village	174050301	Bukiibi	NA
village	village	174050302	Kakoola	NA
village	village	174050303	Keera	NA
village	village	174050304	Makonkonyigo	NA
village	village	174050305	Wanfufu	NA
village	village	174050401	Buwanuka	NA
village	village	174050402	Kitenderi	NA
village	village	174050501	Bugabo	NA
village	village	174050502	Kikondere	NA
village	village	174050503	Kizito	NA
village	village	174050504	Kyakula	NA
village	village	174050505	Kyampologoma	NA
village	village	174050506	Mabuye	NA
village	village	174050601	Kaabukunga	NA
village	village	174050602	Kakira-Kibanga	NA
village	village	174050603	Kirimantungo	NA
village	village	174050604	Mazzi	NA
village	village	174050605	Nabinaka	NA
village	village	174050701	Bakatadde	NA
village	village	174050702	Galikwoleka	NA
village	village	174050703	Mboga	NA
village	village	174050704	Nambeere	NA
village	village	174050705	Nanteeko	NA
village	village	174050706	Semabiira	NA
village	village	174060101	Bufumbanswa	NA
village	village	174060102	Bukeeka	NA
village	village	174060103	Kande	NA
village	village	174060104	Kazinga	NA
village	village	174060105	Kisule	NA
village	village	174060106	Monde/Bukeeka	NA
village	village	174060107	Mulindwa	NA
village	village	174060108	Nakaseeta	NA
village	village	174060109	Nkonge	NA
village	village	174060110	Nswanta	NA
village	village	174060201	Bunyiri	NA
village	village	174060202	Buyuki	NA
village	village	174060203	Gulama	NA
village	village	174060204	Kacwampa	NA
village	village	174060205	Kiryamulondo	NA
village	village	174060206	Kiteredde	NA
village	village	174060207	Kkubamitwe	NA
village	village	174060208	Luwube	NA
village	village	174060209	Monde	NA
village	village	174060210	Ntebbe	NA
village	village	174060211	Singo	NA
village	village	174060301	Bukalasa	NA
village	village	174060302	Gangu	NA
village	village	174060303	Gembe	NA
village	village	174060304	Kibikke	NA
village	village	174060305	Kiryambidde	NA
village	village	174060306	Kungu	NA
village	village	174060307	Kyevunze	NA
village	village	174060308	Nsero	NA
village	village	174060401	Bulinde	NA
village	village	174060402	Butanza	NA
village	village	174060403	Buteke	NA
village	village	174060404	Kigugu	NA
village	village	174060405	Kikoza	NA
village	village	174060406	Kyalugondo	NA
village	village	174060407	Lukira	NA
village	village	174060408	Lutembe	NA
village	village	174060409	Ngabo	NA
village	village	174060501	Butanza	NA
village	village	174060502	Gavu	NA
village	village	174060503	Kalembwe	NA
village	village	174060504	Kanyike I	NA
village	village	174060505	Kazinga	NA
village	village	174060506	Kirembwe	NA
village	village	174060507	Koojo Lutunku	NA
village	village	174060508	Koojo Proper	NA
village	village	174060509	Lukomera	NA
village	village	174060510	Migadde	NA
village	village	174060511	Nakyewa	NA
village	village	174060512	Naluvule	NA
village	village	174060513	Netunze	NA
village	village	174060514	Nsanvu	NA
village	village	174060515	Ntangala	NA
village	village	174060601	Bugga	NA
village	village	174060602	Busongola	NA
village	village	174060603	Busula A	NA
village	village	174060604	Busula B	NA
village	village	174060605	Kakakala	NA
village	village	174060606	Kakinga	NA
village	village	174060607	Kaswa	NA
village	village	174060608	Kibisi	NA
village	village	174060609	Lukooge	NA
village	village	174060610	Lumundi	NA
village	village	174060611	Nganjo	NA
village	village	174060612	Nnongo	NA
village	village	174060613	Nsawo	NA
village	village	174060614	Sempa	NA
village	village	174060701	Butundu	NA
village	village	174060702	Buwanuka	NA
village	village	174060703	Kikaabya	NA
village	village	174060704	Kirwanyi	NA
village	village	174060705	Kito	NA
village	village	174060706	Lukyamu	NA
village	village	174060707	Lusenke	NA
village	village	174060708	Monde	NA
village	village	174060709	Tweyanze	NA
village	village	174070101	Binikira	NA
village	village	174070102	Katabona	NA
village	village	174070103	Kyepukulu	NA
village	village	174070104	Lukowe	NA
village	village	174070105	Manywa	NA
village	village	174070106	Mayangayanga	NA
village	village	174070107	Namalimba	NA
village	village	174070201	Kalagala	NA
village	village	174070202	Katasule	NA
village	village	174070203	Kikandwa	NA
village	village	174070204	Kireku/Lwamula	NA
village	village	174070205	Kiwanguzi	NA
village	village	174070206	Mulungi-Omu	NA
village	village	174070207	Namakofu	NA
village	village	174070208	Senyomo A	NA
village	village	174070301	Kabaloge	NA
village	village	174070302	Kanyogoga	NA
village	village	174070303	Katwe	NA
village	village	174070304	Kikyusa Kelezia Zone	NA
village	village	174070305	Kiwamirembe	NA
village	village	174070306	Kyakatula	NA
village	village	174070307	Luffula	NA
village	village	174070308	Mukyusa	NA
village	village	174070309	Nakabiito	NA
village	village	174070310	Senyomo B	NA
village	village	174070311	Wakivule	NA
village	village	174070401	Bwaba	NA
village	village	174070402	Kawe	NA
village	village	174070403	Kyampogola	NA
village	village	174070404	Masinga	NA
village	village	174070501	Buzzibwera	NA
village	village	174070502	Gambirana	NA
village	village	174070503	Kankoole	NA
village	village	174070504	Katalekake	NA
village	village	174070505	Ttema	NA
village	village	174070506	Wabusaana	NA
village	village	174070601	Gayaza	NA
village	village	174070602	Kavule	NA
village	village	174070603	Lusanja	NA
village	village	174070604	Musanje	NA
village	village	174070605	Wankaanya	NA
village	village	174080101	Kikubajjinja	NA
village	village	174080102	Mabanda	NA
village	village	174080103	Pwd	NA
village	village	174080201	Kakookolo	NA
village	village	174080202	Kavule	NA
village	village	174080301	Kalongo-Miti	NA
village	village	174080302	Kasana Market	NA
village	village	174080303	Kiwogozi	NA
village	village	174080304	Mabaale	NA
village	village	174080401	Katale	NA
village	village	174080402	Katwe	NA
village	village	174080403	Lumu Zone	NA
village	village	174080404	Muliro Zone	NA
village	village	174080501	Kalongo	NA
village	village	174080502	Kiyenje	NA
village	village	174080503	Kizito	NA
village	village	174080601	Binyonyi Zone	NA
village	village	174080602	Galuweero Zone	NA
village	village	174080603	Kasoma Zone	NA
village	village	174090101	Butanswa	NA
village	village	174090102	Bwaziba	NA
village	village	174090103	Kakakala	NA
village	village	174090104	Kikerege	NA
village	village	174090105	Luteete	NA
village	village	174090106	Nakijju	NA
village	village	174090107	Ndagga-Bweya	NA
village	village	174090108	Nkondo	NA
village	village	174090201	Bweyeyo	NA
village	village	174090202	Kanyogoga	NA
village	village	174090203	Nsaasi	NA
village	village	174090204	Tebalyala	NA
village	village	174090301	Kabakedi	NA
village	village	174090302	Kibula	NA
village	village	174090303	Kigavu	NA
village	village	174090304	Kyeyagalire	NA
village	village	174090305	Lwogi	NA
village	village	174090306	Nalongo	NA
village	village	174090307	Nalyamagonja	NA
village	village	174090308	Nsanvu	NA
village	village	174090401	Bukuma	NA
village	village	174090402	Bunyaaka	NA
village	village	174090403	Bunyeenye	NA
village	village	174090404	Ddekabusa	NA
village	village	174090405	Kagugo	NA
village	village	174090406	Kyetume	NA
village	village	174090407	Sakabusolo	NA
village	village	174090501	Kasaala	NA
village	village	174090502	Katundu	NA
village	village	174090503	Kyegombwa	NA
village	village	174090504	Kyevunze	NA
village	village	174090601	Balitta	NA
village	village	174090602	Bulanzi	NA
village	village	174090603	Kabaaga	NA
village	village	174090604	Katugo	NA
village	village	174090605	Mulungi-Omu	NA
village	village	174090701	Bulawula	NA
village	village	174090702	Kibanvu	NA
village	village	174090703	Kigombe	NA
village	village	174090704	Kiwumpa	NA
village	village	174090705	Mamuli A	NA
village	village	174090706	Mamuli B	NA
village	village	174090707	Nsozibirye	NA
village	village	174090801	Kanyogoga	NA
village	village	174090802	Kawuula	NA
village	village	174090803	Kikube	NA
village	village	174090804	Kyampisi	NA
village	village	174090805	Kyebando	NA
village	village	174090806	Nakinyama	NA
village	village	174090901	Bukasa	NA
village	village	174090902	Bukomba	NA
village	village	174090903	Kirangira	NA
village	village	174090904	Kiryanyonza	NA
village	village	174090905	Nakikoota	NA
village	village	174090906	Nkoloogi	NA
village	village	174100101	Bowa	NA
village	village	174100102	Buligwe-Ntinda	NA
village	village	174100103	Nakalembeka	NA
village	village	174100104	Namagala/Buliggwe	NA
village	village	174100105	Namyeso	NA
village	village	174100106	Semyungu-Kagogo	NA
village	village	174100201	Kabembe	NA
village	village	174100202	Kabira/Katiiti	NA
village	village	174100203	Kalasa	NA
village	village	174100204	Katiiti/Bibbo	NA
village	village	174100205	Mugogo	NA
village	village	174100301	Bugomba	NA
village	village	174100302	Kangavve	NA
village	village	174100303	Kawumu	NA
village	village	174100304	Kikunyu	NA
village	village	174100305	Kiremeera	NA
village	village	174100401	Bulamba	NA
village	village	174100402	Kanyanda	NA
village	village	174100403	Kito-Kanyanda	NA
village	village	174100404	Mulama-Kitebere	NA
village	village	174100405	Namataka	NA
village	village	174100406	Singo-Bukwese	NA
village	village	174100501	Bugayo-Senga	NA
village	village	174100502	Bukekete	NA
village	village	174100503	Kabengereddwa	NA
village	village	174100504	Kasozi	NA
village	village	174100505	Kyamuwooya	NA
village	village	174100506	Lubwama	NA
village	village	174100507	Maggwa	NA
village	village	174100601	Kiduukulu	NA
village	village	174100602	Kikoko	NA
village	village	174100603	Kitwalanye	NA
village	village	174100604	Makulubita A	NA
village	village	174100605	Makulubita B	NA
village	village	174100606	Nakikonge	NA
village	village	174100701	Bugozi	NA
village	village	174100702	Buteza	NA
village	village	174100703	Kagembe	NA
village	village	174100704	Kawumu	NA
village	village	174100705	Lukaaka	NA
village	village	174100706	Mawale	NA
village	village	174100801	Kasizi	NA
village	village	174100802	Mawu	NA
village	village	174100803	Mulira	NA
village	village	174100804	Namayamba	NA
village	village	174100805	Wesune	NA
village	village	174100901	Bakijjulula	NA
village	village	174100902	Bowa-Kibira	NA
village	village	174100903	Bugungu	NA
village	village	174100904	Bwetyaba	NA
village	village	174100905	Kawagalo	NA
village	village	174100906	Mpumudde	NA
village	village	174100907	Waluleeta	NA
village	village	174110101	Bajjo Zone II	NA
village	village	174110102	Kikandagga	NA
village	village	174110103	Kirerangalo	NA
village	village	174110104	Kisingiri Zone I	NA
village	village	174110105	Konde	NA
village	village	174110106	Lukole Town	NA
village	village	174110107	Lumansi	NA
village	village	174110108	Naanywa A	NA
village	village	174110109	Naanywa B	NA
village	village	174110110	Ssasassa	NA
village	village	174110201	Bufumbanswa	NA
village	village	174110202	Kibambula	NA
village	village	174110203	Kikubampagi	NA
village	village	174110204	Kizeeyi	NA
village	village	174110205	Nkondo	NA
village	village	174110301	Bwasanku	NA
village	village	174110302	Kalule Town	NA
village	village	174110303	Kalule Village	NA
village	village	174110304	Kazinga	NA
village	village	174110305	Kibamba	NA
village	village	174110306	Kwese	NA
village	village	174110307	Mpande	NA
village	village	174110308	Ntonyeze	NA
village	village	174110309	Sinalya	NA
village	village	174110401	Bbaale Central C	NA
village	village	174110402	Bbaale Kamuzingiza	NA
village	village	174110403	Gunda	NA
village	village	174110404	Kabulanaka	NA
village	village	174110405	Kayunga	NA
village	village	174110406	Kikungaanya	NA
village	village	174110407	Kisooba	NA
village	village	174110408	Kiyanda	NA
village	village	174110409	Luyobyo	NA
village	village	174110410	Mubanda	NA
village	village	174110411	Nandere	NA
village	village	174110501	Asuru	NA
village	village	174110502	Bembe Central	NA
village	village	174110503	Bembe East	NA
village	village	174110504	Butambuza	NA
village	village	174110505	Ggogonya	NA
village	village	174110506	Kayanja	NA
village	village	174110507	Kazinga	NA
village	village	174110508	Kikomeko	NA
village	village	174110509	Mayirikiti	NA
village	village	174110510	Nyimbwa	NA
village	village	174110511	Sedertula	NA
village	village	174110512	Wabulankoko	NA
village	village	174110601	Buyego A	NA
village	village	174110602	Buyego B	NA
village	village	174110603	Kakute	NA
village	village	174110604	Kiyana	NA
village	village	174110605	Nalwana	NA
village	village	174110606	Ndejje Kabuye	NA
village	village	174110607	Ndejje School	NA
village	village	174110608	Ssambwe A	NA
village	village	174110609	Ssambwe B	NA
village	village	174110610	Ssambwe C	NA
village	village	174120101	Bukalasa Central	NA
village	village	174120102	Bukalasa Lower	NA
village	village	174120103	Bukalasa North/Central	NA
village	village	174120104	Bukalasa South/Central	NA
village	village	174120105	Bukalasa Upper East	NA
village	village	174120106	Bukalasa Upper West	NA
village	village	174120201	Bukolwa Central	NA
village	village	174120202	Gwafu	NA
village	village	174120203	Katikamu Proper	NA
village	village	174120204	Lusiya	NA
village	village	174120301	Gala	NA
village	village	174120302	Kasenene	NA
village	village	174120303	Katikamu Sda	NA
village	village	174120304	Lutamu	NA
village	village	174120305	Luyima	NA
village	village	174120401	Katale	NA
village	village	174120402	Kikasa	NA
village	village	174120403	Kikoma	NA
village	village	174120404	Luzzi	NA
village	village	174120501	Kigulu	NA
village	village	174120502	Kisaawe	NA
village	village	174120503	Kittante	NA
village	village	174120504	Nakasero	NA
village	village	174120601	Modern	NA
village	village	174120602	Nakadingidi	NA
village	village	174120603	Sikanusu	NA
village	village	174120604	Wampamba	NA
village	village	174130101	Bubuubi	NA
village	village	174130102	Kabuwomero	NA
village	village	174130103	Katoogo	NA
village	village	174130104	Masunkwe	NA
village	village	174130105	Nabitete	NA
village	village	174130106	Namakofu	NA
village	village	174130107	Namakofu/Nakabululu	NA
village	village	174130108	Wanjaza	NA
village	village	174130201	Bukasa/Kikutuzi	NA
village	village	174130202	Bukimu	NA
village	village	174130203	Kasokoso	NA
village	village	174130204	Kiryankonzi	NA
village	village	174130205	Kisula	NA
village	village	174130206	Mpangati	NA
village	village	174130207	Namawojja	NA
village	village	174130208	Zirobwe	NA
village	village	174130209	Zirobwe Central B	NA
village	village	174130301	Bulami T/C	NA
village	village	174130302	Janda A	NA
village	village	174130303	Janda B	NA
village	village	174130304	Kabulanaka	NA
village	village	174130305	Manyama	NA
village	village	174130401	Bubengwa	NA
village	village	174130402	Kakakala	NA
village	village	174130403	Kalere	NA
village	village	174130404	Kireeba	NA
village	village	174130405	Kyambogo	NA
village	village	174130406	Kyewanise	NA
village	village	174130407	Wakataayi	NA
village	village	174130501	Buyondo	NA
village	village	174130502	Kamwano	NA
village	village	174130503	Kirambula	NA
village	village	174130504	Kyetume	NA
village	village	174130505	Nakaseeta	NA
village	village	174130506	Wabutungulu	NA
village	village	174130507	Wabutungulu T/C	NA
village	village	174130601	Baagya	NA
village	village	174130602	Gwalimutala	NA
village	village	174130603	Kiyiiya	NA
village	village	174130604	Kyambogo	NA
village	village	174130605	Luteete	NA
village	village	174130606	Nakigoza A	NA
village	village	174130607	Nakigoza B	NA
village	village	174130608	Namatovu	NA
village	village	174130609	Nawabango	NA
village	village	174130701	Bbulabakulu	NA
village	village	174130702	Namakofu	NA
village	village	174130703	Nambi	NA
village	village	174130704	Nampunge	NA
village	village	174130705	Ntawawulwa	NA
village	village	174130801	Buyiki	NA
village	village	174130802	Kajjawo	NA
village	village	174130803	Konko/Tomi	NA
village	village	174130804	Nakisamata	NA
village	village	174130805	Ngalonkalu	NA
village	village	174130806	Ssimba	NA
village	village	174130807	Timba/Ssanga	NA
village	village	175010101	Kabulassoke A	NA
village	village	175010102	Kabulassoke B	NA
village	village	175010103	Kabwami A	NA
village	village	175010104	Kabwami B	NA
village	village	175010105	Kagganda	NA
village	village	175010106	Kikonge	NA
village	village	175010107	Kyoko	NA
village	village	175010108	Mirembe	NA
village	village	175010109	Mpembwe	NA
village	village	175010110	Nkalwe	NA
village	village	175010201	Bigando	NA
village	village	175010202	Bwasa	NA
village	village	175010203	Kalunduka	NA
village	village	175010204	Kasaana A	NA
village	village	175010205	Kasaana B	NA
village	village	175010206	Kinvunikidde	NA
village	village	175010207	Mawuggwe	NA
village	village	175010208	Nakatooke	NA
village	village	175010209	Nzizi A	NA
village	village	175010210	Nzizi B	NA
village	village	175010211	Ttagga	NA
village	village	175010301	Bukoma	NA
village	village	175010302	Kabwami A	NA
village	village	175010303	Kabwami B	NA
village	village	175010304	Kisansala A	NA
village	village	175010305	Kisansala B	NA
village	village	175010306	Kiwanyi	NA
village	village	175010307	Mitimikalu	NA
village	village	175010308	Ngondati A	NA
village	village	175010309	Ngondati B	NA
village	village	175010401	Kabaale Kisosso	NA
village	village	175010402	Kabukolwa	NA
village	village	175010403	Kantungamye	NA
village	village	175010404	Kawumu	NA
village	village	175010405	Kisaaka	NA
village	village	175010406	Kiteredde	NA
village	village	175010407	Kkingo	NA
village	village	175010408	Kyaluwubu	NA
village	village	175010409	Luteete	NA
village	village	175010410	Mwalo	NA
village	village	175010501	Kakunyu	NA
village	village	175010502	Kyabbogo	NA
village	village	175010503	Kyangoma	NA
village	village	175010504	Nabyewanga-Kawoko	NA
village	village	175010505	Nabyewanga-Lutukuma	NA
village	village	175010506	Namugambira	NA
village	village	175010507	Nkoni A	NA
village	village	175010508	Nkoni B	NA
village	village	175010509	Nkoni Hill	NA
village	village	175010601	Kassooka	NA
village	village	175010602	Kaswa	NA
village	village	175010603	Kitambuza	NA
village	village	175010604	Ssenya	NA
village	village	175010605	Ssettaala	NA
village	village	175010606	Wattuba	NA
village	village	175020101	Bugaggamaanyi Zone	NA
village	village	175020102	Kizungu Zone	NA
village	village	175020103	Middle Zone	NA
village	village	175020104	Sseke Main	NA
village	village	175020105	Western Zone	NA
village	village	175020201	Buruhane Zone	NA
village	village	175020202	Central Zone	NA
village	village	175020203	Kaboyo Zone	NA
village	village	175020204	Stage Zone	NA
village	village	175020205	Wasswa Zone	NA
village	village	175020301	Kasambya	NA
village	village	175020302	Kataali	NA
village	village	175020303	Kinoni Village	NA
village	village	175020304	Kyangwe	NA
village	village	175020305	Nakalembe	NA
village	village	175020401	Buziranduulu	NA
village	village	175020402	Kaboyo Sula	NA
village	village	175020403	Kaboyo-Lubowa	NA
village	village	175020404	Kibaale	NA
village	village	175020405	Kyamakata	NA
village	village	175030101	Busubi	NA
village	village	175030102	Kabagala	NA
village	village	175030103	Kiswera	NA
village	village	175030104	Kyassonko	NA
village	village	175030105	Kyekulula	NA
village	village	175030106	Kyetume	NA
village	village	175030107	Sseke A	NA
village	village	175030201	Bukumbula	NA
village	village	175030202	Bulando	NA
village	village	175030203	Bulemere	NA
village	village	175030204	Buzinga	NA
village	village	175030205	Kankamba	NA
village	village	175030206	Kisekka A	NA
village	village	175030207	Kisekka B	NA
village	village	175030208	Kyembazzi	NA
village	village	175030301	Balimanyankya	NA
village	village	175030302	Buyiki	NA
village	village	175030303	Buziranduulu	NA
village	village	175030304	Kibubbu-Luwaama	NA
village	village	175030305	Kikenene A	NA
village	village	175030306	Kikenene B	NA
village	village	175030307	Lubanda	NA
village	village	175030308	Lwaggulwe	NA
village	village	175030309	Nakawanga A	NA
village	village	175030310	Nakawanga B	NA
village	village	175030401	Kalububbu	NA
village	village	175030402	Kanku	NA
village	village	175030403	Katooke	NA
village	village	175030404	Kiboobi	NA
village	village	175030405	Kiwangala	NA
village	village	175030406	Kyanangaazi	NA
village	village	175030407	Kyanukuzi	NA
village	village	175030408	Lukindu	NA
village	village	175030409	Migongo	NA
village	village	175030501	Bunyere	NA
village	village	175030502	Degeya	NA
village	village	175030503	Dongwa	NA
village	village	175030504	Kirayangoma	NA
village	village	175030505	Kyakanyomozi	NA
village	village	175030506	Kyamaganda	NA
village	village	175030507	Nakateete	NA
village	village	175030601	Buyoga A	NA
village	village	175030602	Buyoga B	NA
village	village	175030603	Kalagala	NA
village	village	175030604	Kalugulu	NA
village	village	175030605	Lwaggulwe	NA
village	village	175030606	Manja A	NA
village	village	175030607	Manja B	NA
village	village	175030608	Nabuyiki	NA
village	village	175030609	Nakateete	NA
village	village	175030610	Ngereko	NA
village	village	175040101	Bijaaba	NA
village	village	175040102	Birunuma	NA
village	village	175040103	Bizzo	NA
village	village	175040104	Busumbi	NA
village	village	175040105	Buwumuliro	NA
village	village	175040106	Garage	NA
village	village	175040107	Kakuuto	NA
village	village	175040108	Kamiti A	NA
village	village	175040109	Kamiti B	NA
village	village	175040110	Kapochi	NA
village	village	175040111	Kasambya	NA
village	village	175040112	Kikanika	NA
village	village	175040113	Kisaana	NA
village	village	175040201	Bakijjulula	NA
village	village	175040202	Bijaaba A	NA
village	village	175040203	Bijaaba B	NA
village	village	175040204	Bijaaba T.c	NA
village	village	175040205	Kabukye A	NA
village	village	175040206	Kabukye B	NA
village	village	175040207	Kagaaga	NA
village	village	175040208	Kanoni A	NA
village	village	175040209	Kanoni B	NA
village	village	175040210	Kasambya	NA
village	village	175040211	Kibimba A	NA
village	village	175040212	Kibimba B	NA
village	village	175040213	Kikasuka	NA
village	village	175040214	Kitwekyanjovu	NA
village	village	175040215	Kyampengere	NA
village	village	175040216	Lyangoma	NA
village	village	175040217	Nkokonjeru	NA
village	village	175040218	Nkundwa	NA
village	village	175040301	Busibo A	NA
village	village	175040302	Busibo B	NA
village	village	175040303	Busibo C	NA
village	village	175040304	Kalyamenvu A	NA
village	village	175040305	Kalyamenvu B	NA
village	village	175040306	Kamuwaza	NA
village	village	175040307	Katuulo	NA
village	village	175040308	Kyamusimba	NA
village	village	175040309	Lubaale A	NA
village	village	175040310	Lubaale B	NA
village	village	175040311	Lwempazi	NA
village	village	175040312	Lwensambya A	NA
village	village	175040313	Lwensambya B	NA
village	village	175040314	Singiro	NA
village	village	175040401	Bamunanika	NA
village	village	175040402	Buyingo	NA
village	village	175040403	Kabingo	NA
village	village	175040404	Kengwe	NA
village	village	175040405	Kirumba	NA
village	village	175040406	Kiteredde	NA
village	village	175040407	Kitongole	NA
village	village	175040408	Kiwogo	NA
village	village	175040409	Kyakanyenya	NA
village	village	175040410	Kyandazima	NA
village	village	175040411	Lusaka	NA
village	village	175040412	Lwera	NA
village	village	175040413	Lyakibiriizi	NA
village	village	175040414	Mpumudde	NA
village	village	175040415	Nagangabo	NA
village	village	175040416	Nakalago	NA
village	village	175050101	Central Zone	NA
village	village	175050102	Lwera	NA
village	village	175050201	Kanyogoga	NA
village	village	175050202	Luyembe	NA
village	village	175050203	Magatto	NA
village	village	175050204	Maida	NA
village	village	175050301	Bukyanagandi	NA
village	village	175050302	Lwentale	NA
village	village	175050303	Matanta	NA
village	village	175050304	Mweru	NA
village	village	175050401	Byuma	NA
village	village	175050402	Kanakulya	NA
village	village	175050403	Nakatete	NA
village	village	175060101	Bugonzi A	NA
village	village	175060102	Bugonzi B	NA
village	village	175060103	Kabusirabo	NA
village	village	175060104	Kalagala A	NA
village	village	175060105	Kalisizo	NA
village	village	175060106	Kamusenene	NA
village	village	175060107	Kigando	NA
village	village	175060108	Kinvunikidde	NA
village	village	175060109	Kyampisi	NA
village	village	175060110	Kyengera A	NA
village	village	175060111	Kyengera B	NA
village	village	175060112	Kyetume T.c B	NA
village	village	175060201	Bulasana	NA
village	village	175060202	Buswaga	NA
village	village	175060203	Byangiri	NA
village	village	175060204	Kabalungi	NA
village	village	175060205	Kabusirabo	NA
village	village	175060206	Kalugulu	NA
village	village	175060207	Kaserutwe	NA
village	village	175060208	Katoma	NA
village	village	175060209	Katosi	NA
village	village	175060210	Kibona	NA
village	village	175060211	Kitabyama	NA
village	village	175060212	Kito	NA
village	village	175060213	Kyasenya	NA
village	village	175060214	Luti	NA
village	village	175060215	Lwayebere	NA
village	village	175060216	Misenyi A	NA
village	village	175060217	Misenyi B	NA
village	village	175060218	Namisunga	NA
village	village	175060301	Bwanganyondo	NA
village	village	175060302	Gamugungu	NA
village	village	175060303	Gankanga	NA
village	village	175060304	Kajalubanda	NA
village	village	175060305	Kalagala B	NA
village	village	175060306	Kamusoga	NA
village	village	175060307	Kibundaaza	NA
village	village	175060308	Kyakabandagala	NA
village	village	175060309	Kyaluseesa	NA
village	village	175060310	Kyamukama	NA
village	village	175060311	Kyawagonya	NA
village	village	175060312	Kyetume T.c A	NA
village	village	175060313	Lwamanyonyi	NA
village	village	175060314	Lwempama	NA
village	village	175060315	Lwetamo	NA
village	village	175060316	Mpumudde	NA
village	village	175060317	Nakalinzi	NA
village	village	175060401	Bijugo	NA
village	village	175060402	Nakateete	NA
village	village	175060501	Kanyogoga	NA
village	village	175060502	Kitaziguluka	NA
village	village	175060503	Kyalutwaka	NA
village	village	175060504	Lutoma	NA
village	village	175060505	Lwebicuncu	NA
village	village	175060506	Lwemirondo	NA
village	village	175060507	Lwenziga	NA
village	village	175060508	Musubiro	NA
village	village	175060509	Muwangi	NA
village	village	175060510	Nkoma A	NA
village	village	175060511	Nkoma B	NA
village	village	175060601	Bulamazzi	NA
village	village	175060602	Buziranduulu	NA
village	village	175060603	Kafuuzi	NA
village	village	175060604	Kanyinya	NA
village	village	175060605	Kasaka	NA
village	village	175060606	Kawoko	NA
village	village	175060607	Kayinja	NA
village	village	175060608	Kijooga	NA
village	village	175060609	Kyantomi	NA
village	village	175060610	Lwenkakala	NA
village	village	175060611	Lwensinga	NA
village	village	175060612	Minyegenyo	NA
village	village	175060613	Nakiyaga	NA
village	village	175060614	Nakyenyi A	NA
village	village	175060615	Nakyenyi B	NA
