colOrder,variable,uniqueVar,dataFile,keepDiscard,notesForDL,codebookDescription,codebookValues,timeVarying,duplicated,dateTime,flag
9,blood,ext_crypto_dsmicro_3000::blood,ext_crypto_dsmicro_3000,keep,,BLOOD:,"0=No, 1=Trace, 2=Moderate, 3=Heavy.",,duplicated variable,,
8,consist,ext_crypto_dsmicro_3000::consist,ext_crypto_dsmicro_3000,keep,,Stool consistency.,"1=Normal,  2=Loose,  3=Liquid, 4=Watery",,duplicated variable,,
6,cry_qc,ext_crypto_dsmicro_3000::cry_qc,ext_crypto_dsmicro_3000,keep,,Crypto QUICK CHEK Result,"0=negative, 1=positive, 9= not done",,duplicated variable,,
5,doc,ext_crypto_dsmicro_3000::doc,ext_crypto_dsmicro_3000,keep,,Date of collection.,,,duplicated variable,,
3,dsno,ext_crypto_dsmicro_3000::dsno,ext_crypto_dsmicro_3000,keep,,Sample no,,,duplicated variable,,
16,ecoli,ext_crypto_dsmicro_3000::ecoli,ext_crypto_dsmicro_3000,keep,,ECOLI,"1 = Yes, 2 = No",,duplicated variable,,
17,enana,ext_crypto_dsmicro_3000::enana,ext_crypto_dsmicro_3000,keep,,ENANA,"1 = Yes, 2 = No",,duplicated variable,,
7,gia_qc,ext_crypto_dsmicro_3000::gia_qc,ext_crypto_dsmicro_3000,keep,,Giardia QUICK CHEK Result,"0=negative, 1=positive, 9= not done",,duplicated variable,,
21,giardia,ext_crypto_dsmicro_3000::giardia,ext_crypto_dsmicro_3000,keep,,GIARDIA,"1 = Yes, 2 = No",,duplicated variable,,
25,hnana,ext_crypto_dsmicro_3000::hnana,ext_crypto_dsmicro_3000,keep,,H.nana,"1 = Yes, 2 = No",,duplicated variable,,
24,hookw,ext_crypto_dsmicro_3000::hookw,ext_crypto_dsmicro_3000,keep,,Hook worm,"1 = Yes, 2 = No",,duplicated variable,,
18,ibut,ext_crypto_dsmicro_3000::ibut,ext_crypto_dsmicro_3000,keep,,IBUT,"1 = Yes, 2 = No",,duplicated variable,,
13,macroph,ext_crypto_dsmicro_3000::macroph,ext_crypto_dsmicro_3000,keep,,MICROPHAGES:," 1=0, 2=1-10, 3=11-20, 4=21-50, 5= >50.",,duplicated variable,,
15,microeh,ext_crypto_dsmicro_3000::microeh,ext_crypto_dsmicro_3000,keep,,Microscopic Eh/Ed.,"1=Yes,   2= No",,duplicated variable,,
10,mucus,ext_crypto_dsmicro_3000::mucus,ext_crypto_dsmicro_3000,keep,,MUCUS:,"0=No, 1=Trace, 2=Moderate, 3=Heavy.",,duplicated variable,,
1,pid,ext_crypto_dsmicro_3000::pid,ext_crypto_dsmicro_3000,discard,,ID,,,duplicated variable,,
12,puscell,ext_crypto_dsmicro_3000::puscell,ext_crypto_dsmicro_3000,keep,,PUSCELL: .,"1=0, 2=1-10, 3=11-20, 4=21-50, 5= >50",,duplicated variable,,
11,rbc,ext_crypto_dsmicro_3000::rbc,ext_crypto_dsmicro_3000,keep,,RBC:,"1=0, 2=1-10, 3=11-20, 4=21-50, 5= >50.",,duplicated variable,,
2,site,ext_crypto_dsmicro_3000::site,ext_crypto_dsmicro_3000,keep,,Study site,"1 = Mirpur,  2 = Mirzapur",,duplicated variable,,
4,specid,ext_crypto_dsmicro_3000::specid,ext_crypto_dsmicro_3000,keep,,Diarrheal stool specimen ID ( Diarrheal stool code =12) [ Site(1)-SID(4)-Specimen Code(2)-Sample Slno.(2) ],,,duplicated variable,,
26,ss,ext_crypto_dsmicro_3000::ss,ext_crypto_dsmicro_3000,keep,,SS,"1 = Yes, 2 = No",,duplicated variable,,
14,status,ext_crypto_dsmicro_3000::status,ext_crypto_dsmicro_3000,keep,,Status of  Protozoa:,"1=Yes,   0= No.",,duplicated variable,,
20,th,ext_crypto_dsmicro_3000::th,ext_crypto_dsmicro_3000,keep,,TH,"1 = Yes, 2 = No",,duplicated variable,,
23,tt,ext_crypto_dsmicro_3000::tt,ext_crypto_dsmicro_3000,keep,,Tricuria Tricuris,"1 = Yes, 2 = No",,duplicated variable,,
5,age,ext_crypto_enr7mo_3000::age,ext_crypto_enr7mo_3000,keep,,Age of woman (in years),,,duplicated variable,,
9,age1preg,ext_crypto_enr7mo_3000::age1preg,ext_crypto_enr7mo_3000,keep,,Age at first pregnancy (in years),,,duplicated variable,,
7,age_marr,ext_crypto_enr7mo_3000::age_marr,ext_crypto_enr7mo_3000,keep,,Age at first marriage (in years),,,duplicated variable,,
8,age_mena,ext_crypto_enr7mo_3000::age_mena,ext_crypto_enr7mo_3000,keep,,Age of menarche (in years),,,duplicated variable,,
15,calcium,ext_crypto_enr7mo_3000::calcium,ext_crypto_enr7mo_3000,keep,,Calcium (History of any supplementation during THIS pregnancy),"1 = Yes,  2 = No,   8 = Don't know",,duplicated variable,,
20,doc,ext_crypto_enr7mo_3000::doc,ext_crypto_enr7mo_3000,keep,,Date of collection (DD/MM/YYYY),,,duplicated variable,,
3,doe,ext_crypto_enr7mo_3000::doe,ext_crypto_enr7mo_3000,keep,,Date of Enrollment,,,duplicated variable,,
14,folic,ext_crypto_enr7mo_3000::folic,ext_crypto_enr7mo_3000,keep,,Folic acid (History of any supplementation during THIS pregnancy),"1 = Yes,  2 = No,   8 = Don't know",,duplicated variable,,
23,ht,ext_crypto_enr7mo_3000::ht,ext_crypto_enr7mo_3000,keep,,Height in cm (at 7 mos),,,duplicated variable,,
13,iron,ext_crypto_enr7mo_3000::iron,ext_crypto_enr7mo_3000,keep,,Iron (History of any supplementation during THIS pregnancy),"1 = Yes,  2 = No,   8 = Don't know",,duplicated variable,,
24,muac,ext_crypto_enr7mo_3000::muac,ext_crypto_enr7mo_3000,keep,,MUAC in cm (at 7 mos),,,duplicated variable,,
10,n_living,ext_crypto_enr7mo_3000::n_living,ext_crypto_enr7mo_3000,keep,,Total live births in lifetime (except this pregnancy),,,duplicated variable,,
6,n_marr,ext_crypto_enr7mo_3000::n_marr,ext_crypto_enr7mo_3000,keep,,Number of marriages,,,duplicated variable,,
11,n_stillb,ext_crypto_enr7mo_3000::n_stillb,ext_crypto_enr7mo_3000,keep,,"Number of still birth/death/ abortion/Menstrual regulation (MR), Dilation, Evacuation and Curettage (DE&C)",,,duplicated variable,,
1,pid,ext_crypto_enr7mo_3000::pid,ext_crypto_enr7mo_3000,discard,,ID,,,duplicated variable,,
4,place,ext_crypto_enr7mo_3000::place,ext_crypto_enr7mo_3000,keep,,Place of enrollment,"1 = Home, 2 = Health facility",,duplicated variable,,
2,site,ext_crypto_enr7mo_3000::site,ext_crypto_enr7mo_3000,keep,,Study site,"1 = Mirpur,  2 = Mirzapur",,duplicated variable,,
18,specify,ext_crypto_enr7mo_3000::specify,ext_crypto_enr7mo_3000,keep,,If Q11f (other) yes then specify.,"1=Vitamin B complex/Vplex, 2=Multi Vitamin, 3=ESKA SAF",,duplicated variable,,
17,supple_o,ext_crypto_enr7mo_3000::supple_o,ext_crypto_enr7mo_3000,keep,,Other (History of any supplementation during THIS pregnancy),"1 = Yes,  2 = No,   8 = Don't know",,duplicated variable,,
19,tt,ext_crypto_enr7mo_3000::tt,ext_crypto_enr7mo_3000,keep,,Number of Tetanus Toxoid (TT) doses received during THIS pregnancy,,,duplicated variable,,
16,vitamin,ext_crypto_enr7mo_3000::vitamin,ext_crypto_enr7mo_3000,keep,,Vitamin A (History of any supplementation during THIS pregnancy),"1 = Yes,  2 = No,   8 = Don't know",,duplicated variable,,
21,vtype,ext_crypto_enr7mo_3000::vtype,ext_crypto_enr7mo_3000,keep,,Anthro Number is [AN0]. (at 7th month of pregnancy),,,duplicated variable,,
22,wt,ext_crypto_enr7mo_3000::wt,ext_crypto_enr7mo_3000,keep,,Weight in kg (at 7 mos),,,duplicated variable,,
12,zinc,ext_crypto_enr7mo_3000::zinc,ext_crypto_enr7mo_3000,keep,,Zinc (History of any supplementation during THIS pregnancy),"1 = Yes,  2 = No,   8 = Don't know",,duplicated variable,,
4,an_num,ext_crypto_manthro_2000::an_num,ext_crypto_manthro_2000,keep,,Anthro Number," 1= Within 1 month post partum, 2= At 4 months of breastfeeding (+ 7 days)",,duplicated variable,,
7,bmi,ext_crypto_manthro_2000::bmi,ext_crypto_manthro_2000,keep,,BMI,,,duplicated variable,,
3,doc,ext_crypto_manthro_2000::doc,ext_crypto_manthro_2000,keep,,Date of collection;,09/09/9999 = not collected,,duplicated variable,,
6,ht,ext_crypto_manthro_2000::ht,ext_crypto_manthro_2000,keep,,Height in cm,999.99 means not collected,,duplicated variable,,
8,muac,ext_crypto_manthro_2000::muac,ext_crypto_manthro_2000,keep,,Muac in cm,99.99 means not collected,,duplicated variable,,
1,pid,ext_crypto_manthro_2000::pid,ext_crypto_manthro_2000,discard,,ID,,,duplicated variable,,
2,site,ext_crypto_manthro_2000::site,ext_crypto_manthro_2000,keep,,Study site,"1 = Mirpur,  2 = Mirzapur",,duplicated variable,,
5,wt,ext_crypto_manthro_2000::wt,ext_crypto_manthro_2000,keep,,Weight in Kg.,999.99 means not collected,,duplicated variable,,
4,an_num,ext_crypto_manthro_3000::an_num,ext_crypto_manthro_3000,keep,,Anthro Number,"1= Within 1 month post partum, 2= At 4 months of breastfeeding (+ 7 days)",,duplicated variable,,
7,bmi,ext_crypto_manthro_3000::bmi,ext_crypto_manthro_3000,keep,,bmi,,,duplicated variable,,
3,doc,ext_crypto_manthro_3000::doc,ext_crypto_manthro_3000,keep,,Date of collection,09/09/9999 = not collected,,duplicated variable,,
6,ht,ext_crypto_manthro_3000::ht,ext_crypto_manthro_3000,keep,,Height in cm,999.99 means not collected,,duplicated variable,,
8,muac,ext_crypto_manthro_3000::muac,ext_crypto_manthro_3000,keep,,Muac in cm,999.99 means not collected,,duplicated variable,,
1,pid,ext_crypto_manthro_3000::pid,ext_crypto_manthro_3000,discard,,ID,,,duplicated variable,,
2,site,ext_crypto_manthro_3000::site,ext_crypto_manthro_3000,keep,,Study site,"1 = Mirpur,  2 = Mirzapur",,duplicated variable,,
5,wt,ext_crypto_manthro_3000::wt,ext_crypto_manthro_3000,keep,,Weight in Kg,999.99 means not collected,,duplicated variable,,
6,age,ext_crypto_menr_2000::age,ext_crypto_menr_2000,keep,,Age of woman (in years),,,duplicated variable,,
10,age1preg,ext_crypto_menr_2000::age1preg,ext_crypto_menr_2000,keep,,Age at first pregnancy (in years),,,duplicated variable,,
8,age_marr,ext_crypto_menr_2000::age_marr,ext_crypto_menr_2000,keep,,Age at first marriage (in years),,,duplicated variable,,
9,age_mena,ext_crypto_menr_2000::age_mena,ext_crypto_menr_2000,keep,,Age of menarche (in years),,,duplicated variable,,
17,calcium,ext_crypto_menr_2000::calcium,ext_crypto_menr_2000,keep,,Calcium,"1 = Yes,  2 = No,   8 = Don't know",,duplicated variable,,
13,delivery,ext_crypto_menr_2000::delivery,ext_crypto_menr_2000,keep,,Current delivery status,"1=Vaginal, 2=Caesarian",,,,
4,dob_m,ext_crypto_menr_2000::dob_m,ext_crypto_menr_2000,keep,,Date of Birth of mother,,,,,
3,doe,ext_crypto_menr_2000::doe,ext_crypto_menr_2000,keep,,Date of Enrollment,,,duplicated variable,,
16,folic,ext_crypto_menr_2000::folic,ext_crypto_menr_2000,keep,,Folic acid,"1 = Yes,  2 = No,   8 = Don't know",,duplicated variable,,
15,iron,ext_crypto_menr_2000::iron,ext_crypto_menr_2000,keep,,Iron,"1 = Yes,  2 = No,   8 = Don't know",,duplicated variable,,
11,n_living,ext_crypto_menr_2000::n_living,ext_crypto_menr_2000,keep,,Total live births in lifetime (including the current one),,,duplicated variable,,
7,n_marr,ext_crypto_menr_2000::n_marr,ext_crypto_menr_2000,keep,,Number of marriages,,,duplicated variable,,
12,n_stillb,ext_crypto_menr_2000::n_stillb,ext_crypto_menr_2000,keep,,"Number of still birth/death/ abortion/Menstrual regulation (MR), Dilation, Evacuation and Curettage (DE&C)",,,duplicated variable,,
1,pid,ext_crypto_menr_2000::pid,ext_crypto_menr_2000,discard,,ID,,,duplicated variable,,
5,place,ext_crypto_menr_2000::place,ext_crypto_menr_2000,keep,,Place of enrollment," 1 = Home, 2 = Health facility",,duplicated variable,,
2,site,ext_crypto_menr_2000::site,ext_crypto_menr_2000,keep,,Study site,"1 = Mirpur,  2 = Mirzapur",,duplicated variable,,
20,specify,ext_crypto_menr_2000::specify,ext_crypto_menr_2000,keep,,If Q11f (other) yes then specify.,"1=Vitamin B complex/Vplex, 2=Multi Vitamin, 3=ESKA SAF",,duplicated variable,,
19,supple_o,ext_crypto_menr_2000::supple_o,ext_crypto_menr_2000,keep,,Other supplements,"1 = Yes,  2 = No,   8 = Don't know",,duplicated variable,,
21,tt,ext_crypto_menr_2000::tt,ext_crypto_menr_2000,keep,,Number of Tetanus Toxoid (TT) doses received during THIS pregnancy,,,duplicated variable,,
18,vitamin,ext_crypto_menr_2000::vitamin,ext_crypto_menr_2000,keep,,Vitamin A,"1 = Yes,  2 = No,   8 = Don't know",,duplicated variable,,
14,zinc,ext_crypto_menr_2000::zinc,ext_crypto_menr_2000,keep,,Zinc,"1 = Yes,  2 = No,   8 = Don't know",,duplicated variable,,
7,aged,ext_crypto_mgmt_cranthz_2000::aged,ext_crypto_mgmt_cranthz_2000,keep,,Child age in days,"""""""""-9 = not available""""""""",,duplicated variable,,
8,agem,ext_crypto_mgmt_cranthz_2000::agem,ext_crypto_mgmt_cranthz_2000,keep,,Child age in months,"""""""""-9 = not available""""""""",,duplicated variable,,
14,baz,ext_crypto_mgmt_cranthz_2000::baz,ext_crypto_mgmt_cranthz_2000,keep,,WHO BMI for age Z score,"""""""""-9 = missing""""""""",,duplicated variable,,
4,dob,ext_crypto_mgmt_cranthz_2000::dob,ext_crypto_mgmt_cranthz_2000,keep,,Date of Birth,,,duplicated variable,,
3,doc,ext_crypto_mgmt_cranthz_2000::doc,ext_crypto_mgmt_cranthz_2000,keep,,Date of measurement,,,duplicated variable,,
12,haz,ext_crypto_mgmt_cranthz_2000::haz,ext_crypto_mgmt_cranthz_2000,keep,,WHO Height for age Z score,"""""""""-9 = missing""""""""",,duplicated variable,,
10,htcm,ext_crypto_mgmt_cranthz_2000::htcm,ext_crypto_mgmt_cranthz_2000,keep,,Height in Centimeter (CM).,999.9 = not collected.,,duplicated variable,,
15,muac,ext_crypto_mgmt_cranthz_2000::muac,ext_crypto_mgmt_cranthz_2000,keep,,Mid-upper-arm circumference in Centimeter (CM).,99.9 = not collected.,,duplicated variable,,
16,muacz,ext_crypto_mgmt_cranthz_2000::muacz,ext_crypto_mgmt_cranthz_2000,keep,,muacz,,,duplicated variable,,
1,pid,ext_crypto_mgmt_cranthz_2000::pid,ext_crypto_mgmt_cranthz_2000,discard,,ID,,,duplicated variable,,
5,sex,ext_crypto_mgmt_cranthz_2000::sex,ext_crypto_mgmt_cranthz_2000,keep,,Gender of Child,"1 = Male,  2 = Female",,duplicated variable,,
2,site,ext_crypto_mgmt_cranthz_2000::site,ext_crypto_mgmt_cranthz_2000,keep,,Study site,"1 = Mirpur,  2 = Mirzapur",,duplicated variable,,
6,vtype,ext_crypto_mgmt_cranthz_2000::vtype,ext_crypto_mgmt_cranthz_2000,keep,,Visit type(Anthro information collected at following time),"[AN01]=At Enrollment,          [AN02]=At 3 months,                           [AN03]=At 4.5 months,          [AN04]=At 6 months                            [AN05]=At 9 months,              [AN06]=At 12 months                          [AN07]=At 15 months             [AN08]=At 18 months                          [AN09]=At 21 months             [AN10]=At 24 months",,duplicated variable,,
13,waz,ext_crypto_mgmt_cranthz_2000::waz,ext_crypto_mgmt_cranthz_2000,keep,,WHO Weight for age Z score,"""""""""-9 = missing""""""""",,duplicated variable,,
11,whz,ext_crypto_mgmt_cranthz_2000::whz,ext_crypto_mgmt_cranthz_2000,keep,,WHO Weight for height Z score,"""""""""-9 = missing""""""""",,duplicated variable,,
9,wtkg,ext_crypto_mgmt_cranthz_2000::wtkg,ext_crypto_mgmt_cranthz_2000,keep,,Weight in Kilogram (KG).,99.99 = not collected.,,duplicated variable,,
7,aged,ext_crypto_mgmt_cranthz_3000::aged,ext_crypto_mgmt_cranthz_3000,keep,,Child age in days,,,duplicated variable,,
8,agem,ext_crypto_mgmt_cranthz_3000::agem,ext_crypto_mgmt_cranthz_3000,keep,,Child age in months,-9 = not available',,duplicated variable,,
14,baz,ext_crypto_mgmt_cranthz_3000::baz,ext_crypto_mgmt_cranthz_3000,keep,,WHO BMI for age Z score,-9 = not available',,duplicated variable,,
4,dob,ext_crypto_mgmt_cranthz_3000::dob,ext_crypto_mgmt_cranthz_3000,keep,,Date of Birth,,,duplicated variable,,
3,doc,ext_crypto_mgmt_cranthz_3000::doc,ext_crypto_mgmt_cranthz_3000,keep,,Date of visit,,,duplicated variable,,
12,haz,ext_crypto_mgmt_cranthz_3000::haz,ext_crypto_mgmt_cranthz_3000,keep,,WHO Height for age Z score,-9 = not available',,duplicated variable,,
10,htcm,ext_crypto_mgmt_cranthz_3000::htcm,ext_crypto_mgmt_cranthz_3000,keep,,Height in Centimeter (CM).,999.9 = not collected,,duplicated variable,,
15,muac,ext_crypto_mgmt_cranthz_3000::muac,ext_crypto_mgmt_cranthz_3000,keep,,Mid-upper-arm circumference in Centimeter (CM).,99.9 = not collected,,duplicated variable,,
16,muacz,ext_crypto_mgmt_cranthz_3000::muacz,ext_crypto_mgmt_cranthz_3000,keep,,muacz,,,duplicated variable,,
1,pid,ext_crypto_mgmt_cranthz_3000::pid,ext_crypto_mgmt_cranthz_3000,discard,,ID,,,duplicated variable,,
5,sex,ext_crypto_mgmt_cranthz_3000::sex,ext_crypto_mgmt_cranthz_3000,keep,,Gender of Child,"1 = Male, 2 = Female",,duplicated variable,,
2,site,ext_crypto_mgmt_cranthz_3000::site,ext_crypto_mgmt_cranthz_3000,keep,,Study site,"1 = Mirpur,  2 = Mirzapur",,duplicated variable,,
6,vtype,ext_crypto_mgmt_cranthz_3000::vtype,ext_crypto_mgmt_cranthz_3000,keep,,Visit type(Anthro information collected at following time),"[AN01]=At Enrollment, [AN02]=At 3 months,   [AN03]=At 4.5 months,  [AN04]=At 6 months ,   [AN05]=At 9 months,   [AN06]=At 12 months,                          [AN07]=At 15 months, [AN08]=At 18 months, [AN09]=At 21 months             [AN10]=At 24 months",,duplicated variable,,
13,waz,ext_crypto_mgmt_cranthz_3000::waz,ext_crypto_mgmt_cranthz_3000,keep,,WHO Weight for age Z score,-9 = not available',,duplicated variable,,
11,whz,ext_crypto_mgmt_cranthz_3000::whz,ext_crypto_mgmt_cranthz_3000,keep,,WHO Weight for height Z score,-9 = not available',,duplicated variable,,
9,wtkg,ext_crypto_mgmt_cranthz_3000::wtkg,ext_crypto_mgmt_cranthz_3000,keep,,Weight in Kilogram (KG),99.99 = not collected,,duplicated variable,,
4,dirend,ext_crypto_mgmt_diarepi_dur_2000::dirend,ext_crypto_mgmt_diarepi_dur_2000,keep,,End Date of diarrhea for this episode,,,duplicated variable,,
3,dirstrt,ext_crypto_mgmt_diarepi_dur_2000::dirstrt,ext_crypto_mgmt_diarepi_dur_2000,keep,,First date of diarrhea for this episode,,,duplicated variable,,
5,duration,ext_crypto_mgmt_diarepi_dur_2000::duration,ext_crypto_mgmt_diarepi_dur_2000,keep,,Duration of diarrhea during the episode _ includes non-diarrheal days if < 2days during the episode,,,duplicated variable,,
2,epinum,ext_crypto_mgmt_diarepi_dur_2000::epinum,ext_crypto_mgmt_diarepi_dur_2000,keep,,Episode number,,,duplicated variable,,
1,pid,ext_crypto_mgmt_diarepi_dur_2000::pid,ext_crypto_mgmt_diarepi_dur_2000,discard,,ID,,,duplicated variable,,
6,depidays,ext_crypto_mgmt_diarepi_dur_3000::depidays,ext_crypto_mgmt_diarepi_dur_3000,keep,,Actual count of diarrheal days during the episode,,,,,
4,dirend,ext_crypto_mgmt_diarepi_dur_3000::dirend,ext_crypto_mgmt_diarepi_dur_3000,keep,,End Date of diarrhea for this episode,,,duplicated variable,,
3,dirstrt,ext_crypto_mgmt_diarepi_dur_3000::dirstrt,ext_crypto_mgmt_diarepi_dur_3000,keep,,First date of diarrhea for this episode,,,duplicated variable,,
5,duration,ext_crypto_mgmt_diarepi_dur_3000::duration,ext_crypto_mgmt_diarepi_dur_3000,keep,,Duration of diarrhea during the episode _ includes non-diarrheal days if < 2days during the episode,,,duplicated variable,,
2,epinum,ext_crypto_mgmt_diarepi_dur_3000::epinum,ext_crypto_mgmt_diarepi_dur_3000,keep,,Episode number,,,duplicated variable,,
1,pid,ext_crypto_mgmt_diarepi_dur_3000::pid,ext_crypto_mgmt_diarepi_dur_3000,discard,,ID,,,duplicated variable,,
6,cryctrt,ext_crypto_ms_rt_2000::cryctrt,ext_crypto_ms_rt_2000,keep,,Cryptosporidium Real time PCR value. Positive value is Cryctrt>0.0,,,duplicated variable,,
5,doc,ext_crypto_ms_rt_2000::doc,ext_crypto_ms_rt_2000,keep,,Date of collection.,,,duplicated variable,,
7,ehctrt,ext_crypto_ms_rt_2000::ehctrt,ext_crypto_ms_rt_2000,keep,,E.Histolitica Real time PCR value. Positive value is Cryctrt>0.0,,,duplicated variable,,
8,giactrt,ext_crypto_ms_rt_2000::giactrt,ext_crypto_ms_rt_2000,keep,,Giardia Real time PCR value. Positive value is Cryctrt>0.0,,,duplicated variable,,
3,msno,ext_crypto_ms_rt_2000::msno,ext_crypto_ms_rt_2000,keep,,Sample no,,,duplicated variable,,
1,pid,ext_crypto_ms_rt_2000::pid,ext_crypto_ms_rt_2000,discard,,ID,,,duplicated variable,,
2,site,ext_crypto_ms_rt_2000::site,ext_crypto_ms_rt_2000,keep,,Study site,"1 = Mirpur,  2 = Mirzapur",,duplicated variable,,
4,specid,ext_crypto_ms_rt_2000::specid,ext_crypto_ms_rt_2000,keep,,Monthly stool specimen ID (Monthly stool code =10)                                          [ Site(1)-SID(4)-Specimen Code(2)-Sample Slno.(2) ],,,duplicated variable,,
6,cryctrt,ext_crypto_ms_rt_3000::cryctrt,ext_crypto_ms_rt_3000,keep,,Cryptosporidium Real time PCR value. Positive value is Cryctrt>0.0,,,duplicated variable,,
5,doc,ext_crypto_ms_rt_3000::doc,ext_crypto_ms_rt_3000,keep,,Date of collection.,,,duplicated variable,,
7,ehctrt,ext_crypto_ms_rt_3000::ehctrt,ext_crypto_ms_rt_3000,keep,,E.Histolitica Real time PCR value. Positive value is Cryctrt>0.0,,,duplicated variable,,
8,giactrt,ext_crypto_ms_rt_3000::giactrt,ext_crypto_ms_rt_3000,keep,,Giardia Real time PCR value. Positive value is Cryctrt>0.0,,,duplicated variable,,
3,msno,ext_crypto_ms_rt_3000::msno,ext_crypto_ms_rt_3000,keep,,Sample no,,,duplicated variable,,
1,pid,ext_crypto_ms_rt_3000::pid,ext_crypto_ms_rt_3000,discard,,ID,,,duplicated variable,,
2,site,ext_crypto_ms_rt_3000::site,ext_crypto_ms_rt_3000,keep,,Study site,"1 = Mirpur,  2 = Mirzapur",,duplicated variable,,
4,specid,ext_crypto_ms_rt_3000::specid,ext_crypto_ms_rt_3000,keep,,Monthly stool specimen ID (Monthly stool code =10)   [ Site(1)-SID(4)-Specimen Code(2)-Sample Slno.(2) ],,,duplicated variable,,
9,bl_bmdrn,ext_crypto_mscr_2000::bl_bmdrn,ext_crypto_mscr_2000,discard,,Mother not willing to have blood draw and breast milk expression,"1 = Yes, 2 = No",,duplicated variable,,
5,c_part,ext_crypto_mscr_2000::c_part,ext_crypto_mscr_2000,discard,,Is child eligible to participate in the study?,"1 = Yes, 2 = No",,,,
3,doi,ext_crypto_mscr_2000::doi,ext_crypto_mscr_2000,discard,,Date of Interview (DD/MM/YYYY),,,duplicated variable,,
12,eligible,ext_crypto_mscr_2000::eligible,ext_crypto_mscr_2000,discard,,Is mother eligible to participate in the study?,"1 = Yes, 2 = No",,duplicated variable,,
4,m_part,ext_crypto_mscr_2000::m_part,ext_crypto_mscr_2000,discard,,Is mother willing to participate in the study?,"1 = Yes, 2 = No",,,,
10,oth_study,ext_crypto_mscr_2000::oth_study,ext_crypto_mscr_2000,discard,,Are parents planning to enroll child into another interventional study in the next two years?,"1 = Yes, 2 = No",,duplicated variable,,
1,pid,ext_crypto_mscr_2000::pid,ext_crypto_mscr_2000,discard,,ID,,,duplicated variable,,
6,preg_age,ext_crypto_mscr_2000::preg_age,ext_crypto_mscr_2000,discard,,Is pregnant women's age more than 18 years?,"1 = Yes, 2 = No",,duplicated variable,,
2,site,ext_crypto_mscr_2000::site,ext_crypto_mscr_2000,discard,,Study site,"1 = Mirpur,  2 = Mirzapur",,duplicated variable,,
8,specify,ext_crypto_mscr_2000::specify,ext_crypto_mscr_2000,discard,,"If no, then specify. ","8= N/A, 9=Missing",,duplicated variable,,
7,stab_hh,ext_crypto_mscr_2000::stab_hh,ext_crypto_mscr_2000,discard,,Stable household with no plans to leave the area for the next two years.,"1 = Yes, 2 = No",,duplicated variable,,
11,visit,ext_crypto_mscr_2000::visit,ext_crypto_mscr_2000,discard,,Parents not willing to have field research assistance in home two times per week,"1 = Yes, 2 = No",,duplicated variable,,
10,bl_bmdrn,ext_crypto_scr7mo_3000::bl_bmdrn,ext_crypto_scr7mo_3000,discard,,Mother not willing to have blood draw and breast milk expression.,"1 = Yes,  2 = No",,duplicated variable,,
4,consent,ext_crypto_scr7mo_3000::consent,ext_crypto_scr7mo_3000,discard,,Has the mother signed the Consent form?,"1 = Yes,  2 = No",,duplicated variable,,
3,doi,ext_crypto_scr7mo_3000::doi,ext_crypto_scr7mo_3000,discard,,Date of Interview,,,duplicated variable,,
12,eligible,ext_crypto_scr7mo_3000::eligible,ext_crypto_scr7mo_3000,discard,,Is the Pg woman eligible to participate in the study?,"1 = Yes,  2 = No",,duplicated variable,,
6,mon7,ext_crypto_scr7mo_3000::mon7,ext_crypto_scr7mo_3000,discard,,"Is this a 7th month""""""""""""""""s pregnancy from LMP?","1 = Yes,  2 = No",,,,
11,oth_study,ext_crypto_scr7mo_3000::oth_study,ext_crypto_scr7mo_3000,discard,,Are parents planning to enroll child into another interventional study in the next two years?,"1 = Yes,  2 = No",,duplicated variable,,
7,pg_stat,ext_crypto_scr7mo_3000::pg_stat,ext_crypto_scr7mo_3000,discard,,Mothers having a healthy pregnancy (Exclude pre-eclampsia by identifying any one below) (1=yes & 2=no)                                                   a. Hypertension                                                                                                                                                     b. Protienuria  Â          yes                                                                                                                             c.Oedema,"1 = Yes,  2 = No",,,,
1,pid,ext_crypto_scr7mo_3000::pid,ext_crypto_scr7mo_3000,discard,,ID,,,duplicated variable,,
5,preg_age,ext_crypto_scr7mo_3000::preg_age,ext_crypto_scr7mo_3000,discard,,Is pg women age more than 18 years?,"1 = Yes,  2 = No",,duplicated variable,,
2,site,ext_crypto_scr7mo_3000::site,ext_crypto_scr7mo_3000,discard,,Study site,"1 = Mirpur,  2 = Mirzapur",,duplicated variable,,
9,specify,ext_crypto_scr7mo_3000::specify,ext_crypto_scr7mo_3000,discard,,"If No, then specify",,,duplicated variable,,
8,stab_hh,ext_crypto_scr7mo_3000::stab_hh,ext_crypto_scr7mo_3000,discard,,Stable household with no plans to leave the area for the next two years.,"1 = Yes,  2 = No",,duplicated variable,,
49,agent_a,ext_crypto_ses_2000::agent_a,ext_crypto_ses_2000,keep,,Hand Washing Practice:  Type of agent use in hand washing before /after FEEDING.,"Water = 1,   Mud = 2,   Ash = 3, Soap = 4, Other = 5, None=9",,duplicated variable,,
52,agent_b,ext_crypto_ses_2000::agent_b,ext_crypto_ses_2000,keep,,EATING: codes same as AGENT_A,,,duplicated variable,,
55,agent_c,ext_crypto_ses_2000::agent_c,ext_crypto_ses_2000,keep,,DEFECATING: codes same as AGENT_A,,,duplicated variable,,
58,agent_d,ext_crypto_ses_2000::agent_d,ext_crypto_ses_2000,keep,,CLEANING infants bottle : codes same as AGENT_A,,,duplicated variable,,
