colOrder,variable,uniqueVar,dataFile,keepDiscard,notesForDL,codebookDescription,codebookValues,timeVarying,duplicated,dateTime,flag
2,site,ext_crypt_cs_lm::site,ext_crypt_cs_lm,keep,,Site,"1=Mirpur, 2=Mirzapur",,duplicated variable,,
8,specdt,ext_crypt_cs_lm::specdt,ext_crypt_cs_lm,keep,,Specimen collection date,,,duplicated variable,,
3,specnum,ext_crypt_cs_lm::specnum,ext_crypt_cs_lm,keep,,Specimen number,44=Infant Urine,,duplicated variable,,
5,specseq,ext_crypt_cs_lm::specseq,ext_crypt_cs_lm,keep,,Specimen sequence,1= week 12-before taking solution; 2=Week 12-2 hour after taking solution;  4= Week 52,,duplicated variable,,
4,spectype,ext_crypt_cs_lm::spectype,ext_crypt_cs_lm,keep,,Specimen type,,,duplicated variable,,
6,aged,ext_crypt_cs_mpo_infant::aged,ext_crypt_cs_mpo_infant,keep,,Age in Days,,,duplicated variable,,
8,assydt,ext_crypt_cs_mpo_infant::assydt,ext_crypt_cs_mpo_infant,discard,,Assay Date,,,duplicated variable,,
13,batch,ext_crypt_cs_mpo_infant::batch,ext_crypt_cs_mpo_infant,discard,,Batch number,,,duplicated variable,,
12,comnt,ext_crypt_cs_mpo_infant::comnt,ext_crypt_cs_mpo_infant,discard,,Comment,,,duplicated variable,,
9,mpo,ext_crypt_cs_mpo_infant::mpo,ext_crypt_cs_mpo_infant,keep,,Myeloperoxidase result ng/ml,#NAME?,,duplicated variable,,
1,pid,ext_crypt_cs_mpo_infant::pid,ext_crypt_cs_mpo_infant,discard,,Child ID,,,duplicated variable,,
10,rept,ext_crypt_cs_mpo_infant::rept,ext_crypt_cs_mpo_infant,keep,,Do you need to Repeat Sample?,"1 = Yes, 2 = No",,duplicated variable,,
11,resn,ext_crypt_cs_mpo_infant::resn,ext_crypt_cs_mpo_infant,keep,,Reason for repeating,"3=Sample out of range, 4=Assay failed, -9 = Not applicable",,duplicated variable,,
2,site,ext_crypt_cs_mpo_infant::site,ext_crypt_cs_mpo_infant,keep,,Site,"1=Mirpur, 2=Mirzapur",,duplicated variable,,
7,specdt,ext_crypt_cs_mpo_infant::specdt,ext_crypt_cs_mpo_infant,keep,,Date of specimen collection,,,duplicated variable,,
3,specnum,ext_crypt_cs_mpo_infant::specnum,ext_crypt_cs_mpo_infant,keep,,Specimen number,10=Infant Stool Monthly,,duplicated variable,,
5,specseq,ext_crypt_cs_mpo_infant::specseq,ext_crypt_cs_mpo_infant,keep,,Specimen sequence,"1= Month 1; 3= Month 3; 6=Month 6, 12= Month 12; 36 = Month 36;  88=week 18 sub-sample participated in SIBO study) ",,duplicated variable,,
4,spectype,ext_crypt_cs_mpo_infant::spectype,ext_crypt_cs_mpo_infant,keep,,Specimen type,,,duplicated variable,,
8,assydt,ext_crypt_cs_mpo_mother::assydt,ext_crypt_cs_mpo_mother,discard,,Assay Date,,,duplicated variable,,
13,batch,ext_crypt_cs_mpo_mother::batch,ext_crypt_cs_mpo_mother,discard,,Batch number,,,duplicated variable,,
12,comnt,ext_crypt_cs_mpo_mother::comnt,ext_crypt_cs_mpo_mother,discard,,Comment,,,duplicated variable,,
9,mpo,ext_crypt_cs_mpo_mother::mpo,ext_crypt_cs_mpo_mother,keep,,Myeloperoxidase result ng/ml,#NAME?,,duplicated variable,,
1,pid,ext_crypt_cs_mpo_mother::pid,ext_crypt_cs_mpo_mother,discard,,Child ID,,,duplicated variable,,
10,rept,ext_crypt_cs_mpo_mother::rept,ext_crypt_cs_mpo_mother,keep,,Do you need to Repeat Sample?,"1 = Yes, 2 = No",,duplicated variable,,
11,resn,ext_crypt_cs_mpo_mother::resn,ext_crypt_cs_mpo_mother,keep,,Reason for repeating,"3=Sample out of range, 4 = Assay failed, -9 = Not applicable",,duplicated variable,,
2,site,ext_crypt_cs_mpo_mother::site,ext_crypt_cs_mpo_mother,keep,,Site,"1=Mirpur, 2=Mirzapur",,duplicated variable,,
7,specdt,ext_crypt_cs_mpo_mother::specdt,ext_crypt_cs_mpo_mother,keep,,Date of specimen collection,,,duplicated variable,,
3,specnum,ext_crypt_cs_mpo_mother::specnum,ext_crypt_cs_mpo_mother,keep,,Specimen number,88 = Mother Stool,,duplicated variable,,
5,specseq,ext_crypt_cs_mpo_mother::specseq,ext_crypt_cs_mpo_mother,keep,,Specimen sequence,1= Within 30 days,,duplicated variable,,
4,spectype,ext_crypt_cs_mpo_mother::spectype,ext_crypt_cs_mpo_mother,keep,,Specimen type,,,duplicated variable,,
6,visit,ext_crypt_cs_mpo_mother::visit,ext_crypt_cs_mpo_mother,keep,,Study Visit,,,duplicated variable,,
7,arm,ext_crypt_cs_polio_sna::arm,ext_crypt_cs_polio_sna,keep,,Arm,,,duplicated variable,,
18,batch,ext_crypt_cs_polio_sna::batch,ext_crypt_cs_polio_sna,discard,,Batch number,,,duplicated variable,,
10,p1_plate,ext_crypt_cs_polio_sna::p1_plate,ext_crypt_cs_polio_sna,discard,,Assay Plate Number,,,,,
1,pid,ext_crypt_cs_polio_sna::pid,ext_crypt_cs_polio_sna,discard,,Child ID,,,duplicated variable,,
11,position,ext_crypt_cs_polio_sna::position,ext_crypt_cs_polio_sna,discard,,Position on the plate,,,,,
9,run,ext_crypt_cs_polio_sna::run,ext_crypt_cs_polio_sna,discard,,Assay Run Number,,,,,
15,s1_comment,ext_crypt_cs_polio_sna::s1_comment,ext_crypt_cs_polio_sna,discard,,Comments,,,,,
16,s2_comment,ext_crypt_cs_polio_sna::s2_comment,ext_crypt_cs_polio_sna,discard,,Comments,,,,,
17,s3_comment,ext_crypt_cs_polio_sna::s3_comment,ext_crypt_cs_polio_sna,discard,,Comments,,,,,
12,sabin.1,ext_crypt_cs_polio_sna::sabin.1,ext_crypt_cs_polio_sna,keep,,Titer Sabin 1 Log base 2 values (<3 =seronegative ),,,,,
13,sabin.2,ext_crypt_cs_polio_sna::sabin.2,ext_crypt_cs_polio_sna,keep,,Titer Sabin 2 Log base 2 values,,,,,
14,sabin.3,ext_crypt_cs_polio_sna::sabin.3,ext_crypt_cs_polio_sna,keep,,Titer Sabin 3 Log base 2 values,,,,,
8,seranum,ext_crypt_cs_polio_sna::seranum,ext_crypt_cs_polio_sna,keep,,Plasma #,,,,,
2,site,ext_crypt_cs_polio_sna::site,ext_crypt_cs_polio_sna,keep,,Site,"1=Mirpur, 2=Mirzapur",,duplicated variable,,
3,specnum,ext_crypt_cs_polio_sna::specnum,ext_crypt_cs_polio_sna,keep,,Specimen number,33=Infant Blood,,duplicated variable,,
5,specseq,ext_crypt_cs_polio_sna::specseq,ext_crypt_cs_polio_sna,keep,,Specimen sequence,1=Week 18,,duplicated variable,,
4,spectype,ext_crypt_cs_polio_sna::spectype,ext_crypt_cs_polio_sna,keep,,Specimen type,,,duplicated variable,,
6,vstwk,ext_crypt_cs_polio_sna::vstwk,ext_crypt_cs_polio_sna,keep,,Visit Week,,,,,
6,aged,ext_crypt_cs_reg1b_infant::aged,ext_crypt_cs_reg1b_infant,keep,,Age in Days,,,duplicated variable,,
8,assydt,ext_crypt_cs_reg1b_infant::assydt,ext_crypt_cs_reg1b_infant,discard,,Assay Date,,,duplicated variable,,
13,batch,ext_crypt_cs_reg1b_infant::batch,ext_crypt_cs_reg1b_infant,discard,,Batch number,,,duplicated variable,,
12,comnt,ext_crypt_cs_reg1b_infant::comnt,ext_crypt_cs_reg1b_infant,discard,,Comment,,,duplicated variable,,
1,pid,ext_crypt_cs_reg1b_infant::pid,ext_crypt_cs_reg1b_infant,discard,,Child ID,,,duplicated variable,,
9,reg1b,ext_crypt_cs_reg1b_infant::reg1b,ext_crypt_cs_reg1b_infant,keep,,Reg1B result µg/ml,#NAME?,,duplicated variable,,
10,rept,ext_crypt_cs_reg1b_infant::rept,ext_crypt_cs_reg1b_infant,keep,,Do you need to Repeat Sample?,"1 = Yes, 2 = No",,duplicated variable,,
11,resn,ext_crypt_cs_reg1b_infant::resn,ext_crypt_cs_reg1b_infant,keep,,Reason for repeating,"3=Sample out of range, 4 = Assay failed, -9 = Not applicable",,duplicated variable,,
2,site,ext_crypt_cs_reg1b_infant::site,ext_crypt_cs_reg1b_infant,keep,,Site,"1=Mirpur, 2=Mirzapur",,duplicated variable,,
7,specdt,ext_crypt_cs_reg1b_infant::specdt,ext_crypt_cs_reg1b_infant,keep,,Date of specimen collection,,,duplicated variable,,
3,specnum,ext_crypt_cs_reg1b_infant::specnum,ext_crypt_cs_reg1b_infant,keep,,Specimen number,10=Infant Stool Monthly,,duplicated variable,,
5,specseq,ext_crypt_cs_reg1b_infant::specseq,ext_crypt_cs_reg1b_infant,keep,,Specimen sequence,"1= Month 1; 3= Month 3; 6=Month 6, 12= Month 12; 36 = Month 36;  88=week 18 sub-sample participated in SIBO study) ",,duplicated variable,,
4,spectype,ext_crypt_cs_reg1b_infant::spectype,ext_crypt_cs_reg1b_infant,keep,,Specimen type,,,duplicated variable,,
8,assydt,ext_crypt_cs_reg1b_mother::assydt,ext_crypt_cs_reg1b_mother,discard,,Assay Date,,,duplicated variable,,
13,batch,ext_crypt_cs_reg1b_mother::batch,ext_crypt_cs_reg1b_mother,discard,,Batch number,,,duplicated variable,,
12,comnt,ext_crypt_cs_reg1b_mother::comnt,ext_crypt_cs_reg1b_mother,discard,,Comment,,,duplicated variable,,
1,pid,ext_crypt_cs_reg1b_mother::pid,ext_crypt_cs_reg1b_mother,discard,,Child ID,,,duplicated variable,,
9,reg1b,ext_crypt_cs_reg1b_mother::reg1b,ext_crypt_cs_reg1b_mother,keep,,Reg1B result µg/ml,#NAME?,,duplicated variable,,
10,rept,ext_crypt_cs_reg1b_mother::rept,ext_crypt_cs_reg1b_mother,keep,,Do you need to Repeat Sample?,"1 = Yes, 2 = No",,duplicated variable,,
11,resn,ext_crypt_cs_reg1b_mother::resn,ext_crypt_cs_reg1b_mother,keep,,Reason for repeating,"3=Sample out of range, 4 = Assay failed, -9 = Not applicable",,duplicated variable,,
2,site,ext_crypt_cs_reg1b_mother::site,ext_crypt_cs_reg1b_mother,keep,,Site,"1=Mirpur, 2=Mirzapur",,duplicated variable,,
7,specdt,ext_crypt_cs_reg1b_mother::specdt,ext_crypt_cs_reg1b_mother,keep,,Date of specimen collection,,,duplicated variable,,
3,specnum,ext_crypt_cs_reg1b_mother::specnum,ext_crypt_cs_reg1b_mother,keep,,Specimen number,88 = Mother Stool,,duplicated variable,,
5,specseq,ext_crypt_cs_reg1b_mother::specseq,ext_crypt_cs_reg1b_mother,keep,,Specimen sequence,1= Within 30 days,,duplicated variable,,
4,spectype,ext_crypt_cs_reg1b_mother::spectype,ext_crypt_cs_reg1b_mother,keep,,Specimen type,,,duplicated variable,,
6,visit,ext_crypt_cs_reg1b_mother::visit,ext_crypt_cs_reg1b_mother,keep,,Study Visit,,,duplicated variable,,
6,aged,ext_crypt_cs_retinol::aged,ext_crypt_cs_retinol,keep,,Age in Days,,,duplicated variable,,
8,assydt,ext_crypt_cs_retinol::assydt,ext_crypt_cs_retinol,discard,,Assay Date,,,duplicated variable,,
13,batch,ext_crypt_cs_retinol::batch,ext_crypt_cs_retinol,discard,,Batch number,,,duplicated variable,,
12,comnt,ext_crypt_cs_retinol::comnt,ext_crypt_cs_retinol,discard,,Comment,,,duplicated variable,,
1,pid,ext_crypt_cs_retinol::pid,ext_crypt_cs_retinol,discard,,Child ID,,,duplicated variable,,
10,rept,ext_crypt_cs_retinol::rept,ext_crypt_cs_retinol,discard,,Do you need to Repeat Sample?,"1 = Yes, 2 = No",,duplicated variable,,
11,resn,ext_crypt_cs_retinol::resn,ext_crypt_cs_retinol,discard,,Reason for repeating,"3=Sample out of range, 4 = Assay failed, -9 = Not applicable",,no data,,
9,retinol,ext_crypt_cs_retinol::retinol,ext_crypt_cs_retinol,keep,,Retinol result µg%,#NAME?,,,,
2,site,ext_crypt_cs_retinol::site,ext_crypt_cs_retinol,keep,,Site,"1=Mirpur, 2=Mirzapur",,duplicated variable,,
7,specdt,ext_crypt_cs_retinol::specdt,ext_crypt_cs_retinol,keep,,Date of specimen collection,,,duplicated variable,,
3,specnum,ext_crypt_cs_retinol::specnum,ext_crypt_cs_retinol,keep,,Specimen number,33=Infant Blood,,duplicated variable,,
4,specseq,ext_crypt_cs_retinol::specseq,ext_crypt_cs_retinol,keep,,Specimen sequence,1= Week 18,,duplicated variable,,
5,spectype,ext_crypt_cs_retinol::spectype,ext_crypt_cs_retinol,keep,,Specimen type,,,duplicated variable,,
6,aged,ext_crypt_cs_scd14::aged,ext_crypt_cs_scd14,keep,,Age in Days,,,duplicated variable,,
8,assydt,ext_crypt_cs_scd14::assydt,ext_crypt_cs_scd14,discard,,Assay Date,,,duplicated variable,,
13,batch,ext_crypt_cs_scd14::batch,ext_crypt_cs_scd14,discard,,Batch number,,,duplicated variable,,
12,comnt,ext_crypt_cs_scd14::comnt,ext_crypt_cs_scd14,discard,,Comment,,,duplicated variable,,
1,pid,ext_crypt_cs_scd14::pid,ext_crypt_cs_scd14,discard,,Child ID,,,duplicated variable,,
10,rept,ext_crypt_cs_scd14::rept,ext_crypt_cs_scd14,keep,,Do you need to Repeat Sample?,"1 = Yes, 2 = No",,duplicated variable,,
11,resn,ext_crypt_cs_scd14::resn,ext_crypt_cs_scd14,keep,,Reason for repeating,"3=Sample out of range, 4 = Assay failed, -9 = Not applicable",,duplicated variable,,
9,scd14,ext_crypt_cs_scd14::scd14,ext_crypt_cs_scd14,keep,,sCD14 ng/ml,#NAME?,,,,
2,site,ext_crypt_cs_scd14::site,ext_crypt_cs_scd14,keep,,Site,"1=Mirpur, 2=Mirzapur",,duplicated variable,,
7,specdt,ext_crypt_cs_scd14::specdt,ext_crypt_cs_scd14,keep,,Date of specimen collection,,,duplicated variable,,
3,specnum,ext_crypt_cs_scd14::specnum,ext_crypt_cs_scd14,keep,,Specimen number,33=Infant Blood,,duplicated variable,,
5,specseq,ext_crypt_cs_scd14::specseq,ext_crypt_cs_scd14,keep,,Specimen sequence,1= Week 18; 2= Week 52; 4= Week 104; 6= Week 156,,duplicated variable,,
4,spectype,ext_crypt_cs_scd14::spectype,ext_crypt_cs_scd14,keep,,Specimen type,,,duplicated variable,,
8,assydt,ext_crypt_cs_sspa::assydt,ext_crypt_cs_sspa,discard,,Date Assay Performed,,,duplicated variable,,
20,comnt,ext_crypt_cs_sspa::comnt,ext_crypt_cs_sspa,discard,,Comment,,,duplicated variable,,
