"colOrder","variable","uniqueVar","dataFile","IRI","label","definition","parentLabel","parentIRI","category","codebookDescription","notesForDL","repeated","is_temporal","mergeKey","dataSet","unitLabel","unitIRI","is_featured","hidden","scale","type","defaultDisplayRangeMin","defaultDisplayRangeMax","defaultBinWidth","forceStringType","flag"
23,"mcp1","ext_crypt_cs_cytmp::mcp1","ext_crypt_cs_cytmp","","","","","","","Monocyte Chemoattractant Protein 1 (MCP-1(MCAF)) Conc (pg/mL)","","","","","","","","","","","","","","","",""
24,"mip1b","ext_crypt_cs_cytmp::mip1b","ext_crypt_cs_cytmp","","","","","","","Macrophage Inflammatory Protein 1_ Conc  (pg/mL)","","","","","","","","","","","","","","","",""
26,"rept","ext_crypt_cs_cytmp::rept","ext_crypt_cs_cytmp","","","","","","","Do you need to Repeat Sample?","","","","","","","","","","","","","","","",""
2,"site","ext_crypt_cs_cytmp::site","ext_crypt_cs_cytmp","","","","","","","Site","","","","","","","","","","","","","","","",""
7,"specdt","ext_crypt_cs_cytmp::specdt","ext_crypt_cs_cytmp","","","","","","","Date of Specimen Collection dd/mm/yy","","","","","","","","","","","","","","","",""
3,"specnum","ext_crypt_cs_cytmp::specnum","ext_crypt_cs_cytmp","","","","","","","Specimen number","","","","","","","","","","","","","","","",""
5,"specseq","ext_crypt_cs_cytmp::specseq","ext_crypt_cs_cytmp","","","","","","","Specimen sequence","","","","","","","","","","","","","","","",""
4,"spectype","ext_crypt_cs_cytmp::spectype","ext_crypt_cs_cytmp","","","","","","","Specimen type","","","","","","","","","","","","","","","",""
25,"tnfa","ext_crypt_cs_cytmp::tnfa","ext_crypt_cs_cytmp","","","","","","","Tumor Necrosis Factor alpha Conc (pg/ml)","","","","","","","","","","","","","","","",""
6,"visit","ext_crypt_cs_cytmp::visit","ext_crypt_cs_cytmp","","","","","","","Visit","","","","","","","","","","","","","","","",""
8,"egf","ext_crypt_cs_egf_bmilk::egf","ext_crypt_cs_egf_bmilk","","","","","","","EGF (pg/mL)","","","","","","","","","","","","","","","",""
2,"site","ext_crypt_cs_egf_bmilk::site","ext_crypt_cs_egf_bmilk","","","","","","","Site","","","","","","","","","","","","","","","",""
7,"specdt","ext_crypt_cs_egf_bmilk::specdt","ext_crypt_cs_egf_bmilk","","","","","","","Specimen collection date","","","","","","","","","","","","","","","",""
3,"specnum","ext_crypt_cs_egf_bmilk::specnum","ext_crypt_cs_egf_bmilk","","","","","","","Specimen number","","","","","","","","","","","","","","","",""
5,"specseq","ext_crypt_cs_egf_bmilk::specseq","ext_crypt_cs_egf_bmilk","","","","","","","Specimen sequence","","","","","","","","","","","","","","","",""
4,"spectype","ext_crypt_cs_egf_bmilk::spectype","ext_crypt_cs_egf_bmilk","","","","","","","Specimen type","","","","","","","","","","","","","","","",""
6,"visit","ext_crypt_cs_egf_bmilk::visit","ext_crypt_cs_egf_bmilk","","","","","","","Visit","","","","","","","","","","","","","","","",""
6,"aged","ext_crypt_cs_il1b::aged","ext_crypt_cs_il1b","","","","","","","Age in Days","","","","","","","","","","","","","","","",""
9,"il1b","ext_crypt_cs_il1b::il1b","ext_crypt_cs_il1b","","","","","","","Interleukin 1 _ result in pg/ml Ê Ê Ê Ê","","","","","","","","","","","","","","","",""
2,"site","ext_crypt_cs_il1b::site","ext_crypt_cs_il1b","","","","","","","Site","","","","","","","","","","","","","","","",""
7,"specdt","ext_crypt_cs_il1b::specdt","ext_crypt_cs_il1b","","","","","","","Specimen collection date","","","","","","","","","","","","","","","",""
3,"specnum","ext_crypt_cs_il1b::specnum","ext_crypt_cs_il1b","","","","","","","Specimen number","","","","","","","","","","","","","","","",""
5,"specseq","ext_crypt_cs_il1b::specseq","ext_crypt_cs_il1b","","","","","","","Specimen sequence","","","","","","","","","","","","","","","",""
4,"spectype","ext_crypt_cs_il1b::spectype","ext_crypt_cs_il1b","","","","","","","Specimen type","","","","","","","","","","","","","","","",""
6,"aged","ext_crypt_cs_il4::aged","ext_crypt_cs_il4","","","","","","","Age in Days","","","","","","","","","","","","","","","",""
9,"il4","ext_crypt_cs_il4::il4","ext_crypt_cs_il4","","","","","","","IL4 (pg/ml)","","","","","","","","","","","","","","","",""
11,"resn","ext_crypt_cs_il4::resn","ext_crypt_cs_il4","","","","","","","Reason for repeating","","","","","","","","","","","","","","","",""
2,"site","ext_crypt_cs_il4::site","ext_crypt_cs_il4","","","","","","","Site","","","","","","","","","","","","","","","",""
7,"specdt","ext_crypt_cs_il4::specdt","ext_crypt_cs_il4","","","","","","","Specimen collection date","","","","","","","","","","","","","","","",""
3,"specnum","ext_crypt_cs_il4::specnum","ext_crypt_cs_il4","","","","","","","Specimen number","","","","","","","","","","","","","","","",""
5,"specseq","ext_crypt_cs_il4::specseq","ext_crypt_cs_il4","","","","","","","Specimen sequence","","","","","","","","","","","","","","","",""
4,"spectype","ext_crypt_cs_il4::spectype","ext_crypt_cs_il4","","","","","","","Specimen type","","","","","","","","","","","","","","","",""
6,"aged","ext_crypt_cs_lm::aged","ext_crypt_cs_lm","","","","","","","Age in Days","","","","","","","","","","","","","","","",""
13,"comnt1","ext_crypt_cs_lm::comnt1","ext_crypt_cs_lm","","","","","","","Comment for  Lactulose","","","","","","","","","","","","","","","",""
7,"details","ext_crypt_cs_lm::details","ext_crypt_cs_lm","","","","","","","Additional details","","","","","","","","","","","","","","","",""
10,"lurin","ext_crypt_cs_lm::lurin","ext_crypt_cs_lm","","","","","","","Urine Lactulose concentration","","","","","","","","","","","","","","","",""
14,"murin","ext_crypt_cs_lm::murin","ext_crypt_cs_lm","","","","","","","Urine Mannitol concentration","","","","","","","","","","","","","","","",""
15,"reptman","ext_crypt_cs_lm::reptman","ext_crypt_cs_lm","","","","","","","Do you need to Repeat Sample?","","","","","","","","","","","","","","","",""
16,"resnman","ext_crypt_cs_lm::resnman","ext_crypt_cs_lm","","","","","","","Reason for repeating","","","","","","","","","","","","","","","",""
2,"site","ext_crypt_cs_lm::site","ext_crypt_cs_lm","","","","","","","Site","","","","","","","","","","","","","","","",""
8,"specdt","ext_crypt_cs_lm::specdt","ext_crypt_cs_lm","","","","","","","Specimen collection date","","","","","","","","","","","","","","","",""
3,"specnum","ext_crypt_cs_lm::specnum","ext_crypt_cs_lm","","","","","","","Specimen number","","","","","","","","","","","","","","","",""
5,"specseq","ext_crypt_cs_lm::specseq","ext_crypt_cs_lm","","","","","","","Specimen sequence","","","","","","","","","","","","","","","",""
4,"spectype","ext_crypt_cs_lm::spectype","ext_crypt_cs_lm","","","","","","","Specimen type","","","","","","","","","","","","","","","",""
6,"aged","ext_crypt_cs_mpo_infant::aged","ext_crypt_cs_mpo_infant","","","","","","","Age in Days","","","","","","","","","","","","","","","",""
9,"mpo","ext_crypt_cs_mpo_infant::mpo","ext_crypt_cs_mpo_infant","","","","","","","Myeloperoxidase result ng/ml","","","","","","","","","","","","","","","",""
10,"rept","ext_crypt_cs_mpo_infant::rept","ext_crypt_cs_mpo_infant","","","","","","","Do you need to Repeat Sample?","","","","","","","","","","","","","","","",""
11,"resn","ext_crypt_cs_mpo_infant::resn","ext_crypt_cs_mpo_infant","","","","","","","Reason for repeating","","","","","","","","","","","","","","","",""
2,"site","ext_crypt_cs_mpo_infant::site","ext_crypt_cs_mpo_infant","","","","","","","Site","","","","","","","","","","","","","","","",""
7,"specdt","ext_crypt_cs_mpo_infant::specdt","ext_crypt_cs_mpo_infant","","","","","","","Date of specimen collection","","","","","","","","","","","","","","","",""
3,"specnum","ext_crypt_cs_mpo_infant::specnum","ext_crypt_cs_mpo_infant","","","","","","","Specimen number","","","","","","","","","","","","","","","",""
5,"specseq","ext_crypt_cs_mpo_infant::specseq","ext_crypt_cs_mpo_infant","","","","","","","Specimen sequence","","","","","","","","","","","","","","","",""
4,"spectype","ext_crypt_cs_mpo_infant::spectype","ext_crypt_cs_mpo_infant","","","","","","","Specimen type","","","","","","","","","","","","","","","",""
9,"mpo","ext_crypt_cs_mpo_mother::mpo","ext_crypt_cs_mpo_mother","","","","","","","Myeloperoxidase result ng/ml","","","","","","","","","","","","","","","",""
10,"rept","ext_crypt_cs_mpo_mother::rept","ext_crypt_cs_mpo_mother","","","","","","","Do you need to Repeat Sample?","","","","","","","","","","","","","","","",""
11,"resn","ext_crypt_cs_mpo_mother::resn","ext_crypt_cs_mpo_mother","","","","","","","Reason for repeating","","","","","","","","","","","","","","","",""
2,"site","ext_crypt_cs_mpo_mother::site","ext_crypt_cs_mpo_mother","","","","","","","Site","","","","","","","","","","","","","","","",""
7,"specdt","ext_crypt_cs_mpo_mother::specdt","ext_crypt_cs_mpo_mother","","","","","","","Date of specimen collection","","","","","","","","","","","","","","","",""
3,"specnum","ext_crypt_cs_mpo_mother::specnum","ext_crypt_cs_mpo_mother","","","","","","","Specimen number","","","","","","","","","","","","","","","",""
5,"specseq","ext_crypt_cs_mpo_mother::specseq","ext_crypt_cs_mpo_mother","","","","","","","Specimen sequence","","","","","","","","","","","","","","","",""
4,"spectype","ext_crypt_cs_mpo_mother::spectype","ext_crypt_cs_mpo_mother","","","","","","","Specimen type","","","","","","","","","","","","","","","",""
6,"visit","ext_crypt_cs_mpo_mother::visit","ext_crypt_cs_mpo_mother","","","","","","","Study Visit","","","","","","","","","","","","","","","",""
7,"arm","ext_crypt_cs_polio_sna::arm","ext_crypt_cs_polio_sna","","","","","","","Arm","","","","","","","","","","","","","","","",""
12,"sabin.1","ext_crypt_cs_polio_sna::sabin.1","ext_crypt_cs_polio_sna","","","","","","","Titer Sabin 1 Log base 2 values (<3 =seronegative )","","","","","","","","","","","","","","","",""
13,"sabin.2","ext_crypt_cs_polio_sna::sabin.2","ext_crypt_cs_polio_sna","","","","","","","Titer Sabin 2 Log base 2 values","","","","","","","","","","","","","","","",""
14,"sabin.3","ext_crypt_cs_polio_sna::sabin.3","ext_crypt_cs_polio_sna","","","","","","","Titer Sabin 3 Log base 2 values","","","","","","","","","","","","","","","",""
8,"seranum","ext_crypt_cs_polio_sna::seranum","ext_crypt_cs_polio_sna","","","","","","","Plasma #","","","","","","","","","","","","","","","",""
2,"site","ext_crypt_cs_polio_sna::site","ext_crypt_cs_polio_sna","","","","","","","Site","","","","","","","","","","","","","","","",""
3,"specnum","ext_crypt_cs_polio_sna::specnum","ext_crypt_cs_polio_sna","","","","","","","Specimen number","","","","","","","","","","","","","","","",""
5,"specseq","ext_crypt_cs_polio_sna::specseq","ext_crypt_cs_polio_sna","","","","","","","Specimen sequence","","","","","","","","","","","","","","","",""
4,"spectype","ext_crypt_cs_polio_sna::spectype","ext_crypt_cs_polio_sna","","","","","","","Specimen type","","","","","","","","","","","","","","","",""
6,"vstwk","ext_crypt_cs_polio_sna::vstwk","ext_crypt_cs_polio_sna","","","","","","","Visit Week","","","","","","","","","","","","","","","",""
6,"aged","ext_crypt_cs_reg1b_infant::aged","ext_crypt_cs_reg1b_infant","","","","","","","Age in Days","","","","","","","","","","","","","","","",""
9,"reg1b","ext_crypt_cs_reg1b_infant::reg1b","ext_crypt_cs_reg1b_infant","","","","","","","Reg1B result µg/ml","","","","","","","","","","","","","","","",""
10,"rept","ext_crypt_cs_reg1b_infant::rept","ext_crypt_cs_reg1b_infant","","","","","","","Do you need to Repeat Sample?","","","","","","","","","","","","","","","",""
11,"resn","ext_crypt_cs_reg1b_infant::resn","ext_crypt_cs_reg1b_infant","","","","","","","Reason for repeating","","","","","","","","","","","","","","","",""
2,"site","ext_crypt_cs_reg1b_infant::site","ext_crypt_cs_reg1b_infant","","","","","","","Site","","","","","","","","","","","","","","","",""
7,"specdt","ext_crypt_cs_reg1b_infant::specdt","ext_crypt_cs_reg1b_infant","","","","","","","Date of specimen collection","","","","","","","","","","","","","","","",""
3,"specnum","ext_crypt_cs_reg1b_infant::specnum","ext_crypt_cs_reg1b_infant","","","","","","","Specimen number","","","","","","","","","","","","","","","",""
5,"specseq","ext_crypt_cs_reg1b_infant::specseq","ext_crypt_cs_reg1b_infant","","","","","","","Specimen sequence","","","","","","","","","","","","","","","",""
4,"spectype","ext_crypt_cs_reg1b_infant::spectype","ext_crypt_cs_reg1b_infant","","","","","","","Specimen type","","","","","","","","","","","","","","","",""
9,"reg1b","ext_crypt_cs_reg1b_mother::reg1b","ext_crypt_cs_reg1b_mother","","","","","","","Reg1B result µg/ml","","","","","","","","","","","","","","","",""
10,"rept","ext_crypt_cs_reg1b_mother::rept","ext_crypt_cs_reg1b_mother","","","","","","","Do you need to Repeat Sample?","","","","","","","","","","","","","","","",""
11,"resn","ext_crypt_cs_reg1b_mother::resn","ext_crypt_cs_reg1b_mother","","","","","","","Reason for repeating","","","","","","","","","","","","","","","",""
2,"site","ext_crypt_cs_reg1b_mother::site","ext_crypt_cs_reg1b_mother","","","","","","","Site","","","","","","","","","","","","","","","",""
7,"specdt","ext_crypt_cs_reg1b_mother::specdt","ext_crypt_cs_reg1b_mother","","","","","","","Date of specimen collection","","","","","","","","","","","","","","","",""
3,"specnum","ext_crypt_cs_reg1b_mother::specnum","ext_crypt_cs_reg1b_mother","","","","","","","Specimen number","","","","","","","","","","","","","","","",""
5,"specseq","ext_crypt_cs_reg1b_mother::specseq","ext_crypt_cs_reg1b_mother","","","","","","","Specimen sequence","","","","","","","","","","","","","","","",""
4,"spectype","ext_crypt_cs_reg1b_mother::spectype","ext_crypt_cs_reg1b_mother","","","","","","","Specimen type","","","","","","","","","","","","","","","",""
6,"visit","ext_crypt_cs_reg1b_mother::visit","ext_crypt_cs_reg1b_mother","","","","","","","Study Visit","","","","","","","","","","","","","","","",""
6,"aged","ext_crypt_cs_retinol::aged","ext_crypt_cs_retinol","","","","","","","Age in Days","","","","","","","","","","","","","","","",""
9,"retinol","ext_crypt_cs_retinol::retinol","ext_crypt_cs_retinol","","","","","","","Retinol result µg%","","","","","","","","","","","","","","","",""
2,"site","ext_crypt_cs_retinol::site","ext_crypt_cs_retinol","","","","","","","Site","","","","","","","","","","","","","","","",""
7,"specdt","ext_crypt_cs_retinol::specdt","ext_crypt_cs_retinol","","","","","","","Date of specimen collection","","","","","","","","","","","","","","","",""
3,"specnum","ext_crypt_cs_retinol::specnum","ext_crypt_cs_retinol","","","","","","","Specimen number","","","","","","","","","","","","","","","",""
4,"specseq","ext_crypt_cs_retinol::specseq","ext_crypt_cs_retinol","","","","","","","Specimen sequence","","","","","","","","","","","","","","","",""
5,"spectype","ext_crypt_cs_retinol::spectype","ext_crypt_cs_retinol","","","","","","","Specimen type","","","","","","","","","","","","","","","",""
6,"aged","ext_crypt_cs_scd14::aged","ext_crypt_cs_scd14","","","","","","","Age in Days","","","","","","","","","","","","","","","",""
10,"rept","ext_crypt_cs_scd14::rept","ext_crypt_cs_scd14","","","","","","","Do you need to Repeat Sample?","","","","","","","","","","","","","","","",""
11,"resn","ext_crypt_cs_scd14::resn","ext_crypt_cs_scd14","","","","","","","Reason for repeating","","","","","","","","","","","","","","","",""
9,"scd14","ext_crypt_cs_scd14::scd14","ext_crypt_cs_scd14","","","","","","","sCD14 ng/ml","","","","","","","","","","","","","","","",""
2,"site","ext_crypt_cs_scd14::site","ext_crypt_cs_scd14","","","","","","","Site","","","","","","","","","","","","","","","",""
7,"specdt","ext_crypt_cs_scd14::specdt","ext_crypt_cs_scd14","","","","","","","Date of specimen collection","","","","","","","","","","","","","","","",""
3,"specnum","ext_crypt_cs_scd14::specnum","ext_crypt_cs_scd14","","","","","","","Specimen number","","","","","","","","","","","","","","","",""
5,"specseq","ext_crypt_cs_scd14::specseq","ext_crypt_cs_scd14","","","","","","","Specimen sequence","","","","","","","","","","","","","","","",""
4,"spectype","ext_crypt_cs_scd14::spectype","ext_crypt_cs_scd14","","","","","","","Specimen type","","","","","","","","","","","","","","","",""
18,"rept","ext_crypt_cs_sspa::rept","ext_crypt_cs_sspa","","","","","","","Assay Repeat","","","","","","","","","","","","","","","",""
19,"resn","ext_crypt_cs_sspa::resn","ext_crypt_cs_sspa","","","","","","","Reason for repeating","","","","","","","","","","","","","","","",""
12,"result_a","ext_crypt_cs_sspa::result_a","ext_crypt_cs_sspa","","","","","","","Lewis Type 'a'","","","","","","","","","","","","","","","",""
